trade_id,sess,expiry,spot,settle,vix,rsi,em,short_call,long_call,short_put,long_put,fill_sc,fill_lc,fill_sp,fill_lp,credit_pts,max_risk,lot,gross,brokerage,stt,exchange_fees,gst,stamp_duty,sebi,slippage,total_costs,net,breach_side
134,2025-07-24,2025-07-31,25062.1,24768.35,10.52,52.290459686342714,308.58,25600.0,25800.0,24500.0,24300.0,11.71,5.47,12.66,7.77,11.13,14165.25,75,834.75,80.0,1.83,1.41,14.65,0.03,0.0,30.0,127.93,706.82,none
135,2025-07-31,2025-08-07,24768.35,24596.15,11.21,43.253072706755916,324.97,25350.0,25550.0,24200.0,24000.0,15.35,6.37,22.08,13.34,17.72,13671.0,75,1329.0,80.0,2.81,2.14,14.79,0.04,0.0,30.0,129.79,1199.21,none
136,2025-08-07,2025-08-14,24596.15,24631.3,11.96,38.16396518977688,344.3,25200.0,25400.0,24000.0,23800.0,8.62,3.31,12.66,7.57,10.4,14220.0,75,780.0,80.0,1.6,1.21,14.62,0.02,0.0,30.0,127.45,652.55,none
137,2025-09-02,2025-09-09,24579.6,24868.6,11.29,45.49939848687614,324.79,25150.0,25350.0,24000.0,23800.0,9.37,3.81,13.21,7.37,11.4,14145.0,75,855.0,80.0,1.69,1.27,14.63,0.03,0.0,30.0,127.62,727.38,none
138,2025-09-09,2025-09-16,24868.6,25239.1,10.84,50.387692355409506,315.51,25450.0,25650.0,24300.0,24100.0,6.08,2.96,10.72,6.22,7.62,14428.5,75,571.5,80.0,1.26,0.97,14.58,0.02,0.0,30.0,126.83,444.67,none
139,2025-09-16,2025-09-23,25239.1,25169.5,10.4,59.00735048227971,307.22,25800.0,26000.0,24700.0,24500.0,7.98,3.26,11.61,7.37,8.96,14328.0,75,672.0,80.0,1.47,1.13,14.6,0.02,0.0,30.0,127.23,544.77,none
140,2025-10-07,2025-10-14,25108.3,25145.5,10.19,55.258740519054015,299.45,25650.0,25850.0,24550.0,24350.0,6.88,3.01,7.93,5.01,6.79,14490.75,75,509.25,80.0,1.11,0.86,14.55,0.02,0.0,30.0,126.54,382.71,none
141,2025-10-20,2025-10-28,25843.15,25936.2,11.63,69.33520215408102,351.77,26500.0,26700.0,25200.0,25000.0,8.72,3.41,11.66,8.78,8.19,14385.75,75,614.25,80.0,1.53,1.22,14.62,0.03,0.0,30.0,127.4,486.85,none
142,2025-11-11,2025-11-18,25694.95,25910.05,12.3,52.07867877762285,369.91,26350.0,26550.0,25050.0,24850.0,10.07,4.21,12.56,8.02,10.4,14220.0,75,780.0,80.0,1.7,1.31,14.64,0.03,0.0,30.0,127.67,652.33,none
143,2025-11-18,2025-11-25,25910.05,25884.8,11.79,65.1207621696002,357.54,26550.0,26750.0,25250.0,25050.0,12.26,5.32,14.11,8.68,12.37,14072.25,75,927.75,80.0,1.98,1.51,14.67,0.03,0.0,30.0,128.2,799.55,none
144,2025-11-25,2025-12-02,25884.8,26032.2,13.24,57.376222612463465,401.12,26600.0,26800.0,25150.0,24950.0,6.58,3.36,5.98,4.26,4.94,14629.5,75,370.5,80.0,0.94,0.76,14.54,0.02,0.0,30.0,126.25,244.25,none
145,2025-12-02,2025-12-09,26032.2,25839.65,11.63,61.66021502830133,354.35,26650.0,26850.0,25400.0,25200.0,10.02,4.01,6.58,4.36,8.23,14382.75,75,617.25,80.0,1.24,0.94,14.57,0.02,0.0,30.0,126.77,490.48,none
146,2025-12-09,2025-12-16,25839.65,25860.1,11.13,51.16205784765629,336.6,26450.0,26650.0,25250.0,25050.0,8.08,3.81,8.87,5.72,7.42,14443.5,75,556.5,80.0,1.27,0.99,14.58,0.02,0.0,30.0,126.87,429.63,none
147,2025-12-16,2025-12-23,25860.1,26177.15,10.25,53.67667329588778,310.24,26400.0,26600.0,25300.0,25100.0,9.32,4.31,9.12,5.77,8.36,14373.0,75,627.0,80.0,1.38,1.07,14.59,0.02,0.0,30.0,127.07,499.93,none
148,2025-12-30,2026-01-06,25938.85,26178.7,9.72,49.059957733449686,295.09,26450.0,26650.0,25400.0,25200.0,7.03,3.16,5.48,3.81,5.54,12639.9,65,360.1,80.0,0.81,0.63,14.51,0.01,0.0,26.0,121.98,238.12,none
149,2026-01-06,2026-01-13,26178.7,25732.3,10.02,58.7850455287297,307.01,26750.0,26950.0,25650.0,25450.0,4.89,2.66,6.33,4.11,4.45,12710.75,65,289.25,80.0,0.73,0.58,14.51,0.01,0.0,26.0,121.83,167.42,none
150,2026-02-10,2026-02-17,25935.15,25725.4,12.19,56.03380116923706,370.02,26600.0,26800.0,25250.0,25050.0,8.22,5.17,14.26,11.08,6.23,12595.05,65,404.95,80.0,1.46,1.26,14.63,0.03,0.0,26.0,123.38,281.57,none
151,2026-02-17,2026-02-24,25725.4,25424.65,13.33,50.31798452442426,401.36,26450.0,26650.0,25000.0,24800.0,7.18,4.26,17.55,12.19,8.28,12461.8,65,538.2,80.0,1.61,1.34,14.64,0.03,0.0,26.0,123.62,414.58,none
152,2026-03-02,2026-03-10,24865.7,24261.6,13.7,39.94689378459508,398.71,25600.0,25800.0,24150.0,23950.0,32.75,16.95,86.69,64.59,37.9,10536.5,65,2463.5,80.0,7.76,6.53,15.58,0.16,0.01,26.0,136.05,2327.45,none
153,2026-04-13,2026-04-21,23842.65,24576.6,18.85,54.22788185576764,526.02,24800.0,25000.0,22900.0,22700.0,16.95,7.92,62.36,43.98,27.41,11218.35,65,1781.65,80.0,5.16,4.26,15.17,0.1,0.01,26.0,130.7,1650.95,none
154,2026-04-21,2026-04-28,24576.6,23995.7,18.79,57.23931796624087,540.49,25550.0,25750.0,23600.0,23400.0,8.37,3.96,31.8,20.96,15.25,12008.75,65,991.25,80.0,2.61,2.12,14.78,0.05,0.0,26.0,125.56,865.69,none
155,2026-05-05,2026-05-12,24032.8,23379.55,18.3,52.17498042775994,514.75,24950.0,25150.0,23100.0,22900.0,9.92,4.96,12.86,7.62,10.2,12337.0,65,663.0,80.0,1.48,1.15,14.61,0.02,0.0,26.0,123.26,539.74,none
156,2026-05-12,2026-05-19,23379.55,23618.0,18.55,46.09430097908129,507.6,24300.0,24500.0,22450.0,22250.0,23.13,13.89,21.24,13.84,16.64,11918.4,65,1081.6,80.0,2.88,2.34,14.82,0.05,0.0,26.0,126.11,955.49,none
157,2026-05-19,2026-05-26,23618.0,23913.7,19.63,45.25379394589898,542.63,24600.0,24800.0,22650.0,22450.0,7.68,4.61,18.29,11.33,10.03,12348.05,65,651.95,80.0,1.69,1.36,14.65,0.03,0.0,26.0,123.73,528.22,none
158,2026-06-02,2026-06-09,23483.55,23242.1,16.54,40.259951611074705,454.61,24300.0,24500.0,22650.0,22450.0,11.91,6.32,8.87,5.82,8.64,12438.4,65,561.6,80.0,1.35,1.07,14.59,0.02,0.0,26.0,123.04,438.56,none
159,2026-06-16,2026-06-23,23989.15,23824.1,14.35,56.326493959732616,402.91,24700.0,24900.0,23250.0,23050.0,10.87,5.77,12.41,7.52,9.99,12350.65,65,649.35,80.0,1.51,1.19,14.61,0.03,0.0,26.0,123.34,526.01,none
160,2026-06-30,2026-07-07,23865.75,24398.7,13.61,53.89038625129299,380.16,24550.0,24750.0,23200.0,23000.0,15.0,6.72,7.78,5.22,10.84,12295.4,65,704.6,80.0,1.48,1.13,14.6,0.02,0.0,26.0,123.24,581.36,none
161,2026-07-07,2026-07-14,24398.7,24052.05,11.82,64.11032609473654,337.54,25000.0,25200.0,23800.0,23600.0,6.78,3.51,10.22,5.32,8.17,12468.95,65,531.05,80.0,1.1,0.84,14.55,0.02,0.0,26.0,122.51,408.54,none
162,2026-07-14,2026-07-21,24052.05,24187.7,13.28,55.88648392044407,373.84,24700.0,24900.0,23400.0,23200.0,9.82,5.11,23.63,12.79,15.55,11989.25,65,1010.75,80.0,2.17,1.67,14.7,0.03,0.0,26.0,124.58,886.17,none
163,2026-07-21,2026-07-28,24187.7,23985.35,12.98,55.58227916136037,367.46,24850.0,25050.0,23550.0,23350.0,8.32,4.51,15.7,8.53,10.98,12286.3,65,713.7,80.0,1.56,1.2,14.62,0.03,0.0,26.0,123.41,590.29,none
164,2026-07-28,2026-08-04,23985.35,24614.9,12.66,49.54538979586155,355.4,24650.0,24850.0,23350.0,23150.0,7.43,3.36,10.32,6.42,7.97,12481.95,65,518.05,80.0,1.15,0.89,14.56,0.02,0.0,26.0,122.63,395.42,none
165,2026-08-04,2026-08-11,24614.9,24471.7,11.93,66.86891282851559,343.7,25250.0,25450.0,24000.0,23800.0,6.03,3.66,20.09,9.78,12.68,12175.8,65,824.2,80.0,1.7,1.29,14.63,0.03,0.0,26.0,123.64,700.56,none
166,2026-08-11,2026-08-18,24471.7,24154.9,12.25,60.20989418384112,350.86,25100.0,25300.0,23850.0,23650.0,6.68,3.26,8.87,4.86,7.43,12517.05,65,482.95,80.0,1.01,0.77,14.54,0.02,0.0,26.0,122.34,360.61,none
167,2026-08-18,2026-08-25,24154.9,24334.55,11.33,49.26186126854643,320.31,24750.0,24950.0,23600.0,23400.0,9.47,4.96,8.42,4.91,8.02,12478.7,65,521.3,80.0,1.16,0.9,14.56,0.02,0.0,26.0,122.65,398.65,none
168,2026-08-25,2026-09-01,24334.55,24055.8,11.53,47.85040777363575,328.39,24950.0,25150.0,23750.0,23550.0,4.24,2.21,8.37,5.87,4.53,12705.55,65,294.45,80.0,0.82,0.67,14.52,0.02,0.0,26.0,122.03,172.42,none
169,2026-09-01,2026-09-08,24055.8,23635.1,11.19,43.6984492682669,315.06,24600.0,24800.0,23500.0,23300.0,7.63,4.31,14.66,7.37,10.61,12310.35,65,689.65,80.0,1.45,1.1,14.6,0.02,0.0,26.0,123.18,566.47,none
