signal_timestamp,order_timestamp,fill_timestamp,signal_date,execution_date,year,month,expiry_date,exit_date,exit_reason,dte_sessions,vix,signal_spot,exec_spot,type,long_strike,short_strike,wing_width,strike_offset,long_raw_price,short_raw_price,long_fill_price,short_fill_price,debit_pts,lot_size,capital_required_inr,settlement_price,exit_spread_val,gross_payoff_inr,statutory_costs_inr,net_pnl_inr,is_win,cum_net_pnl,candidate_id,candidate_name,in_primary_5y,strategy_source
2019-09-20 15:30:00,2019-09-23 09:15:00,2019-09-23 09:15:00,2019-09-20,2019-09-23,2019,2019-09,2019-09-26,2019-09-26,EXPIRY_SETTLEMENT,3,15.55,11274.2,11542.7,BULL_CALL,11600.0,11750.0,150.0,50.0,58.95,27.05,59.05,26.95,32.1,75,2407.5,11571.2,0.0,-2407.5,52.41,-2459.91,0,-13249.86,Candidate HF-1,HF Directional Breakout Debit Spread (ATR >= 0.25),0,
2019-10-17 15:30:00,2019-10-18 09:15:00,2019-10-18 09:15:00,2019-10-17,2019-10-18,2019,2019-10,2019-10-24,2019-10-24,EXPIRY_SETTLEMENT,3,16.36,11586.35,11580.3,BULL_CALL,11650.0,11800.0,150.0,50.0,53.55,17.15,53.65,17.05,36.6,75,2745.0,11582.6,0.0,-2745.0,51.25,-2796.25,0,-16046.11,Candidate HF-1,HF Directional Breakout Debit Spread (ATR >= 0.25),0,
2019-10-29 15:30:00,2019-10-30 09:15:00,2019-10-30 09:15:00,2019-10-29,2019-10-30,2019,2019-10,2019-10-31,2019-10-31,EXPIRY_SETTLEMENT,1,15.32,11786.85,11883.9,BULL_CALL,11950.0,12100.0,150.0,50.0,16.0,3.5,16.1,3.4,12.7,75,952.5,11877.45,0.0,-952.5,48.26,-1000.76,0,-17046.87,Candidate HF-1,HF Directional Breakout Debit Spread (ATR >= 0.25),0,
2019-11-25 15:30:00,2019-11-26 09:15:00,2019-11-26 09:15:00,2019-11-25,2019-11-26,2019,2019-11,2019-11-28,2019-11-28,EXPIRY_SETTLEMENT,2,14.87,12073.75,12110.2,BULL_CALL,12150.0,12300.0,150.0,50.0,43.45,7.45,43.55,7.35,36.2,75,2715.0,12151.15,1.15,-2628.75,50.06,-2678.81,0,-19725.68,Candidate HF-1,HF Directional Breakout Debit Spread (ATR >= 0.25),0,
2019-11-27 15:30:00,2019-11-28 09:15:00,2019-11-28 09:15:00,2019-11-27,2019-11-28,2019,2019-11,2019-12-05,2019-12-05,EXPIRY_SETTLEMENT,5,14.84,12100.7,12132.1,BULL_CALL,12200.0,12350.0,150.0,50.0,46.8,13.0,46.9,12.9,34.0,75,2550.0,12018.4,0.0,-2550.0,50.56,-2600.56,0,-22326.24,Candidate HF-1,HF Directional Breakout Debit Spread (ATR >= 0.25),0,
2019-12-10 15:30:00,2019-12-11 09:15:00,2019-12-11 09:15:00,2019-12-10,2019-12-11,2019,2019-12,2019-12-12,2019-12-12,EXPIRY_SETTLEMENT,1,14.6,11856.8,11867.35,BEAR_PUT,11800.0,11650.0,150.0,50.0,16.35,1.55,16.45,1.45,15.0,75,1125.0,11971.8,0.0,-1125.0,48.1,-1173.1,0,-23499.34,Candidate HF-1,HF Directional Breakout Debit Spread (ATR >= 0.25),0,
2019-12-13 15:30:00,2019-12-16 09:15:00,2019-12-16 09:15:00,2019-12-13,2019-12-16,2019,2019-12,2019-12-19,2019-12-19,EXPIRY_SETTLEMENT,3,13.35,12086.7,12131.35,BULL_CALL,12200.0,12350.0,150.0,50.0,39.95,11.05,40.05,10.95,29.1,75,2182.5,12259.7,59.7,2295.0,58.31,2236.69,1,-21262.65,Candidate HF-1,HF Directional Breakout Debit Spread (ATR >= 0.25),0,
2019-12-17 15:30:00,2019-12-18 09:15:00,2019-12-18 09:15:00,2019-12-17,2019-12-18,2019,2019-12,2019-12-19,2019-12-19,EXPIRY_SETTLEMENT,1,13.42,12165.0,12197.0,BULL_CALL,12250.0,12400.0,150.0,50.0,12.65,1.7,12.75,1.6,11.15,75,836.25,12259.7,9.7,-108.75,49.28,-158.03,0,-21420.68,Candidate HF-1,HF Directional Breakout Debit Spread (ATR >= 0.25),0,
2020-01-06 15:30:00,2020-01-07 09:15:00,2020-01-07 09:15:00,2020-01-06,2020-01-07,2020,2020-01,2020-01-09,2020-01-09,EXPIRY_SETTLEMENT,2,12.7,11993.05,12079.1,BEAR_PUT,12050.0,11900.0,150.0,50.0,61.4,20.0,61.5,19.9,41.6,75,3120.0,12215.9,0.0,-3120.0,51.88,-3171.88,0,-24592.56,Candidate HF-1,HF Directional Breakout Debit Spread (ATR >= 0.25),0,
2020-01-13 15:30:00,2020-01-14 09:15:00,2020-01-14 09:15:00,2020-01-13,2020-01-14,2020,2020-01,2020-01-16,2020-01-16,EXPIRY_SETTLEMENT,2,14.08,12329.55,12333.1,BULL_CALL,12400.0,12550.0,150.0,50.0,22.1,2.75,22.2,2.65,19.55,75,1466.25,12355.5,0.0,-1466.25,48.48,-1514.73,0,-26107.29,Candidate HF-1,HF Directional Breakout Debit Spread (ATR >= 0.25),0,
2020-01-28 15:30:00,2020-01-29 09:15:00,2020-01-29 09:15:00,2020-01-28,2020-01-29,2020,2020-01,2020-01-30,2020-01-30,EXPIRY_SETTLEMENT,1,17.18,12055.8,12114.9,BEAR_PUT,12050.0,11900.0,150.0,50.0,29.9,6.75,30.0,6.65,23.35,75,1751.25,12035.8,14.2,-686.25,51.17,-737.42,0,-26844.71,Candidate HF-1,HF Directional Breakout Debit Spread (ATR >= 0.25),0,
2020-02-12 15:30:00,2020-02-13 09:15:00,2020-02-13 09:15:00,2020-02-12,2020-02-13,2020,2020-02,2020-02-20,2020-02-20,EXPIRY_SETTLEMENT,5,13.88,12201.2,12219.55,BULL_CALL,12250.0,12400.0,150.0,50.0,68.9,15.0,69.0,14.9,54.1,75,4057.5,12080.85,0.0,-4057.5,51.77,-4109.27,0,-30953.98,Candidate HF-1,HF Directional Breakout Debit Spread (ATR >= 0.25),0,
2020-02-24 15:30:00,2020-02-25 09:15:00,2020-02-25 09:15:00,2020-02-24,2020-02-25,2020,2020-02,2020-02-27,2020-02-27,EXPIRY_SETTLEMENT,2,13.7,11829.4,11877.5,BEAR_PUT,11850.0,11700.0,150.0,50.0,84.0,26.1,84.1,26.0,58.1,75,4357.5,11633.3,150.0,6892.5,86.37,6806.13,1,-24147.85,Candidate HF-1,HF Directional Breakout Debit Spread (ATR >= 0.25),0,
2020-03-06 15:30:00,2020-03-09 09:15:00,2020-03-09 09:15:00,2020-03-06,2020-03-09,2020,2020-03,2020-03-12,2020-03-12,EXPIRY_SETTLEMENT,2,23.25,10989.45,10742.05,BEAR_PUT,10700.0,10550.0,150.0,50.0,140.0,84.2,140.1,84.1,56.0,75,4200.0,9590.15,150.0,7050.0,257.21,6792.79,1,-17355.059999999998,Candidate HF-1,HF Directional Breakout Debit Spread (ATR >= 0.25),0,
