strategy,cycle_idx,entry_dt,exit_dt,dte,lot,spot_entry,spot_exit,legs_count,leg1_id,leg1_type,leg1_strike,leg1_in,leg1_out,leg1_vol,leg2_id,leg2_type,leg2_strike,leg2_in,leg2_out,leg2_vol,gross,costs,net,stt,turnover_fees,sebi_charges,stamp_duty,gst,slippage,variance_reconciliation,hist_margin,vix
OPT_BEAR_CALL_SPREAD_WEEKLY,65,2025-12-03,2025-12-09,6,75,25986.0,25839.65,2,41907,CE,26100.0,88.7,0.15,2086406,41917,CE,26300.0,32.3,0.1,1082760,4226.25,173.45,4052.8,0.02,3.18,0.0091,0.27,14.969999999999999,75.0,4.547473508864641e-13,11770.0,11.21
OPT_BEAR_CALL_SPREAD_WEEKLY,66,2025-12-10,2025-12-16,6,75,25758.0,25860.1,2,48218,CE,25850.0,103.05,18.1,2132369,48226,CE,26050.0,41.5,0.15,1269266,3269.999999999999,176.14,3093.859999999999,1.37,4.2700000000000005,0.0122,0.32,15.17,75.0,4.547473508864641e-13,11383.75,10.91
OPT_BEAR_CALL_SPREAD_WEEKLY,67,2025-12-17,2025-12-23,6,75,25818.55,26177.15,2,56998,CE,25900.0,96.6,279.9,2978224,57011,CE,26100.0,34.0,81.0,1164935,-10222.499999999998,212.04,-10434.539999999999,27.07,12.9,0.0368,0.3,16.73,75.0,1.8189894035458565e-12,11305.0,9.84
OPT_BEAR_CALL_SPREAD_WEEKLY,68,2025-12-24,2025-12-30,6,75,26142.1,25938.85,2,65640,CE,26250.0,51.6,0.1,1828127,65693,CE,26450.0,9.3,0.15,750101,3176.25,171.47,3004.78,0.02,1.61,0.0046,0.13999999999999999,14.7,75.0,4.547473508864641e-13,12827.5,9.19
OPT_BEAR_CALL_SPREAD_WEEKLY,69,2025-12-31,2026-01-06,6,65,26129.6,26178.7,2,40479,CE,26250.0,66.15,0.15,1413139,40493,CE,26450.0,15.55,0.1,835962,3285.75,161.78,3123.97,0.02,1.87,0.0053,0.16,14.73,65.0,4.547473508864641e-13,10710.999999999998,9.48
OPT_BEAR_CALL_SPREAD_WEEKLY,70,2026-01-07,2026-01-13,6,65,26140.75,25732.3,2,46196,CE,26250.0,57.4,0.1,1934989,46205,CE,26450.0,14.35,0.1,1116429,2798.25,161.5,2636.75,0.02,1.6400000000000001,0.0046,0.14,14.7,65.0,0.0,11201.75,9.95
OPT_BEAR_CALL_SPREAD_WEEKLY,71,2026-01-14,2026-01-20,6,65,25665.6,25232.5,2,47615,CE,25750.0,94.05,0.2,2951107,47623,CE,25950.0,37.3,0.2,1103338,3688.75,163.21,3525.54,0.02,2.99,0.0085,0.25,14.94,65.0,4.547473508864641e-13,10311.25,11.32
OPT_BEAR_CALL_SPREAD_WEEKLY,72,2026-01-21,2026-01-27,6,65,25157.5,25175.4,2,58693,CE,25250.0,121.8,0.55,2594544,58707,CE,25450.0,53.55,0.2,1547501,4413.5,164.51999999999998,4248.98,0.05,4.0,0.0115,0.33999999999999997,15.120000000000001,65.0,0.0,9563.75,13.78
OPT_BEAR_CALL_SPREAD_WEEKLY,73,2026-01-28,2026-02-03,6,65,25342.75,25727.55,2,49806,CE,25450.0,169.7,277.65,680348,49823,CE,25650.0,94.55,75.8,552285,-8235.5,199.53,-8435.03,22.98,14.059999999999999,0.0402,0.51,16.939999999999998,65.0,0.0,9115.25,13.53
OPT_BEAR_CALL_SPREAD_WEEKLY,74,2026-02-04,2026-02-10,6,65,25776.0,25935.15,2,42540,CE,25900.0,113.1,45.85,1674734,42552,CE,26100.0,52.2,0.15,990766,987.9999999999998,168.39,819.6099999999998,2.9899999999999998,4.8100000000000005,0.0137,0.32,15.26,65.0,1.1368683772161603e-13,10041.500000000002,12.25
OPT_BEAR_CALL_SPREAD_WEEKLY,75,2026-02-11,2026-02-17,6,65,25953.85,25725.4,2,48238,CE,26050.0,83.65,0.1,1515321,48246,CE,26250.0,29.1,0.1,616709,3545.750000000001,162.68,3383.070000000001,0.02,2.57,0.0073,0.22,14.86,65.0,1.3642420526593924e-12,10454.25,11.55
OPT_BEAR_CALL_SPREAD_WEEKLY,76,2026-02-18,2026-02-24,6,65,25819.35,25424.65,2,64868,CE,25900.0,97.3,0.15,1970017,64876,CE,26100.0,36.15,0.1,895157,3971.4999999999995,163.28,3808.2199999999993,0.02,3.04,0.0087,0.26,14.95,65.0,9.094947017729282e-13,10025.25,12.22
OPT_BEAR_CALL_SPREAD_WEEKLY,77,2026-02-25,2026-03-02,5,65,25482.5,24865.7,2,54967,CE,25600.0,103.7,0.15,4102521,54975,CE,25800.0,42.95,0.1,2066616,3945.4999999999995,163.66,3781.8399999999997,0.02,3.34,0.0096,0.28,15.01,65.0,4.547473508864641e-13,10051.25,13.49
OPT_BEAR_CALL_SPREAD_WEEKLY,78,2026-03-04,2026-03-10,6,65,24480.5,24261.6,2,45513,CE,24600.0,263.1,0.15,1140618,45522,CE,24800.0,167.85,0.1,1107602,6188.000000000003,171.87,6016.130000000003,0.02,9.81,0.028,0.8400000000000001,16.169999999999998,65.0,3.637978807091713e-12,7808.749999999998,21.14
OPT_BEAR_CALL_SPREAD_WEEKLY,79,2026-03-11,2026-03-17,6,65,23866.85,23581.15,2,57793,CE,23950.0,265.95,0.1,402816,57801,CE,24150.0,172.95,0.1,558386,6044.999999999998,172.1,5872.899999999998,0.02,9.99,0.028499999999999998,0.8600000000000001,16.2,65.0,3.637978807091713e-12,7955.0,21.06
OPT_BEAR_CALL_SPREAD_WEEKLY,80,2026-03-18,2026-03-24,6,65,23777.8,22912.4,2,62618,CE,23900.0,148.75,0.1,1401253,62630,CE,24100.0,77.15,0.1,1159828,4654.0,165.95,4488.05,0.02,5.15,0.014700000000000001,0.43999999999999995,15.329999999999998,65.0,0.0,9346.0,18.72
OPT_BEAR_CALL_SPREAD_WEEKLY,81,2026-03-25,2026-03-30,5,65,23306.45,22331.4,2,54514,CE,23400.0,224.7,0.1,1541567,54522,CE,23600.0,139.35,0.1,783816,5547.75,169.92000000000002,5377.83,0.02,8.280000000000001,0.0237,0.71,15.889999999999999,65.0,0.0,8452.25,24.64
OPT_BEAR_CALL_SPREAD_WEEKLY,82,2026-04-01,2026-04-07,6,65,22679.4,23123.65,2,40752,CE,22800.0,267.55,316.1,1402459,40772,CE,23000.0,181.55,115.45,1653848,-7452.250000000001,212.04,-7664.290000000001,28.05,20.04,0.0572,0.87,18.02,65.0,9.094947017729282e-13,8410.0,25.01
OPT_BEAR_CALL_SPREAD_WEEKLY,83,2026-04-08,2026-04-13,5,65,23997.35,23842.65,2,54818,CE,24100.0,166.65,0.15,1025536,54864,CE,24300.0,93.95,0.1,897026,4722.249999999999,166.94,4555.3099999999995,0.02,5.93,0.016900000000000002,0.5,15.469999999999999,65.0,0.0,9274.5,19.7
OPT_BEAR_CALL_SPREAD_WEEKLY,84,2026-04-15,2026-04-21,6,65,24231.3,24576.6,2,63434,CE,24350.0,160.15,227.4,478074,63458,CE,24550.0,84.65,27.15,456745,-8108.75,189.87,-8298.62,16.54,11.36,0.0325,0.48,16.45,65.0,1.8189894035458565e-12,9092.5,18.67
OPT_BEAR_CALL_SPREAD_WEEKLY,85,2026-04-22,2026-04-28,6,65,24378.1,23995.7,2,72325,CE,24500.0,164.8,0.1,1877282,72333,CE,24700.0,92.9,0.1,651105,4673.5,166.87,4506.63,0.02,5.87,0.0167,0.5,15.46,65.0,9.094947017729282e-13,9326.5,18.3
OPT_BEAR_CALL_SPREAD_WEEKLY,86,2026-04-29,2026-05-05,6,65,24177.65,24032.8,2,74171,CE,24300.0,140.0,0.1,2148793,74181,CE,24500.0,71.9,0.1,1771310,4426.5,165.55,4260.95,0.02,4.83,0.0138,0.41000000000000003,15.280000000000001,65.0,0.0,9573.5,17.44
OPT_BEAR_CALL_SPREAD_WEEKLY,87,2026-05-06,2026-05-12,6,65,24330.95,23379.55,2,41790,CE,24450.0,178.05,0.15,633969,41804,CE,24650.0,96.0,0.15,472642,5333.250000000001,167.35,5165.900000000001,0.02,6.24,0.0178,0.54,15.53,65.0,9.094947017729282e-13,8666.75,16.68
OPT_BEAR_CALL_SPREAD_WEEKLY,88,2026-05-13,2026-05-19,6,65,23412.6,23618.0,2,51354,CE,23500.0,199.85,127.25,2504520,51366,CE,23700.0,116.4,0.4,1084661,-2821.0000000000005,180.26999999999998,-3001.2700000000004,8.299999999999999,10.100000000000001,0.0289,0.62,16.22,65.0,9.094947017729282e-13,8575.75,19.43
OPT_BEAR_CALL_SPREAD_WEEKLY,89,2026-05-20,2026-05-26,6,65,23659.0,23913.7,2,72169,CE,23750.0,160.0,160.95,697268,72177,CE,23950.0,84.6,0.55,476159,-5524.999999999999,181.31,-5706.3099999999995,10.5,9.24,0.0264,0.47,16.07,65.0,0.0,9099.0,18.44
OPT_BEAR_CALL_SPREAD_WEEKLY,90,2026-05-27,2026-06-02,6,65,23907.15,23483.55,2,57050,CE,24000.0,131.9,0.1,2199460,57058,CE,24200.0,60.95,0.1,930017,4611.750000000001,164.99,4446.760000000001,0.02,4.39,0.0126,0.38,15.190000000000001,65.0,9.094947017729282e-13,9388.25,14.98
OPT_BEAR_CALL_SPREAD_WEEKLY,91,2026-06-03,2026-06-09,6,65,23405.6,23242.1,2,42300,CE,23500.0,193.1,0.1,2321727,42308,CE,23700.0,108.6,0.1,1173521,5492.5,168.14,5324.36,0.02,6.870000000000001,0.019700000000000002,0.59,15.64,65.0,9.094947017729282e-13,8507.5,16.28
OPT_BEAR_CALL_SPREAD_WEEKLY,92,2026-06-10,2026-06-16,6,65,23214.95,23989.15,2,50570,CE,23300.0,139.75,687.25,2178515,50585,CE,23500.0,69.55,487.95,1803120,-8391.500000000002,273.47,-8664.970000000001,76.39,31.49,0.09,0.41000000000000003,20.09,65.0,0.0,9437.0,15.63
OPT_BEAR_CALL_SPREAD_WEEKLY,93,2026-06-17,2026-06-23,6,65,24085.7,23824.1,2,56382,CE,24200.0,96.35,0.2,1344369,56390,CE,24400.0,41.95,0.1,583033,3529.4999999999995,163.43,3366.0699999999997,0.02,3.16,0.009000000000000001,0.27,14.969999999999999,65.0,0.0,10464.000000000002,13.19
OPT_BEAR_CALL_SPREAD_WEEKLY,94,2026-06-24,2026-06-30,6,65,24021.65,23865.75,2,79732,CE,24100.0,114.45,0.35,2195250,79740,CE,24300.0,45.65,0.2,1215659,4462.25,164.06,4298.19,0.03,3.65,0.010499999999999999,0.31,15.059999999999999,65.0,9.094947017729282e-13,9528.0,13.39
OPT_BEAR_CALL_SPREAD_WEEKLY,95,2026-07-01,2026-07-07,6,65,24005.85,24398.7,2,44633,CE,24100.0,113.6,307.0,1861117,44645,CE,24300.0,46.15,110.05,1066875,-8417.5,202.35,-8619.85,27.11,13.120000000000001,0.037500000000000006,0.31,16.77,65.0,1.8189894035458565e-12,9615.75,13.24
OPT_BEAR_CALL_SPREAD_WEEKLY,96,2026-07-08,2026-07-14,6,65,23882.05,24052.05,2,51370,CE,24000.0,131.1,58.1,1024568,51379,CE,24200.0,66.3,0.25,2724034,451.75000000000017,170.45999999999998,281.2900000000002,3.8,5.81,0.0166,0.39,15.45,65.0,2.2737367544323206e-13,9788.0,14.68
OPT_BEAR_CALL_SPREAD_WEEKLY,97,2026-07-15,2026-07-21,6,65,24078.5,24187.7,2,57348,CE,24200.0,91.3,3.15,3014703,57356,CE,24400.0,38.2,0.15,1091992,3256.499999999999,163.44,3093.059999999999,0.21000000000000002,3.02,0.0086,0.25,14.95,65.0,9.094947017729282e-13,10548.5,13.27
OPT_BEAR_CALL_SPREAD_WEEKLY,98,2026-07-22,2026-07-28,6,65,23996.25,23985.35,2,63943,CE,24100.0,103.65,0.2,1746738,63951,CE,24300.0,46.4,0.1,911385,3714.7500000000005,163.76,3550.9900000000007,0.02,3.42,0.0098,0.29000000000000004,15.02,65.0,9.094947017729282e-13,10278.75,13.29
OPT_BEAR_CALL_SPREAD_WEEKLY,99,2026-07-29,2026-08-04,6,65,24250.2,24614.9,2,65852,CE,24350.0,78.65,172.25,775161,65867,CE,24550.0,24.9,36.3,452143,-5342.999999999999,181.56,-5524.5599999999995,13.559999999999999,7.1,0.0203,0.2,15.68,65.0,9.094947017729282e-13,10506.25,12.01
OPT_BEAR_CALL_SPREAD_WEEKLY,100,2026-08-05,2026-08-11,6,65,24624.65,24471.7,2,41020,CE,24700.0,98.35,0.3,2423582,41031,CE,24900.0,40.8,0.15,1002079,3731.0,163.45,3567.55,0.03,3.1700000000000004,0.0091,0.27,14.969999999999999,65.0,4.547473508864641e-13,10259.25,12.06
OPT_BEAR_CALL_SPREAD_WEEKLY,101,2026-08-12,2026-08-18,6,65,24435.95,24154.9,2,45112,CE,24550.0,76.25,0.15,794109,45132,CE,24750.0,25.6,0.1,485627,3288.9999999999995,162.35,3126.6499999999996,0.02,2.32,0.0067,0.2,14.809999999999999,65.0,4.547473508864641e-13,10707.75,11.69
OPT_BEAR_CALL_SPREAD_WEEKLY,102,2026-08-19,2026-08-25,6,65,24078.3,24334.55,2,61647,CE,24200.0,80.4,89.35,1743779,61720,CE,24400.0,29.0,0.55,756388,-2430.9999999999995,170.82999999999998,-2601.8299999999995,5.85,4.53,0.0129,0.22,15.22,65.0,4.547473508864641e-13,10659.0,11.32
OPT_BEAR_CALL_SPREAD_WEEKLY,103,2026-08-26,2026-09-01,6,65,24207.75,24055.8,2,46997,CE,24300.0,133.65,0.85,2248121,47005,CE,24500.0,47.05,0.3,1922348,5593.250000000001,164.72,5428.530000000001,0.08,4.140000000000001,0.0118,0.35,15.14,65.0,0.0,8371.0,10.57
OPT_BEAR_CALL_SPREAD_WEEKLY,104,2026-09-02,2026-09-08,6,65,23914.45,23635.1,2,42639,CE,24000.0,89.4,0.6,2832927,42647,CE,24200.0,31.5,0.25,1308169,3740.750000000001,162.97,3577.780000000001,0.06,2.7699999999999996,0.008,0.23,14.9,65.0,1.3642420526593924e-12,10236.5,11.59
OPT_BEAR_CALL_SPREAD_WEEKLY,105,2026-09-09,2026-09-15,6,65,23431.5,23118.6,2,47299,CE,23550.0,102.7,1.35,1987657,47307,CE,23750.0,37.1,0.45,959633,4205.500000000001,163.6,4041.900000000001,0.12,3.22,0.0092,0.27,14.98,65.0,1.3642420526593924e-12,9736.0,11.92
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,1,2024-09-18,2024-09-19,1,25,25377.55,25415.8,2,67957,PE,25400.0,116.5,1.85,5190675,67933,PE,25200.0,47.05,0.2,2602157,-1695.0000000000002,121.3,-1816.3000000000002,0.060000000000000005,1.45,0.0042,0.13,14.66,25.0,0.0,1736.25,13.37
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,2,2024-09-20,2024-09-26,6,25,25790.95,26216.05,2,56047,PE,25800.0,154.35,0.35,1708390,54713,PE,25600.0,86.2,0.25,3861081,-1701.25,122.09,-1823.34,0.02,2.1100000000000003,0.0060999999999999995,0.18,14.780000000000001,25.0,2.2737367544323206e-13,1703.7499999999998,12.79
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,3,2024-09-27,2024-10-03,6,25,26178.95,25250.1,2,58567,PE,26200.0,112.2,947.65,4150720,58559,PE,26000.0,50.85,746.3,2190265,3500.0,181.1,3318.9,42.35,16.25,0.0464,0.12,17.33,25.0,1.3642420526593924e-12,1533.75,11.96
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,4,2024-10-04,2024-10-10,6,25,25014.6,24998.45,2,47171,PE,25000.0,171.55,2.7,5082903,47151,PE,24800.0,103.4,0.15,1702110,-1640.0000000000005,122.53999999999999,-1762.5400000000004,0.07,2.43,0.007,0.21000000000000002,14.83,25.0,9.094947017729282e-13,1703.7500000000002,14.13
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,5,2024-10-11,2024-10-17,6,25,24964.25,24749.85,2,48271,PE,24950.0,137.65,198.3,1834308,48248,PE,24750.0,68.2,1.3,485549,3188.7500000000005,128.74,3060.01,4.99,3.55,0.0101,0.15000000000000002,15.04,25.0,0.0,1736.25,13.22
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,6,2024-10-18,2024-10-24,6,25,24854.05,24399.4,2,43928,PE,24850.0,118.0,449.4,991824,43836,PE,24650.0,58.15,248.45,1338562,3527.5,146.01,3381.49,17.44,7.640000000000001,0.021900000000000003,0.13,15.78,25.0,9.094947017729282e-13,1496.25,13.04
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,7,2024-10-25,2024-10-31,6,25,24180.8,24205.35,2,49011,PE,24200.0,156.05,1.6,2865176,48997,PE,24000.0,86.55,0.15,3184137,-1701.2500000000007,122.15,-1823.4000000000008,0.04,2.1399999999999997,0.0060999999999999995,0.18,14.79,25.0,1.1368683772161603e-12,1737.5000000000005,14.63
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,8,2024-11-01,2024-11-07,6,25,24304.35,24199.35,2,50389,PE,24300.0,215.5,100.0,407450,50380,PE,24100.0,135.35,0.15,86810,492.4999999999997,126.83,365.66999999999973,2.5,3.9499999999999997,0.011300000000000001,0.26,15.11,25.0,3.410605131648481e-13,2003.7500000000002,15.9
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,9,2024-11-08,2024-11-14,6,25,24148.2,23532.7,2,43925,PE,24150.0,145.25,630.9,1958342,43895,PE,23950.0,72.9,424.8,663705,3343.75,159.14,3184.61,26.39,11.14,0.0318,0.16,16.42,25.0,1.3642420526593924e-12,1808.7499999999998,14.47
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,10,2024-11-18,2024-11-21,3,25,23453.8,23349.9,2,43308,PE,23450.0,114.8,103.6,4332094,43284,PE,23250.0,45.65,0.3,1849543,853.75,124.85,728.9,2.5999999999999996,2.31,0.0066,0.12,14.809999999999999,25.0,0.0,1728.7500000000002,15.17
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,11,2024-11-22,2024-11-28,6,25,23907.25,23914.15,2,42940,PE,23900.0,205.95,7.3,943596,42930,PE,23700.0,130.6,0.35,1848835,-1709.9999999999995,123.42,-1833.4199999999996,0.19,3.02,0.0086,0.25,14.95,25.0,4.547473508864641e-13,1883.7499999999998,16.1
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,12,2024-11-29,2024-12-05,6,25,24131.1,24708.4,2,53009,PE,24150.0,137.35,1.35,1963940,52989,PE,23950.0,72.0,0.5,1585745,-1612.5,121.75999999999999,-1734.26,0.04,1.8399999999999999,0.0053,0.15000000000000002,14.73,25.0,2.2737367544323206e-13,1633.7499999999998,14.43
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,13,2024-12-06,2024-12-12,6,25,24677.8,24548.7,2,46126,PE,24700.0,181.8,150.75,4212844,46118,PE,24500.0,102.15,0.35,2379734,1768.75,127.91,1640.84,3.78,3.81,0.0109,0.22000000000000003,15.09,25.0,2.2737367544323206e-13,1991.2500000000002,14.14
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,14,2024-12-13,2024-12-19,6,25,24768.3,23951.7,2,47422,PE,24750.0,135.35,799.7,878318,47414,PE,24550.0,64.2,599.0,1405294,3238.750000000002,171.06,3067.690000000002,34.96,13.98,0.04,0.15000000000000002,16.93,25.0,3.183231456205249e-12,1778.7499999999998,13.05
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,15,2024-12-20,2024-12-26,6,25,23587.5,23750.2,2,41673,PE,23600.0,170.85,0.15,2344052,41651,PE,23400.0,94.95,0.1,1775448,-1896.2499999999995,122.35,-2018.5999999999995,0.0,2.33,0.006699999999999999,0.2,14.82,25.0,9.094947017729282e-13,1897.4999999999998,15.07
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,16,2024-12-27,2025-01-02,6,75,23813.4,24188.65,2,52524,PE,23800.0,110.3,0.35,1457454,52506,PE,23600.0,51.5,0.3,570466,-4406.25,174.86,-4581.11,0.05,4.26,0.012199999999999999,0.37,15.17,75.0,0.0,4410.0,13.24
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,17,2025-01-03,2025-01-09,6,75,24004.75,23526.5,2,48119,PE,24000.0,156.55,480.5,1999538,48107,PE,23800.0,76.15,280.45,1009945,8973.75,257.86,8715.89,57.07,26.08,0.07450000000000001,0.52,19.11,75.0,0.0,6030.0,13.54
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,18,2025-01-10,2025-01-16,6,75,23431.5,23311.8,2,52584,PE,23450.0,161.3,145.35,1381503,52560,PE,23250.0,87.15,0.15,788348,5328.749999999999,193.10000000000002,5135.649999999999,10.91,10.34,0.0295,0.56,16.26,75.0,9.094947017729282e-13,5561.25,14.92
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,19,2025-01-17,2025-01-23,6,75,23203.2,23205.35,2,54856,PE,23200.0,146.9,0.65,2430583,54777,PE,23000.0,78.4,0.15,1617396,-5100.0,176.99,-5276.99,0.060000000000000005,5.93,0.017,0.51,15.47,75.0,0.0,5137.5,15.75
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,20,2025-01-24,2025-01-30,6,25,23092.2,23249.5,2,43286,PE,23100.0,160.7,0.75,4096939,43264,PE,22900.0,85.95,0.2,2535332,-1854.9999999999998,122.16,-1977.1599999999999,0.03,2.16,0.006200000000000001,0.18,14.79,25.0,0.0,1868.7499999999995,16.75
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,21,2025-01-31,2025-02-06,6,75,23508.4,23603.35,2,44965,PE,23500.0,215.6,0.1,778687,44949,PE,23300.0,145.65,0.1,873247,-5246.249999999999,181.47,-5427.719999999999,0.02,9.49,0.0271,0.8200000000000001,16.11,75.0,0.0,5246.249999999999,16.25
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,22,2025-02-07,2025-02-13,6,75,23559.95,23031.4,2,51220,PE,23550.0,143.0,518.1,1272990,51210,PE,23350.0,69.05,317.65,681009,9487.500000000004,265.1,9222.400000000003,62.68,27.5,0.0786,0.48,19.36,75.0,1.8189894035458565e-12,5546.25,13.69
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,23,2025-02-14,2025-02-20,6,75,22929.25,22913.15,2,63525,PE,22950.0,159.5,37.85,949364,63439,PE,22750.0,85.1,0.15,1050200,-2752.5000000000014,181.57999999999998,-2934.0800000000013,2.8499999999999996,7.42,0.0212,0.55,15.74,75.0,4.547473508864641e-13,5580.0,15.02
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,24,2025-02-21,2025-02-27,6,75,22795.9,22545.05,2,55632,PE,22800.0,132.35,251.2,2506975,55624,PE,22600.0,61.05,50.25,1163375,9723.749999999998,207.82999999999998,9515.919999999998,22.61,12.99,0.0371,0.44,16.75,75.0,1.8189894035458565e-12,5347.5,14.53
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,25,2025-02-28,2025-03-06,6,75,22124.7,22544.7,2,68422,PE,22100.0,110.45,0.1,1734518,68414,PE,21900.0,52.2,0.1,1073848,-4368.750000000001,174.84,-4543.590000000001,0.02,4.27,0.012199999999999999,0.37,15.17,75.0,1.8189894035458565e-12,4368.75,13.91
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,26,2025-03-07,2025-03-13,6,75,22552.5,22397.2,2,45471,PE,22550.0,120.2,154.4,1945963,45461,PE,22350.0,56.3,0.2,918862,6772.5,191.67000000000002,6580.83,11.59,8.69,0.0248,0.4,15.969999999999999,75.0,0.0,4792.5,13.47
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,27,2025-03-17,2025-03-20,3,75,22508.75,23190.65,2,50187,PE,22500.0,98.6,0.15,3826211,50178,PE,22300.0,37.45,0.1,1912490,-4582.499999999999,173.95999999999998,-4756.459999999999,0.02,3.58,0.0102,0.3,15.05,75.0,9.094947017729282e-13,4586.249999999999,13.42
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,28,2025-03-21,2025-03-27,6,75,23350.4,23591.95,2,51121,PE,23350.0,115.6,0.3,1471165,48350,PE,23150.0,51.1,0.2,1119524,-4830.0,174.99,-5004.99,0.03,4.390000000000001,0.012499999999999999,0.37,15.190000000000001,75.0,0.0,4837.5,12.58
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,29,2025-03-28,2025-04-03,6,75,23519.35,23250.1,2,54713,PE,23500.0,99.75,249.1,3731049,54682,PE,23300.0,41.85,49.45,1412586,10631.25,205.78,10425.47,22.39,11.56,0.033,0.31,16.48,75.0,0.0,4342.5,12.72
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,30,2025-04-04,2025-04-09,5,75,22904.45,22399.15,2,43881,PE,22900.0,128.85,500.65,2758521,43869,PE,22700.0,54.7,300.8,1495898,9427.499999999995,260.51,9166.989999999994,60.11,25.85,0.0739,0.41,19.060000000000002,75.0,7.275957614183426e-12,5561.249999999999,13.76
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,31,2025-04-11,2025-04-17,6,75,22828.55,23851.65,2,48201,PE,22850.0,242.3,0.1,855997,48187,PE,22650.0,165.4,0.15,420159,-5771.250000000001,183.02,-5954.270000000001,0.02,10.71,0.030600000000000002,0.92,16.34,75.0,9.094947017729282e-13,5767.5,20.11
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,32,2025-04-21,2025-04-24,3,75,24125.55,24246.7,2,79607,PE,24150.0,132.15,0.4,1011890,79528,PE,23950.0,60.25,0.25,908643,-5381.25,175.89,-5557.14,0.05,5.07,0.0144,0.44,15.32,75.0,9.094947017729282e-13,5392.5,15.52
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,33,2025-04-25,2025-04-30,5,75,24039.35,24334.2,2,51981,PE,24050.0,168.85,0.2,1066082,51973,PE,23850.0,101.65,0.15,985797,-5036.25,178.44,-5214.69,0.02,7.11,0.0203,0.61,15.68,75.0,9.094947017729282e-13,5039.999999999999,17.16
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,34,2025-05-02,2025-05-08,6,75,24346.7,24273.8,2,38605,PE,24350.0,177.6,52.8,1507784,38597,PE,24150.0,107.75,1.15,648529,-1365.0000000000002,184.64,-1549.6400000000003,4.05,8.91,0.025500000000000002,0.64,16.009999999999998,75.0,9.094947017729282e-13,5238.75,18.26
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,35,2025-05-09,2025-05-15,6,75,24008.0,25062.1,2,46246,PE,24000.0,238.95,0.15,2670962,46231,PE,23800.0,172.85,0.15,1029976,-4957.5,183.15,-5140.65,0.02,10.82,0.030899999999999997,0.93,16.35,75.0,0.0,4957.5,21.63
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,36,2025-05-16,2025-05-22,6,75,25019.8,24609.7,2,49246,PE,25000.0,161.5,395.2,2982237,49225,PE,24800.0,91.8,195.75,1162010,9731.25,240.51,9490.74,44.32,22.16,0.0634,0.57,18.4,75.0,1.8189894035458565e-12,5227.5,16.55
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,37,2025-05-23,2025-05-29,6,75,24853.15,24833.6,2,61750,PE,24850.0,189.45,27.3,946092,61690,PE,24650.0,114.6,0.45,710422,-3599.999999999999,182.49,-3782.489999999999,2.0799999999999996,8.71,0.0249,0.69,15.98,75.0,9.094947017729282e-13,5613.75,17.28
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,38,2025-05-30,2025-06-05,6,75,24750.7,24750.9,2,40479,PE,24750.0,183.75,7.6,1175578,40470,PE,24550.0,104.0,0.15,480008,-5422.500000000001,179.79000000000002,-5602.290000000001,0.58,7.75,0.022199999999999998,0.64,15.8,75.0,0.0,5981.25,16.08
OPT_DEBIT_PUT_SPREAD_BREAKDOWN,39,2025-06-06,2025-06-12,6,75,25003.05,24888.2,2,44867,PE,25000.0,153.2,104.3,1437819,44857,PE,24800.0,82.2,0.3,1351097,2475.000000000001,188.32999999999998,2286.670000000001,7.84,8.93,0.025500000000000002,0.52,16.009999999999998,75.0,1.3642420526593924e-12,5324.999999999999,14.63
