sess,expiry,year,spot,settle,vix,type,buy_k,sell_k,buy_fill,sell_fill,debit_pts,lot,capital_req,gross_pts,gross,costs,net,is_win,cum_net,candidate_id,candidate_name,in_primary_5y
2024-11-04,2024-11-07,2024,23995.35,24199.35,15.9,BEAR_PUT,24000.0,23850.0,194.2,132.75,61.45,25,1536.25,-61.45,-1536.25,55.5,-1591.75,0,39421.82000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-11-12,2024-11-14,2024,23883.45,23532.7,14.27,BEAR_PUT,23900.0,23750.0,105.35,48.75,56.6,25,1415.0,93.4,2335.0,70.89,2264.11,1,41685.93000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-11-21,2024-11-28,2024,23349.9,23914.15,15.66,BEAR_PUT,23350.0,23200.0,192.85,132.9,59.95,25,1498.75,-59.95,-1498.75,55.48,-1554.23,0,40131.700000000004,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-12-02,2024-12-05,2024,24276.05,24708.4,14.43,BULL_CALL,24300.0,24450.0,157.7,85.55,72.15,25,1803.75,77.85,1946.25,75.67,1870.58,1,42002.280000000006,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-12-13,2024-12-19,2024,24768.3,23951.7,13.19,BULL_CALL,24750.0,24900.0,152.9,85.35,67.55,25,1688.75,-67.55,-1688.75,52.97,-1741.72,0,40260.560000000005,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-01-09,2025-01-16,2025,23526.5,23311.8,14.47,BEAR_PUT,23550.0,23400.0,160.2,104.1,56.1,75,4207.5,93.9,7042.5,103.89,6938.61,1,47199.170000000006,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-01-21,2025-01-23,2025,23024.65,23205.35,16.42,BEAR_PUT,23000.0,22850.0,89.7,46.1,43.6,75,3270.0,-43.6,-3270.0,56.88,-3326.88,0,43872.29000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-01-27,2025-01-30,2025,22829.15,23249.5,16.75,BEAR_PUT,22850.0,22700.0,155.05,93.35,61.7,25,1542.5,-61.7,-1542.5,53.32,-1595.82,0,42276.47000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-01-31,2025-02-06,2025,23508.4,23603.35,17.39,BULL_CALL,23500.0,23650.0,281.55,200.4,81.15,75,6086.25,22.2,1665.0,98.5,1566.5,1,43842.97000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-02-20,2025-02-27,2025,22913.15,22545.05,15.42,BEAR_PUT,22900.0,22750.0,143.3,88.5,54.8,75,4110.0,95.2,7140.0,122.54,7017.46,1,50860.43000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-03-18,2025-03-20,2025,22834.3,23190.65,13.42,BULL_CALL,22850.0,23000.0,91.1,28.55,62.55,75,4691.25,87.45,6558.75,110.34,6448.41,1,57308.84000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-04-04,2025-04-09,2025,22904.45,22399.15,13.6,BEAR_PUT,22900.0,22750.0,128.95,68.55,60.4,75,4530.0,89.6,6720.0,146.11,6573.89,1,63882.73000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-04-17,2025-04-24,2025,23851.65,24246.7,15.87,BULL_CALL,23850.0,24000.0,190.25,119.9,70.35,75,5276.25,79.65,5973.75,136.09,5837.66,1,69720.39000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-05-02,2025-05-08,2025,24346.7,24273.8,18.22,BULL_CALL,24350.0,24500.0,159.9,91.35,68.55,75,5141.25,-68.55,-5141.25,65.55,-5206.8,0,64513.59000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-05-09,2025-05-15,2025,24008.0,25062.1,21.01,BEAR_PUT,24000.0,23850.0,239.05,187.05,52.0,75,3900.0,-52.0,-3900.0,80.66,-3980.66,0,60532.93000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-05-15,2025-05-22,2025,25062.1,24609.7,17.23,BULL_CALL,25050.0,25200.0,194.0,124.35,69.65,75,5223.75,-69.65,-5223.75,71.08,-5294.83,0,55238.100000000006,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-06-03,2025-06-05,2025,24542.5,24750.9,17.16,BEAR_PUT,24550.0,24400.0,121.45,64.85,56.6,75,4245.0,-56.6,-4245.0,60.6,-4305.6,0,50932.50000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-06-06,2025-06-12,2025,25003.05,24888.2,15.08,BULL_CALL,25000.0,25150.0,182.5,111.7,70.8,75,5310.0,-70.8,-5310.0,69.03,-5379.03,0,45553.47000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-07-10,2025-07-17,2025,25355.25,25111.45,11.94,BEAR_PUT,25350.0,25200.0,122.15,68.55,53.6,75,4020.0,96.4,7230.0,97.94,7132.06,1,52685.530000000006,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-07-18,2025-07-24,2025,24968.4,25062.1,11.24,BEAR_PUT,24950.0,24800.0,96.3,51.3,45.0,75,3375.0,-45.0,-3375.0,57.81,-3432.81,0,49252.72000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-07-25,2025-07-31,2025,24837.0,24768.35,10.72,BEAR_PUT,24850.0,24700.0,119.4,61.4,58.0,75,4350.0,23.65,1773.75,71.36,1702.39,1,50955.11000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-08-01,2025-08-07,2025,24565.35,24596.15,11.54,BEAR_PUT,24550.0,24400.0,138.9,83.85,55.05,75,4128.75,-55.05,-4128.75,63.68,-4192.43,0,46762.68000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-08-08,2025-08-14,2025,24363.3,24631.3,11.69,BEAR_PUT,24350.0,24200.0,106.7,58.85,47.85,75,3588.75,-47.85,-3588.75,59.19,-3647.94,0,43114.740000000005,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-08-18,2025-08-21,2025,24876.95,25083.75,12.36,BULL_CALL,24900.0,25050.0,128.75,61.25,67.5,75,5062.5,82.5,6187.5,87.38,6100.12,1,49214.86000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-08-29,2025-09-02,2025,24426.85,24579.6,12.18,BEAR_PUT,24450.0,24300.0,79.85,32.15,47.7,75,3577.5,-47.7,-3577.5,54.76,-3632.26,0,45582.600000000006,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-09-10,2025-09-16,2025,24973.1,25239.1,10.69,BULL_CALL,24950.0,25100.0,146.9,71.75,75.15,75,5636.25,74.85,5613.75,108.7,5505.05,1,51087.65000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-09-16,2025-09-23,2025,25239.1,25169.5,10.4,BULL_CALL,25250.0,25400.0,149.05,76.85,72.2,75,5415.0,-72.2,-5415.0,63.32,-5478.32,0,45609.33000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-09-25,2025-09-30,2025,24890.85,24611.1,10.52,BEAR_PUT,24900.0,24750.0,66.95,28.45,38.5,75,2887.5,111.5,8362.5,99.77,8262.73,1,53872.06000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-10-09,2025-10-14,2025,25181.8,25145.5,10.31,BULL_CALL,25200.0,25350.0,91.15,31.8,59.35,75,4451.25,-59.35,-4451.25,55.24,-4506.49,0,49365.570000000014,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-10-15,2025-10-20,2025,25323.55,25843.15,11.16,BULL_CALL,25300.0,25450.0,153.7,69.45,84.25,75,6318.75,65.75,4931.25,155.08,4776.17,1,54141.74000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-10-29,2025-11-04,2025,26053.9,25597.65,11.95,BULL_CALL,26050.0,26200.0,189.9,111.75,78.15,75,5861.25,-78.15,-5861.25,69.38,-5930.63,0,48211.110000000015,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-11-04,2025-11-11,2025,25597.65,25694.95,12.67,BEAR_PUT,25600.0,25450.0,125.9,71.25,54.65,75,4098.75,-54.65,-4098.75,61.57,-4160.32,0,44050.790000000015,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-11-14,2025-11-18,2025,25910.05,25910.05,12.16,BULL_CALL,25900.0,26050.0,112.05,53.6,58.45,75,4383.75,-48.4,-3630.0,60.2,-3690.2,0,40360.59000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-11-19,2025-11-25,2025,26052.65,25884.8,12.1,BULL_CALL,26050.0,26200.0,154.55,85.5,69.05,75,5178.75,-69.05,-5178.75,64.6,-5243.35,0,35117.24000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-11-26,2025-12-02,2025,26205.3,26032.2,12.24,BULL_CALL,26200.0,26350.0,146.5,75.6,70.9,75,5317.5,-70.9,-5317.5,63.05,-5380.55,0,29736.69000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2025-12-09,2025-12-16,2025,25839.65,25860.1,11.13,BEAR_PUT,25850.0,25700.0,118.55,63.55,55.0,75,4125.0,-55.0,-4125.0,60.31,-4185.31,0,25551.38000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2026-01-02,2026-01-06,2026,26328.55,26178.7,9.19,BULL_CALL,26350.0,26500.0,54.9,12.55,42.35,65,2752.75,-42.35,-2752.75,50.71,-2803.46,0,22747.92000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2026-01-08,2026-01-13,2026,25876.85,25732.3,9.95,BEAR_PUT,25900.0,25750.0,86.7,36.95,49.75,65,3233.75,100.25,6516.25,75.27,6440.98,1,29188.90000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2026-01-14,2026-01-20,2026,25665.6,25232.5,11.2,BEAR_PUT,25650.0,25500.0,107.85,56.5,51.35,65,3337.75,98.65,6412.25,117.64,6294.61,1,35483.51000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2026-02-03,2026-02-10,2026,25727.55,25935.15,13.87,BULL_CALL,25750.0,25900.0,194.45,128.5,65.95,65,4286.75,84.05,5463.25,91.85,5371.4,1,40854.91000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2026-02-19,2026-02-24,2026,25454.35,25424.65,12.22,BEAR_PUT,25450.0,25300.0,138.55,85.75,52.8,65,3432.0,-27.45,-1784.25,64.7,-1848.95,0,39005.96000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2026-02-24,2026-03-02,2026,25424.65,24865.7,14.17,BEAR_PUT,25400.0,25250.0,149.6,97.85,51.75,65,3363.75,98.25,6386.25,142.07,6244.18,1,45250.14000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2026-03-06,2026-03-10,2026,24450.45,24261.6,17.86,BEAR_PUT,24450.0,24300.0,228.45,170.4,58.05,65,3773.25,91.95,5976.75,98.07,5878.68,1,51128.82000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2026-03-11,2026-03-17,2026,23866.85,23581.15,18.91,BEAR_PUT,23850.0,23700.0,275.65,217.3,58.35,65,3792.75,91.65,5957.25,117.55,5839.7,1,56968.52000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2026-03-19,2026-03-24,2026,23002.15,22912.4,18.72,BEAR_PUT,23000.0,22850.0,254.2,199.6,54.6,65,3549.0,33.0,2145.0,88.59,2056.41,1,59024.93000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2026-04-15,2026-04-21,2026,24231.3,24576.6,20.5,BULL_CALL,24250.0,24400.0,210.25,137.85,72.4,65,4706.0,77.6,5044.0,115.82,4928.18,1,63953.11000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2026-05-29,2026-06-02,2026,23547.75,23483.55,14.98,BEAR_PUT,23550.0,23400.0,76.3,39.0,37.3,65,2424.5,29.15,1894.75,62.27,1832.48,1,65785.59000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2026-06-05,2026-06-09,2026,23366.7,23242.1,15.89,BEAR_PUT,23350.0,23200.0,107.1,54.65,52.45,65,3409.25,55.45,3604.25,70.09,3534.16,1,69319.75000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2026-06-12,2026-06-16,2026,23622.9,23989.15,15.61,BULL_CALL,23600.0,23750.0,166.6,95.05,71.55,65,4650.75,78.45,5099.25,119.52,4979.73,1,74299.48000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2026-07-02,2026-07-07,2026,24175.7,24398.7,13.24,BULL_CALL,24200.0,24350.0,108.25,45.75,62.5,65,4062.5,87.5,5687.5,81.95,5605.55,1,79905.03000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2026-07-23,2026-07-28,2026,23869.6,23985.35,13.29,BEAR_PUT,23850.0,23700.0,116.05,61.25,54.8,65,3562.0,-54.8,-3562.0,58.22,-3620.22,0,76284.81000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2026-07-31,2026-08-04,2026,24383.6,24614.9,12.16,BULL_CALL,24400.0,24550.0,77.85,23.95,53.9,65,3503.5,96.1,6246.5,81.03,6165.47,1,82450.28000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2026-08-14,2026-08-18,2026,24366.0,24154.9,11.42,BEAR_PUT,24350.0,24200.0,51.65,17.7,33.95,65,2206.75,116.05,7543.25,76.2,7467.05,1,89917.33000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2026-09-01,2026-09-08,2026,24055.8,23635.1,11.19,BEAR_PUT,24050.0,23900.0,154.4,86.3,68.1,65,4426.5,81.9,5323.5,122.19,5201.31,1,95118.64000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
