sess,expiry,year,spot,settle,vix,type,buy_k,sell_k,buy_fill,sell_fill,debit_pts,lot,capital_req,gross_pts,gross,costs,net,is_win,cum_net,candidate_id,candidate_name,in_primary_5y
2020-12-14,2020-12-17,2020,13558.15,13740.7,18.79,BULL_CALL,13550.0,13700.0,96.05,35.2,60.85,75,4563.75,89.15,6686.25,83.02,6603.23,1,-414.8600000000024,Candidate C,10D Breakout Squeeze Debit Spread (W150),0
2020-12-21,2020-12-24,2020,13328.4,13749.25,18.62,BEAR_PUT,13350.0,13200.0,144.15,89.45,54.7,75,4102.5,-54.7,-4102.5,62.07,-4164.57,0,-4579.430000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),0
2020-12-28,2020-12-31,2020,13873.2,13981.75,19.97,BULL_CALL,13850.0,14000.0,112.25,40.8,71.45,75,5358.75,60.3,4522.5,74.34,4448.16,1,-131.27000000000226,Candidate C,10D Breakout Squeeze Debit Spread (W150),0
2021-01-01,2021-01-07,2021,14018.5,14137.35,21.1,BULL_CALL,14000.0,14150.0,123.65,51.75,71.9,75,5392.5,65.45,4908.75,76.65,4832.1,1,4700.829999999998,Candidate C,10D Breakout Squeeze Debit Spread (W150),0
2021-01-08,2021-01-14,2021,14347.25,14595.6,20.62,BULL_CALL,14350.0,14500.0,104.45,40.4,64.05,75,4803.75,85.95,6446.25,93.9,6352.35,1,11053.179999999998,Candidate C,10D Breakout Squeeze Debit Spread (W150),0
2021-01-25,2021-01-28,2021,14238.9,13817.55,22.42,BEAR_PUT,14250.0,14100.0,97.5,46.8,50.7,75,3802.5,99.3,7447.5,128.25,7319.25,1,18372.43,Candidate C,10D Breakout Squeeze Debit Spread (W150),0
2021-02-02,2021-02-04,2021,14647.85,14895.65,23.32,BULL_CALL,14650.0,14800.0,103.6,45.6,58.0,75,4350.0,92.0,6900.0,94.35,6805.65,1,25178.08,Candidate C,10D Breakout Squeeze Debit Spread (W150),0
2021-02-11,2021-02-18,2021,15173.3,15118.95,23.95,BULL_CALL,15150.0,15300.0,160.4,87.0,73.4,75,5505.0,-73.4,-5505.0,62.61,-5567.61,0,19610.47,Candidate C,10D Breakout Squeeze Debit Spread (W150),0
2021-02-22,2021-02-25,2021,14675.7,15097.35,22.25,BEAR_PUT,14700.0,14550.0,131.85,75.05,56.8,75,4260.0,-56.8,-4260.0,60.19,-4320.19,0,15290.280000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),0
2021-02-26,2021-03-04,2021,14529.15,15080.75,22.89,BEAR_PUT,14550.0,14400.0,203.25,140.9,62.35,75,4676.25,-62.35,-4676.25,69.52,-4745.77,0,10544.510000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),0
2021-04-08,2021-04-15,2021,14873.8,14581.45,20.25,BULL_CALL,14850.0,15000.0,175.8,96.8,79.0,75,5925.0,-79.0,-5925.0,64.22,-5989.22,0,4555.290000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),0
2021-05-10,2021-05-12,2021,14942.35,14696.5,20.82,BULL_CALL,14950.0,15100.0,88.4,27.0,61.4,75,4605.0,-61.4,-4605.0,53.78,-4658.78,0,-103.48999999999796,Candidate C,10D Breakout Squeeze Debit Spread (W150),0
2021-05-18,2021-05-20,2021,15108.1,14906.05,19.61,BULL_CALL,15100.0,15250.0,91.8,28.95,62.85,75,4713.75,-62.85,-4713.75,54.12,-4767.87,0,-4871.359999999998,Candidate C,10D Breakout Squeeze Debit Spread (W150),0
2021-05-21,2021-05-27,2021,15175.3,15337.85,19.65,BULL_CALL,15200.0,15350.0,119.2,53.55,65.65,75,4923.75,72.2,5415.0,76.67,5338.33,1,466.9700000000021,Candidate C,10D Breakout Squeeze Debit Spread (W150),0
2021-06-03,2021-06-10,2021,15690.35,15737.75,17.21,BULL_CALL,15700.0,15850.0,105.6,45.55,60.05,75,4503.75,-22.3,-1672.5,61.49,-1733.99,0,-1267.019999999998,Candidate C,10D Breakout Squeeze Debit Spread (W150),0
2021-06-11,2021-06-17,2021,15799.35,15691.4,15.0,BULL_CALL,15800.0,15950.0,90.8,29.1,61.7,75,4627.5,-61.7,-4627.5,54.08,-4681.58,0,-5948.599999999998,Candidate C,10D Breakout Squeeze Debit Spread (W150),0
2021-07-01,2021-07-08,2021,15680.0,15727.9,13.05,BEAR_PUT,15700.0,15550.0,97.7,40.35,57.35,50,2867.5,-57.35,-2867.5,52.69,-2920.19,0,-8868.789999999997,Candidate C,10D Breakout Squeeze Debit Spread (W150),0
2021-07-15,2021-07-22,2021,15924.2,15824.05,12.59,BULL_CALL,15900.0,16050.0,105.55,37.35,68.2,50,3410.0,-68.2,-3410.0,52.75,-3462.75,0,-12331.539999999997,Candidate C,10D Breakout Squeeze Debit Spread (W150),0
2021-08-03,2021-08-05,2021,16130.75,16294.6,12.81,BULL_CALL,16150.0,16300.0,50.9,10.4,40.5,50,2025.0,104.1,5205.0,62.73,5142.27,1,-7189.269999999997,Candidate C,10D Breakout Squeeze Debit Spread (W150),0
2021-08-12,2021-08-18,2021,16364.4,16568.85,12.71,BULL_CALL,16350.0,16500.0,86.15,28.7,57.45,50,2872.5,92.55,4627.5,73.8,4553.7,1,-2635.569999999997,Candidate C,10D Breakout Squeeze Debit Spread (W150),0
2021-08-24,2021-08-26,2021,16624.6,16636.9,13.69,BULL_CALL,16600.0,16750.0,68.95,10.55,58.4,50,2920.0,-21.5,-1075.0,53.38,-1128.38,0,-3763.949999999997,Candidate C,10D Breakout Squeeze Debit Spread (W150),0
2021-09-02,2021-09-09,2021,17234.15,17369.25,14.19,BULL_CALL,17250.0,17400.0,104.15,48.05,56.1,50,2805.0,63.15,3157.5,64.33,3093.17,1,-670.779999999997,Candidate C,10D Breakout Squeeze Debit Spread (W150),0
2021-09-14,2021-09-16,2021,17380.0,17629.5,14.03,BULL_CALL,17400.0,17550.0,52.05,7.95,44.1,50,2205.0,105.9,5295.0,72.78,5222.22,1,4551.440000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),0
2021-09-23,2021-09-30,2021,17822.95,17618.15,16.49,BULL_CALL,17800.0,17950.0,153.8,85.1,68.7,50,3435.0,-68.7,-3435.0,57.15,-3492.15,0,1059.2900000000031,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2021-10-08,2021-10-14,2021,17895.2,18338.55,16.16,BULL_CALL,17900.0,18050.0,109.2,45.9,63.3,50,3165.0,86.7,4335.0,102.28,4232.72,1,5292.010000000004,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2021-10-28,2021-11-03,2021,17857.25,17829.2,16.83,BEAR_PUT,17850.0,17700.0,137.55,83.45,54.1,50,2705.0,-33.3,-1665.0,58.46,-1723.46,0,3568.550000000004,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2021-11-12,2021-11-18,2021,18102.75,17764.8,16.35,BULL_CALL,18100.0,18250.0,122.15,53.0,69.15,50,3457.5,-69.15,-3457.5,54.22,-3511.72,0,56.83000000000402,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2021-11-18,2021-11-25,2021,17764.8,17536.25,14.98,BEAR_PUT,17750.0,17600.0,104.0,52.3,51.7,50,2585.0,98.3,4915.0,75.17,4839.83,1,4896.6600000000035,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2021-11-26,2021-12-02,2021,17026.45,17401.65,16.66,BEAR_PUT,17050.0,16900.0,168.75,114.35,54.4,50,2720.0,-54.4,-2720.0,59.39,-2779.39,0,2117.2700000000036,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2021-12-06,2021-12-09,2021,16912.25,17516.85,18.46,BEAR_PUT,16900.0,16750.0,116.25,63.9,52.35,50,2617.5,-52.35,-2617.5,54.7,-2672.2,0,-554.9299999999962,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2021-12-20,2021-12-23,2021,16614.2,17072.6,16.34,BEAR_PUT,16600.0,16450.0,125.9,78.3,47.6,50,2380.0,-47.6,-2380.0,55.87,-2435.87,0,-2990.799999999996,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2021-12-31,2022-01-06,2021,17354.05,17745.9,16.57,BULL_CALL,17350.0,17500.0,129.8,59.75,70.05,50,3502.5,79.95,3997.5,98.58,3898.92,1,908.120000000004,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-01-10,2022-01-13,2022,18003.3,18257.8,17.6,BULL_CALL,18000.0,18150.0,117.6,52.85,64.75,50,3237.5,85.25,4262.5,80.99,4181.51,1,5089.630000000005,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-01-17,2022-01-20,2022,18308.1,17757.0,16.56,BULL_CALL,18300.0,18450.0,113.7,47.35,66.35,50,3317.5,-66.35,-3317.5,53.61,-3371.11,0,1718.5200000000045,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-01-21,2022-01-27,2022,17617.15,17110.15,17.79,BEAR_PUT,17600.0,17450.0,137.1,83.5,53.6,50,2680.0,96.4,4820.0,111.68,4708.32,1,6426.840000000004,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-01-27,2022-02-03,2022,17110.15,17560.2,21.36,BEAR_PUT,17100.0,16950.0,243.95,182.4,61.55,50,3077.5,-61.55,-3077.5,65.87,-3143.37,0,3283.470000000004,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-02-14,2022-02-17,2022,16842.8,17304.6,18.68,BEAR_PUT,16850.0,16700.0,176.8,120.3,56.5,50,2825.0,-56.5,-2825.0,60.01,-2885.01,0,398.4600000000037,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-03-29,2022-03-31,2022,17325.3,17464.75,22.61,BULL_CALL,17350.0,17500.0,98.45,37.3,61.15,50,3057.5,53.6,2680.0,63.09,2616.91,1,3015.3700000000035,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-04-01,2022-04-07,2022,17670.45,17639.55,20.56,BULL_CALL,17650.0,17800.0,147.3,76.7,70.6,50,3530.0,-70.6,-3530.0,56.44,-3586.44,0,-571.0699999999965,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-04-18,2022-04-21,2022,17173.65,17392.6,17.79,BEAR_PUT,17150.0,17000.0,107.8,57.2,50.6,50,2530.0,-50.6,-2530.0,54.03,-2584.03,0,-3155.0999999999967,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-04-25,2022-04-28,2022,16953.95,17245.05,18.35,BEAR_PUT,16950.0,16800.0,138.1,81.15,56.95,50,2847.5,-56.95,-2847.5,56.42,-2903.92,0,-6059.019999999997,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-05-06,2022-05-12,2022,16411.25,15808.0,20.29,BEAR_PUT,16400.0,16250.0,174.9,118.1,56.8,50,2840.0,93.2,4660.0,127.38,4532.62,1,-1526.399999999997,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-05-27,2022-06-02,2022,16352.45,16628.0,22.72,BULL_CALL,16350.0,16500.0,153.2,85.7,67.5,50,3375.0,82.5,4125.0,86.55,4038.45,1,2512.050000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-06-10,2022-06-16,2022,16201.8,15360.6,19.14,BEAR_PUT,16200.0,16050.0,144.75,86.4,58.35,50,2917.5,91.65,4582.5,154.6,4427.9,1,6939.950000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-06-27,2022-06-30,2022,15832.05,15780.25,20.55,BULL_CALL,15850.0,16000.0,117.7,57.45,60.25,50,3012.5,-60.25,-3012.5,54.35,-3066.85,0,3873.1000000000026,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-07-18,2022-07-21,2022,16278.5,16605.25,17.6,BULL_CALL,16300.0,16450.0,87.55,30.8,56.75,50,2837.5,93.25,4662.5,84.48,4578.02,1,8451.120000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-07-28,2022-08-04,2022,16929.6,17382.0,18.13,BULL_CALL,16950.0,17100.0,133.0,71.05,61.95,50,3097.5,88.05,4402.5,103.76,4298.74,1,12749.860000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-08-05,2022-08-11,2022,17397.5,17659.0,19.26,BULL_CALL,17400.0,17550.0,138.7,71.8,66.9,50,3345.0,83.1,4155.0,82.94,4072.06,1,16821.920000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-08-29,2022-09-01,2022,17312.9,17542.8,18.22,BEAR_PUT,17300.0,17150.0,113.95,60.75,53.2,50,2660.0,-53.2,-2660.0,54.43,-2714.43,0,14107.490000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-09-08,2022-09-15,2022,17798.75,17877.4,19.37,BULL_CALL,17800.0,17950.0,157.85,89.6,68.25,50,3412.5,9.15,457.5,64.68,392.82,1,14500.310000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-09-16,2022-09-22,2022,17530.85,17629.8,18.39,BEAR_PUT,17550.0,17400.0,164.85,102.05,62.8,50,3140.0,-62.8,-3140.0,58.53,-3198.53,0,11301.78,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-09-23,2022-09-29,2022,17327.35,16818.1,18.82,BEAR_PUT,17350.0,17200.0,187.25,122.75,64.5,50,3225.0,85.5,4275.0,120.73,4154.27,1,15456.050000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-10-18,2022-10-20,2022,17486.95,17563.95,18.42,BULL_CALL,17500.0,17650.0,85.55,26.7,58.85,50,2942.5,5.1,255.0,57.37,197.63,1,15653.68,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-10-27,2022-11-03,2022,17736.95,18052.7,16.88,BULL_CALL,17750.0,17900.0,139.95,73.45,66.5,50,3325.0,83.5,4175.0,88.39,4086.61,1,19740.29,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-11-07,2022-11-10,2022,18202.8,18028.2,15.66,BULL_CALL,18200.0,18350.0,91.05,30.35,60.7,50,3035.0,-60.7,-3035.0,51.87,-3086.87,0,16653.420000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-11-11,2022-11-17,2022,18349.7,18343.9,15.57,BULL_CALL,18350.0,18500.0,121.2,52.6,68.6,50,3430.0,-68.6,-3430.0,54.16,-3484.16,0,13169.260000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-11-24,2022-12-01,2022,18484.1,18812.5,14.04,BULL_CALL,18500.0,18650.0,111.45,43.7,67.75,50,3387.5,82.25,4112.5,86.89,4025.61,1,17194.870000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-12-09,2022-12-15,2022,18496.6,18414.9,13.4,BEAR_PUT,18500.0,18350.0,87.6,37.15,50.45,50,2522.5,34.65,1732.5,60.01,1672.49,1,18867.360000000004,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2022-12-15,2022-12-22,2022,18414.9,18127.35,12.89,BEAR_PUT,18400.0,18250.0,101.7,50.15,51.55,50,2577.5,98.45,4922.5,82.13,4840.37,1,23707.730000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2023-01-12,2023-01-19,2023,17858.2,18107.85,15.44,BEAR_PUT,17850.0,17700.0,123.95,69.15,54.8,50,2740.0,-54.8,-2740.0,55.25,-2795.25,0,20912.480000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2023-01-27,2023-02-02,2023,17604.35,17610.4,14.66,BEAR_PUT,17600.0,17450.0,169.5,111.85,57.65,50,2882.5,-57.65,-2882.5,59.27,-2941.77,0,17970.710000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2023-02-09,2023-02-16,2023,17893.45,18035.85,13.6,BULL_CALL,17900.0,18050.0,121.95,55.1,66.85,50,3342.5,69.0,3450.0,66.84,3383.16,1,21353.870000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2023-03-13,2023-03-16,2023,17154.3,16985.6,13.41,BEAR_PUT,17150.0,17000.0,108.6,56.75,51.85,50,2592.5,98.15,4907.5,69.58,4837.92,1,26191.79,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2023-03-24,2023-03-29,2023,16945.05,17080.7,14.49,BEAR_PUT,16950.0,16800.0,106.45,55.5,50.95,50,2547.5,-50.95,-2547.5,53.88,-2601.38,0,23590.41,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2023-03-31,2023-04-06,2023,17359.75,17599.15,13.63,BULL_CALL,17350.0,17500.0,105.2,38.7,66.5,50,3325.0,83.5,4175.0,78.69,4096.31,1,27686.72,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2023-04-27,2023-05-04,2023,17915.05,18255.8,11.65,BULL_CALL,17900.0,18050.0,105.4,37.1,68.3,50,3415.0,81.7,4085.0,91.57,3993.43,1,31680.15,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2023-05-04,2023-05-11,2023,18255.8,18297.0,11.84,BULL_CALL,18250.0,18400.0,96.7,36.45,60.25,50,3012.5,-13.25,-662.5,56.75,-719.25,0,30960.9,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2023-05-15,2023-05-18,2023,18398.85,18129.95,12.85,BULL_CALL,18400.0,18550.0,75.05,18.1,56.95,50,2847.5,-56.95,-2847.5,50.63,-2898.13,0,28062.77,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2023-05-26,2023-06-01,2023,18499.35,18487.75,12.52,BULL_CALL,18500.0,18650.0,90.65,28.45,62.2,50,3110.0,-62.2,-3110.0,51.75,-3161.75,0,24901.02,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2023-06-16,2023-06-22,2023,18826.0,18771.25,11.08,BULL_CALL,18850.0,19000.0,85.0,24.45,60.55,50,3027.5,-60.55,-3027.5,51.33,-3078.83,0,21822.190000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2023-07-14,2023-07-20,2023,19564.5,19979.15,10.94,BULL_CALL,19550.0,19700.0,91.1,30.45,60.65,50,3032.5,89.35,4467.5,99.64,4367.86,1,26190.050000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2023-08-17,2023-08-24,2023,19365.25,19386.7,12.13,BEAR_PUT,19350.0,19200.0,86.4,37.75,48.65,50,2432.5,-48.65,-2432.5,52.18,-2484.68,0,23705.370000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2023-08-25,2023-08-31,2023,19265.8,19253.8,11.7,BEAR_PUT,19250.0,19100.0,89.85,39.15,50.7,50,2535.0,-50.7,-2535.0,52.37,-2587.37,0,21118.000000000004,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2023-08-31,2023-09-07,2023,19253.8,19727.05,11.8,BEAR_PUT,19250.0,19100.0,63.55,30.3,33.25,50,1662.5,-33.25,-1662.5,51.02,-1713.52,0,19404.480000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2023-09-22,2023-09-28,2023,19674.25,19523.55,10.82,BEAR_PUT,19650.0,19500.0,66.7,27.6,39.1,50,1955.0,87.35,4367.5,62.59,4304.91,1,23709.390000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2023-09-28,2023-10-05,2023,19523.55,19545.75,11.59,BEAR_PUT,19500.0,19350.0,84.0,43.45,40.55,50,2027.5,-40.55,-2027.5,52.45,-2079.95,0,21629.440000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2023-10-17,2023-10-19,2023,19811.5,19624.7,11.07,BULL_CALL,19800.0,19950.0,73.65,16.9,56.75,50,2837.5,-56.75,-2837.5,50.52,-2888.02,0,18741.420000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2023-10-23,2023-10-26,2023,19281.75,18857.25,10.82,BEAR_PUT,19300.0,19150.0,101.4,40.7,60.7,50,3035.0,89.3,4465.0,102.24,4362.76,1,23104.18,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2023-11-13,2023-11-16,2023,19443.55,19765.2,11.11,BULL_CALL,19450.0,19600.0,64.9,14.55,50.35,50,2517.5,99.65,4982.5,84.0,4898.5,1,28002.68,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2023-11-21,2023-11-23,2023,19783.4,19802.0,12.15,BULL_CALL,19800.0,19950.0,65.1,16.15,48.95,50,2447.5,-46.95,-2347.5,50.39,-2397.89,0,25604.79,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2023-11-28,2023-11-30,2023,19889.7,20133.15,11.33,BULL_CALL,19900.0,20050.0,80.35,16.05,64.3,50,3215.0,85.7,4285.0,74.59,4210.41,1,29815.2,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2023-12-08,2023-12-14,2023,20969.4,21182.7,12.67,BULL_CALL,20950.0,21100.0,138.0,67.75,70.25,50,3512.5,79.75,3987.5,79.47,3908.03,1,33723.23,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2023-12-14,2023-12-21,2023,21182.7,21255.05,12.07,BULL_CALL,21200.0,21350.0,162.2,86.7,75.5,50,3775.0,-20.45,-1022.5,62.58,-1085.08,0,32638.15,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-01-12,2024-01-18,2024,21894.55,21462.25,12.77,BULL_CALL,21900.0,22050.0,144.25,72.75,71.5,50,3575.0,-71.5,-3575.0,56.1,-3631.1,0,29007.050000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-01-18,2024-01-25,2024,21462.25,21352.6,15.08,BEAR_PUT,21450.0,21300.0,130.15,78.1,52.05,50,2602.5,45.35,2267.5,64.96,2202.54,1,31209.590000000004,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-02-02,2024-02-08,2024,21853.8,21717.95,14.46,BULL_CALL,21850.0,22000.0,173.5,101.7,71.8,50,3590.0,-71.8,-3590.0,58.77,-3648.77,0,27560.820000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-02-16,2024-02-22,2024,22040.7,22217.45,15.23,BULL_CALL,22050.0,22200.0,154.9,85.7,69.2,50,3460.0,80.8,4040.0,73.15,3966.85,1,31527.670000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-02-22,2024-02-29,2024,22217.45,21982.8,15.93,BULL_CALL,22200.0,22350.0,187.3,113.05,74.25,50,3712.5,-74.25,-3712.5,59.89,-3772.39,0,27755.280000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-03-01,2024-03-07,2024,22338.75,22493.55,15.57,BULL_CALL,22350.0,22500.0,161.65,88.85,72.8,50,3640.0,70.75,3537.5,70.84,3466.66,1,31221.940000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-03-19,2024-03-21,2024,21817.45,22011.95,13.9,BEAR_PUT,21800.0,21650.0,91.7,39.45,52.25,50,2612.5,-52.25,-2612.5,52.45,-2664.95,0,28556.99,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-03-28,2024-04-04,2024,22326.9,22514.65,12.7,BULL_CALL,22350.0,22500.0,153.7,82.8,70.9,50,3545.0,79.1,3955.0,72.6,3882.4,1,32439.390000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-04-04,2024-04-10,2024,22514.65,22753.8,11.37,BULL_CALL,22500.0,22650.0,154.5,80.75,73.75,50,3687.5,76.25,3812.5,83.34,3729.16,1,36168.55,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-04-10,2024-04-18,2024,22753.8,21995.85,11.36,BULL_CALL,22750.0,22900.0,141.45,71.6,69.85,50,3492.5,-69.85,-3492.5,55.95,-3548.45,0,32620.100000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-04-29,2024-05-02,2024,22643.4,22648.2,10.93,BULL_CALL,22650.0,22800.0,111.1,39.05,72.05,25,1801.25,-72.05,-1801.25,50.11,-1851.36,0,30768.74,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-05-02,2024-05-09,2024,22648.2,21957.5,12.87,BULL_CALL,22650.0,22800.0,182.1,101.2,80.9,25,2022.5,-80.9,-2022.5,53.1,-2075.6,0,28693.140000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-05-09,2024-05-16,2024,21957.5,22403.85,17.08,BEAR_PUT,21950.0,21800.0,141.2,89.95,51.25,25,1281.25,-51.25,-1281.25,52.13,-1333.38,0,27359.760000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-05-21,2024-05-23,2024,22529.05,22967.65,19.8,BULL_CALL,22550.0,22700.0,94.55,35.35,59.2,25,1480.0,90.8,2270.0,72.92,2197.08,1,29556.840000000004,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-06-04,2024-06-06,2024,21884.5,22821.4,20.94,BEAR_PUT,21900.0,21750.0,347.95,294.65,53.3,25,1332.5,-53.3,-1332.5,61.56,-1394.06,0,28162.780000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-06-07,2024-06-13,2024,23290.15,23398.9,16.8,BULL_CALL,23300.0,23450.0,209.7,136.6,73.1,25,1827.5,25.8,645.0,59.16,585.84,1,28748.620000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-06-20,2024-06-27,2024,23567.0,24044.5,13.71,BULL_CALL,23550.0,23700.0,160.3,86.7,73.6,25,1840.0,76.4,1910.0,80.18,1829.82,1,30578.440000000002,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-07-01,2024-07-04,2024,24141.95,24302.15,13.8,BULL_CALL,24150.0,24300.0,123.55,57.25,66.3,25,1657.5,83.7,2092.5,57.89,2034.61,1,32613.050000000003,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-07-09,2024-07-11,2024,24433.2,24315.95,13.6,BULL_CALL,24450.0,24600.0,82.35,24.25,58.1,25,1452.5,-58.1,-1452.5,49.22,-1501.72,0,31111.33,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-07-12,2024-07-18,2024,24502.15,24800.85,14.0,BULL_CALL,24500.0,24650.0,128.65,60.3,68.35,25,1708.75,81.65,2041.25,67.11,1974.14,1,33085.47,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-07-26,2024-08-01,2024,24834.85,25010.9,12.62,BULL_CALL,24850.0,25000.0,146.1,74.4,71.7,25,1792.5,78.3,1957.5,59.3,1898.2,1,34983.67,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-08-05,2024-08-08,2024,24055.6,24117.0,14.32,BEAR_PUT,24050.0,23900.0,198.05,151.55,46.5,25,1162.5,-46.5,-1162.5,54.88,-1217.38,0,33766.29,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-08-20,2024-08-22,2024,24698.85,24811.5,14.32,BULL_CALL,24700.0,24850.0,80.65,25.25,55.4,25,1385.0,56.1,1402.5,54.35,1348.15,1,35114.44,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-09-12,2024-09-19,2024,25388.9,25415.8,13.63,BULL_CALL,25400.0,25550.0,119.0,59.0,60.0,25,1500.0,-44.2,-1105.0,51.57,-1156.57,0,33957.87,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-09-20,2024-09-26,2024,25790.95,26216.05,12.47,BULL_CALL,25800.0,25950.0,115.7,53.15,62.55,25,1563.75,87.45,2186.25,73.7,2112.55,1,36070.420000000006,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-10-03,2024-10-10,2024,25250.1,24998.45,11.99,BEAR_PUT,25250.0,25100.0,140.85,94.2,46.65,25,1166.25,103.35,2583.75,66.21,2517.54,1,38587.96000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
2024-10-17,2024-10-24,2024,24749.85,24399.4,13.05,BEAR_PUT,24750.0,24600.0,137.1,87.0,50.1,25,1252.5,99.9,2497.5,71.89,2425.61,1,41013.57000000001,Candidate C,10D Breakout Squeeze Debit Spread (W150),1
