start_capital,risk_pct,ending_capital,cagr_pct,max_dd_inr,max_dd_pct,max_losing_streak,skipped_trades,candidate_id,candidate_name,period
50000.0,0.02,140567.2,22.97,46972.47,33.42,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
50000.0,0.03,144292.97,23.61,46972.47,32.55,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
50000.0,0.05,162572.92,26.59,46972.47,28.89,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
50000.0,0.08,193129.25,31.03,42690.4,22.1,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
50000.0,0.1,270207.39,40.13,82452.36,30.51,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
75000.0,0.01,165567.2,17.16,46972.47,28.37,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
75000.0,0.02,165567.2,17.16,46972.47,28.37,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
75000.0,0.03,170244.75,17.82,46972.47,27.59,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
75000.0,0.05,221034.11,24.13,41513.2,18.78,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
75000.0,0.08,348033.07,35.93,87444.17,25.13,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
75000.0,0.1,251503.42,27.38,82452.36,32.78,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
100000.0,0.01,190567.2,13.77,46972.47,24.65,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
100000.0,0.02,194292.97,14.21,46972.47,24.18,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
100000.0,0.03,208293.44,15.81,46972.47,22.55,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
100000.0,0.05,253327.39,20.43,48926.67,19.31,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
100000.0,0.08,445606.34,34.83,124852.3,28.02,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
100000.0,0.1,614539.54,43.78,195133.18,31.75,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
150000.0,0.01,240567.2,9.91,46972.47,19.53,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
150000.0,0.02,255704.24,11.26,46972.47,18.37,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
150000.0,0.03,266364.21,12.17,41513.2,15.59,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
150000.0,0.05,418392.5,22.77,102149.38,24.41,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
150000.0,0.08,739681.01,37.59,221522.75,29.95,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
150000.0,0.1,1005825.6,46.31,324427.98,32.25,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
200000.0,0.01,290567.2,7.76,46972.47,16.17,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
200000.0,0.02,303633.31,8.71,46972.47,15.47,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
200000.0,0.03,337081.21,11.0,48578.27,14.41,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
200000.0,0.05,621036.53,25.43,140543.17,22.63,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
200000.0,0.08,1009999.75,38.25,318796.48,31.56,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
200000.0,0.1,1244549.3,44.14,405174.91,32.56,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),5Y_PRIMARY
50000.0,0.01,145118.64,14.97,46972.47,32.37,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
50000.0,0.02,145118.64,14.97,46972.47,32.37,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
50000.0,0.03,148844.41,15.35,46972.47,31.56,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
50000.0,0.05,169146.45,17.29,46972.47,27.77,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
50000.0,0.08,210006.15,20.66,56206.87,26.76,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
50000.0,0.1,270269.28,24.72,82452.36,30.51,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
75000.0,0.01,170118.64,11.32,46972.47,27.61,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
75000.0,0.02,170118.64,11.32,46972.47,27.61,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
75000.0,0.03,177364.1,11.93,46972.47,26.48,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
75000.0,0.05,222577.45,15.3,38709.74,17.39,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
75000.0,0.08,442283.42,26.14,124852.3,28.23,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
75000.0,0.1,612566.76,31.64,195978.62,31.99,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
100000.0,0.01,195118.64,9.14,46972.47,24.07,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
100000.0,0.02,199775.14,9.48,46972.47,23.51,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
100000.0,0.03,213664.72,10.45,46972.47,21.98,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
100000.0,0.05,253537.03,12.95,48926.67,19.3,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
100000.0,0.08,580565.54,25.89,180611.61,31.11,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
100000.0,0.1,624016.33,27.08,196147.55,31.43,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
150000.0,0.01,245118.64,6.64,46972.47,19.16,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
150000.0,0.02,260302.52,7.48,46972.47,18.05,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
150000.0,0.03,293406.89,9.18,41513.2,14.15,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
150000.0,0.05,417159.28,14.33,108080.01,25.91,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
150000.0,0.08,910974.44,26.63,272166.69,29.88,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
150000.0,0.1,1060039.94,29.17,332805.72,31.4,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
200000.0,0.01,296418.8,5.28,46972.47,15.85,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
200000.0,0.02,309484.91,5.88,46972.47,15.18,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
200000.0,0.03,390215.39,9.14,56206.87,14.4,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
200000.0,0.05,620727.18,15.98,140543.17,22.64,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
200000.0,0.08,971058.41,22.98,285722.56,29.42,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
200000.0,0.1,1297838.83,27.73,421357.64,32.47,7,0,Candidate C,10D Breakout Squeeze Debit Spread (W150),7.6Y_SECONDARY
