trade_id,strategy,underlying,entry_date,expiry_date,spot_entry,spot_settle,atm_strike,lot_size,margin_required,net_credit_pts,max_loss_pts,gross_pnl,brokerage,stt,exchange_charges,gst,sebi_stamp,slippage,total_costs,net_pnl,exit_reason,is_winner,contracts_json,year,year_month
ATM_STRADDLE_2025-12-10_2025-12-16,ATM_STRADDLE,NIFTY,2025-12-10,2025-12-16,25758.0,25860.1,25750.0,75,140000.0,296.4,741.0,13972.5,80.0,22.23,15.24,17.15,0.28,150.0,284.9,13687.6,EXPIRY,True,"['short_ce:25750.0CE@211.4->110.09999999999854', 'short_pe:25750.0PE@85.0->0.0']",2025,2025-12
ATM_STRADDLE_2025-12-17_2025-12-23,ATM_STRADDLE,NIFTY,2025-12-17,2025-12-23,25818.55,26177.15,25800.0,75,140000.0,281.4,703.5,-7181.25,80.0,21.11,24.7,18.85,0.9,150.0,295.55,-7476.8,EXPIRY,False,"['short_ce:25800.0CE@191.0->377.15000000000146', 'short_pe:25800.0PE@90.4->0.0']",2025,2025-12
ATM_STRADDLE_2025-12-26_2025-12-30,ATM_STRADDLE,NIFTY,2025-12-26,2025-12-30,26042.3,25938.85,26050.0,75,140000.0,213.4,533.5,7668.75,80.0,16.01,12.17,16.6,0.27,150.0,275.05,7393.7,EXPIRY,True,"['short_ce:26050.0CE@165.4->0.0', 'short_pe:26050.0PE@48.0->111.15000000000146']",2025,2025-12
ATM_STRADDLE_2025-12-31_2026-01-06,ATM_STRADDLE,NIFTY,2025-12-31,2026-01-06,26129.6,26178.7,26150.0,65,140000.0,251.1,627.75,14456.0,80.0,16.32,9.09,16.04,0.07,130.0,251.53,14204.47,EXPIRY,True,"['short_ce:26150.0CE@63.1->28.700000000000728', 'short_pe:26150.0PE@188.0->0.0']",2025,2025-12
ATM_STRADDLE_2026-01-07_2026-01-13,ATM_STRADDLE,NIFTY,2026-01-07,2026-01-13,26140.75,25732.3,26150.0,65,140000.0,225.0,562.5,-12525.5,80.0,14.62,20.89,18.17,0.86,130.0,264.54,-12790.04,EXPIRY,False,"['short_ce:26150.0CE@127.0->0.0', 'short_pe:26150.0PE@98.0->417.7000000000007']",2026,2026-01
ATM_STRADDLE_2026-01-14_2026-01-20,ATM_STRADDLE,NIFTY,2026-01-14,2026-01-20,25665.6,25232.5,25650.0,65,140000.0,278.15,695.38,-9057.75,80.0,18.08,22.61,18.48,0.86,130.0,270.03,-9327.78,EXPIRY,False,"['short_ce:25650.0CE@171.2->0.0', 'short_pe:25650.0PE@106.95->417.5']",2026,2026-01
ATM_STRADDLE_2026-01-21_2026-01-27,ATM_STRADDLE,NIFTY,2026-01-21,2026-01-27,25157.5,25175.4,25150.0,65,140000.0,336.75,841.88,20237.75,80.0,21.89,11.77,16.52,0.07,130.0,260.25,19977.5,EXPIRY,True,"['short_ce:25150.0CE@216.75->25.400000000001455', 'short_pe:25150.0PE@120.0->0.0']",2026,2026-01
ATM_STRADDLE_2026-01-28_2026-02-03,ATM_STRADDLE,NIFTY,2026-01-28,2026-02-03,25342.75,25727.55,25350.0,65,140000.0,469.85,1174.62,5999.5,80.0,30.54,27.54,19.37,0.79,130.0,288.24,5711.26,EXPIRY,True,"['short_ce:25350.0CE@217.8->377.5499999999993', 'short_pe:25350.0PE@252.05->0.0']",2026,2026-01
ATM_STRADDLE_2026-02-04_2026-02-10,ATM_STRADDLE,NIFTY,2026-02-04,2026-02-10,25776.0,25935.15,25800.0,65,140000.0,406.6,1016.5,17644.25,80.0,26.43,17.61,17.58,0.3,130.0,271.91,17372.34,EXPIRY,True,"['short_ce:25800.0CE@170.6->135.15000000000146', 'short_pe:25800.0PE@236.0->0.0']",2026,2026-02
ATM_STRADDLE_2026-02-11_2026-02-17,ATM_STRADDLE,NIFTY,2026-02-11,2026-02-17,25953.85,25725.4,25950.0,65,140000.0,278.0,695.0,3471.0,80.0,18.07,16.33,17.35,0.47,130.0,262.22,3208.78,EXPIRY,True,"['short_ce:25950.0CE@160.0->0.0', 'short_pe:25950.0PE@118.0->224.59999999999854']",2026,2026-02
ATM_STRADDLE_2026-02-18_2026-02-24,ATM_STRADDLE,NIFTY,2026-02-18,2026-02-24,25819.35,25424.65,25800.0,65,140000.0,296.8,742.0,-5105.75,80.0,19.29,21.84,18.34,0.78,130.0,270.25,-5376.0,EXPIRY,False,"['short_ce:25800.0CE@132.0->0.0', 'short_pe:25800.0PE@164.8->375.34999999999854']",2026,2026-02
ATM_STRADDLE_2026-02-25_2026-03-02,ATM_STRADDLE,NIFTY,2026-02-25,2026-03-02,25482.5,24865.7,25500.0,65,140000.0,333.4,833.5,-19558.5,80.0,21.67,31.45,20.07,1.3,130.0,284.49,-19842.99,EXPIRY,False,"['short_ce:25500.0CE@174.4->0.0', 'short_pe:25500.0PE@159.0->634.2999999999993']",2026,2026-02
ATM_STRADDLE_2026-03-04_2026-03-10,ATM_STRADDLE,NIFTY,2026-03-04,2026-03-10,24480.5,24261.6,24500.0,65,140000.0,566.0,1415.0,21294.0,80.0,36.79,26.14,19.12,0.52,130.0,292.57,21001.43,EXPIRY,True,"['short_ce:24500.0CE@300.0->0.0', 'short_pe:24500.0PE@266.0->238.40000000000146']",2026,2026-03
ATM_STRADDLE_2026-03-11_2026-03-17,ATM_STRADDLE,NIFTY,2026-03-11,2026-03-17,23866.85,23581.15,23850.0,65,140000.0,660.05,1650.12,25428.0,80.0,42.9,30.19,19.84,0.58,130.0,303.52,25124.48,EXPIRY,True,"['short_ce:23850.0CE@540.05->0.0', 'short_pe:23850.0PE@120.0->268.84999999999854']",2026,2026-03
ATM_STRADDLE_2026-03-18_2026-03-24,ATM_STRADDLE,NIFTY,2026-03-18,2026-03-24,23777.8,22912.4,23800.0,65,140000.0,473.05,1182.62,-26945.75,80.0,30.75,44.22,22.38,1.82,130.0,309.16,-27254.91,EXPIRY,False,"['short_ce:23800.0CE@152.0->0.0', 'short_pe:23800.0PE@321.05->887.5999999999985']",2026,2026-03
ATM_STRADDLE_2026-03-27_2026-03-30,ATM_STRADDLE,NIFTY,2026-03-27,2026-03-30,22819.6,22331.4,22800.0,65,140000.0,620.25,1550.62,9857.25,80.0,40.32,35.39,20.78,0.98,130.0,307.47,9549.78,EXPIRY,True,"['short_ce:22800.0CE@499.05->0.0', 'short_pe:22800.0PE@121.2->468.59999999999854']",2026,2026-03
ATM_STRADDLE_2026-04-01_2026-04-07,ATM_STRADDLE,NIFTY,2026-04-01,2026-04-07,22679.4,23123.65,22700.0,65,140000.0,628.2,1570.5,13295.75,80.0,40.83,34.19,20.57,0.89,130.0,306.48,12989.27,EXPIRY,True,"['short_ce:22700.0CE@329.95->423.65000000000146', 'short_pe:22700.0PE@298.25->0.0']",2026,2026-04
ATM_STRADDLE_2026-04-08_2026-04-13,ATM_STRADDLE,NIFTY,2026-04-08,2026-04-13,23997.35,23842.65,24000.0,65,140000.0,548.2,1370.5,25405.25,80.0,35.63,22.93,18.54,0.35,130.0,287.45,25117.8,EXPIRY,True,"['short_ce:24000.0CE@157.0->0.0', 'short_pe:24000.0PE@391.2->157.34999999999854']",2026,2026-04
ATM_STRADDLE_2026-04-15_2026-04-21,ATM_STRADDLE,NIFTY,2026-04-15,2026-04-21,24231.3,24576.6,24250.0,65,140000.0,442.15,1105.38,7510.75,80.0,28.74,24.98,18.91,0.69,130.0,283.32,7227.43,EXPIRY,True,"['short_ce:24250.0CE@184.55->326.59999999999854', 'short_pe:24250.0PE@257.6->0.0']",2026,2026-04
ATM_STRADDLE_2026-04-22_2026-04-28,ATM_STRADDLE,NIFTY,2026-04-22,2026-04-28,24378.1,23995.7,24400.0,65,140000.0,504.0,1260.0,6480.5,80.0,32.76,29.52,19.72,0.85,130.0,292.85,6187.65,EXPIRY,True,"['short_ce:24400.0CE@294.0->0.0', 'short_pe:24400.0PE@210.0->404.2999999999993']",2026,2026-04
ATM_STRADDLE_2026-04-29_2026-05-05,ATM_STRADDLE,NIFTY,2026-04-29,2026-05-05,24177.65,24032.8,24200.0,65,140000.0,410.2,1025.5,15795.0,80.0,26.66,18.77,17.78,0.36,130.0,273.58,15521.42,EXPIRY,True,"['short_ce:24200.0CE@140.0->0.0', 'short_pe:24200.0PE@270.2->167.20000000000073']",2026,2026-04
ATM_STRADDLE_2026-05-06_2026-05-12,ATM_STRADDLE,NIFTY,2026-05-06,2026-05-12,24330.95,23379.55,24350.0,65,140000.0,367.7,919.25,-39178.75,80.0,23.9,43.49,22.24,1.98,130.0,301.61,-39480.36,EXPIRY,False,"['short_ce:24350.0CE@126.7->0.0', 'short_pe:24350.0PE@241.0->970.4500000000007']",2026,2026-05
ATM_STRADDLE_2026-05-13_2026-05-19,ATM_STRADDLE,NIFTY,2026-05-13,2026-05-19,23412.6,23618.0,23400.0,65,140000.0,492.0,1230.0,17810.0,80.0,31.98,23.07,18.56,0.47,130.0,284.09,17525.91,EXPIRY,True,"['short_ce:23400.0CE@272.0->218.0', 'short_pe:23400.0PE@220.0->0.0']",2026,2026-05
ATM_STRADDLE_2026-05-20_2026-05-26,ATM_STRADDLE,NIFTY,2026-05-20,2026-05-26,23659.0,23913.7,23650.0,65,140000.0,449.0,1122.5,12044.5,80.0,29.19,23.16,18.58,0.56,130.0,281.49,11763.01,EXPIRY,True,"['short_ce:23650.0CE@127.0->263.7000000000007', 'short_pe:23650.0PE@322.0->0.0']",2026,2026-05
ATM_STRADDLE_2026-05-27_2026-06-02,ATM_STRADDLE,NIFTY,2026-05-27,2026-06-02,23907.15,23483.55,23900.0,65,140000.0,383.0,957.5,-2174.25,80.0,24.9,25.98,19.09,0.86,130.0,280.83,-2455.08,EXPIRY,False,"['short_ce:23900.0CE@205.0->0.0', 'short_pe:23900.0PE@178.0->416.4500000000007']",2026,2026-05
ATM_STRADDLE_2026-06-03_2026-06-09,ATM_STRADDLE,NIFTY,2026-06-03,2026-06-09,23405.6,23242.1,23400.0,65,140000.0,340.2,850.5,11849.5,80.0,22.11,16.19,17.32,0.34,130.0,265.96,11583.54,EXPIRY,True,"['short_ce:23400.0CE@237.0->0.0', 'short_pe:23400.0PE@103.2->157.90000000000146']",2026,2026-06
ATM_STRADDLE_2026-06-10_2026-06-16,ATM_STRADDLE,NIFTY,2026-06-10,2026-06-16,23214.95,23989.15,23200.0,65,140000.0,389.0,972.5,-26009.75,80.0,25.29,38.29,21.31,1.62,130.0,296.5,-26306.25,EXPIRY,False,"['short_ce:23200.0CE@239.0->789.1500000000015', 'short_pe:23200.0PE@150.0->0.0']",2026,2026-06
ATM_STRADDLE_2026-06-17_2026-06-23,ATM_STRADDLE,NIFTY,2026-06-17,2026-06-23,24085.7,23824.1,24100.0,65,140000.0,323.85,809.62,3116.75,80.0,21.05,19.49,17.92,0.58,130.0,269.03,2847.72,EXPIRY,True,"['short_ce:24100.0CE@120.0->0.0', 'short_pe:24100.0PE@203.85->275.90000000000146']",2026,2026-06
ATM_STRADDLE_2026-06-29_2026-06-30,ATM_STRADDLE,NIFTY,2026-06-29,2026-06-30,23946.25,23865.75,23950.0,65,140000.0,231.4,578.5,9564.75,80.0,15.04,10.26,16.25,0.18,130.0,251.73,9313.02,EXPIRY,True,"['short_ce:23950.0CE@189.0->0.0', 'short_pe:23950.0PE@42.4->84.25']",2026,2026-06
ATM_STRADDLE_2026-07-01_2026-07-07,ATM_STRADDLE,NIFTY,2026-07-01,2026-07-07,24005.85,24398.7,24000.0,65,140000.0,320.0,800.0,-5115.5,80.0,20.8,23.36,18.61,0.82,130.0,273.59,-5389.09,EXPIRY,False,"['short_ce:24000.0CE@140.0->398.7000000000007', 'short_pe:24000.0PE@180.0->0.0']",2026,2026-07
ATM_STRADDLE_2026-07-08_2026-07-14,ATM_STRADDLE,NIFTY,2026-07-08,2026-07-14,23882.05,24052.05,23900.0,65,140000.0,426.1,1065.25,17813.25,80.0,27.7,18.79,17.79,0.33,130.0,274.61,17538.64,EXPIRY,True,"['short_ce:23900.0CE@401.1->152.04999999999927', 'short_pe:23900.0PE@25.0->0.0']",2026,2026-07
ATM_STRADDLE_2026-07-15_2026-07-21,ATM_STRADDLE,NIFTY,2026-07-15,2026-07-21,24078.5,24187.7,24100.0,65,140000.0,355.0,887.5,17374.5,80.0,23.08,14.39,16.99,0.2,130.0,264.66,17109.84,EXPIRY,True,"['short_ce:24100.0CE@150.0->87.70000000000073', 'short_pe:24100.0PE@205.0->0.0']",2026,2026-07
ATM_STRADDLE_2026-07-22_2026-07-28,ATM_STRADDLE,NIFTY,2026-07-22,2026-07-28,23996.25,23985.35,24000.0,65,140000.0,337.3,843.25,20972.25,80.0,21.92,11.44,16.46,0.05,130.0,259.88,20712.37,EXPIRY,True,"['short_ce:24000.0CE@238.75->0.0', 'short_pe:24000.0PE@98.55->14.650000000001455']",2026,2026-07
ATM_STRADDLE_2026-07-29_2026-08-04,ATM_STRADDLE,NIFTY,2026-07-29,2026-08-04,24250.2,24614.9,24250.0,65,140000.0,271.9,679.75,-6045.0,80.0,17.67,20.7,18.13,0.75,130.0,267.26,-6312.26,EXPIRY,False,"['short_ce:24250.0CE@92.5->364.90000000000146', 'short_pe:24250.0PE@179.4->0.0']",2026,2026-07
ATM_STRADDLE_2026-08-05_2026-08-11,ATM_STRADDLE,NIFTY,2026-08-05,2026-08-11,24624.65,24471.7,24600.0,65,140000.0,276.95,692.38,9662.25,80.0,18.0,13.17,16.78,0.28,130.0,258.22,9404.03,EXPIRY,True,"['short_ce:24600.0CE@149.0->0.0', 'short_pe:24600.0PE@127.95->128.29999999999927']",2026,2026-08
ATM_STRADDLE_2026-08-12_2026-08-18,ATM_STRADDLE,NIFTY,2026-08-12,2026-08-18,24435.95,24154.9,24450.0,65,140000.0,307.0,767.5,773.5,80.0,19.96,19.57,17.93,0.61,130.0,268.07,505.43,EXPIRY,True,"['short_ce:24450.0CE@198.0->0.0', 'short_pe:24450.0PE@109.0->295.09999999999854']",2026,2026-08
ATM_STRADDLE_2026-08-19_2026-08-25,ATM_STRADDLE,NIFTY,2026-08-19,2026-08-25,24078.3,24334.55,24100.0,65,140000.0,284.6,711.5,3253.25,80.0,18.5,16.87,17.44,0.49,130.0,263.31,2989.94,EXPIRY,True,"['short_ce:24100.0CE@191.6->234.54999999999927', 'short_pe:24100.0PE@93.0->0.0']",2026,2026-08
ATM_STRADDLE_2026-08-26_2026-09-01,ATM_STRADDLE,NIFTY,2026-08-26,2026-09-01,24207.75,24055.8,24200.0,65,140000.0,285.9,714.75,9210.5,80.0,18.58,13.98,16.92,0.31,130.0,259.79,8950.71,EXPIRY,True,"['short_ce:24200.0CE@243.0->0.0', 'short_pe:24200.0PE@42.9->144.20000000000073']",2026,2026-08
ATM_STRADDLE_2026-09-02_2026-09-08,ATM_STRADDLE,NIFTY,2026-09-02,2026-09-08,23914.45,23635.1,23900.0,65,140000.0,220.6,551.5,-2879.5,80.0,14.34,15.78,17.25,0.55,130.0,257.91,-3137.41,EXPIRY,False,"['short_ce:23900.0CE@100.6->0.0', 'short_pe:23900.0PE@120.0->264.90000000000146']",2026,2026-09
ATM_STRADDLE_2026-09-09_2026-09-15,ATM_STRADDLE,NIFTY,2026-09-09,2026-09-15,23431.5,23118.6,23450.0,65,140000.0,295.9,739.75,-2307.5,80.0,19.23,20.39,18.08,0.69,130.0,268.38,-2575.88,EXPIRY,False,"['short_ce:23450.0CE@221.4->0.0', 'short_pe:23450.0PE@74.5->331.40000000000146']",2026,2026-09
OTM_STRANGLE_2020-01-31_2020-02-06,OTM_STRANGLE,NIFTY,2020-01-31,2020-02-06,10600.0,12137.95,10600.0,75,130000.0,1425.75,3564.38,-915.0,80.0,66.83,107.39,33.77,3.45,150.0,441.44,-1356.44,EXPIRY,False,"['short_ce:10700.0CE@1424.1->1437.9500000000007', 'short_pe:10500.0PE@1.65->0.0']",2020,2020-01
OTM_STRANGLE_2020-02-24_2020-02-27,OTM_STRANGLE,NIFTY,2020-02-24,2020-02-27,10450.0,11633.3,10450.0,75,130000.0,1655.75,4139.38,42933.75,80.0,77.61,102.71,32.93,2.64,150.0,445.9,42487.85,EXPIRY,True,"['short_ce:10550.0CE@1655.3->1083.2999999999993', 'short_pe:10350.0PE@0.45->0.0']",2020,2020-02
OTM_STRANGLE_2020-02-28_2020-03-05,OTM_STRANGLE,NIFTY,2020-02-28,2020-03-05,10350.0,11269.0,10350.0,75,130000.0,1571.0,3927.5,56400.0,80.0,73.64,89.62,30.56,2.02,150.0,425.85,55974.15,EXPIRY,True,"['short_ce:10450.0CE@1567.95->819.0', 'short_pe:10250.0PE@3.05->0.0']",2020,2020-02
OTM_STRANGLE_2020-03-06_2020-03-12,OTM_STRANGLE,NIFTY,2020-03-06,2020-03-12,9750.0,9590.15,9750.0,75,130000.0,1374.0,3435.0,98561.25,80.0,64.41,53.77,24.1,0.24,150.0,372.52,98188.73,EXPIRY,True,"['short_ce:9850.0CE@1368.15->0.0', 'short_pe:9650.0PE@5.85->59.850000000000364']",2020,2020-03
OTM_STRANGLE_2020-03-13_2020-03-19,OTM_STRANGLE,NIFTY,2020-03-13,2020-03-19,12950.0,8263.45,12950.0,75,130000.0,598.2,1495.5,-299126.25,80.0,28.04,194.43,49.47,10.71,150.0,512.64,-299638.89,EXPIRY,False,"['short_ce:13050.0CE@90.45->0.0', 'short_pe:12850.0PE@507.75->4586.549999999999']",2020,2020-03
OTM_STRANGLE_2020-03-20_2020-03-26,OTM_STRANGLE,NIFTY,2020-03-20,2020-03-26,13550.0,8641.45,13550.0,75,130000.0,1158.05,2895.12,-273787.5,80.0,54.28,223.75,54.76,11.27,150.0,574.05,-274361.55,EXPIRY,False,"['short_ce:13650.0CE@8.75->0.0', 'short_pe:13450.0PE@1149.3->4808.549999999999']",2020,2020-03
OTM_STRANGLE_2020-04-03_2020-04-09,OTM_STRANGLE,NIFTY,2020-04-03,2020-04-09,6250.0,9111.9,6250.0,75,130000.0,1337.6,3344.0,-106822.5,80.0,62.7,153.73,42.13,6.52,150.0,495.08,-107317.58,EXPIRY,False,"['short_ce:6350.0CE@1331.6->2761.8999999999996', 'short_pe:6150.0PE@6.0->0.0']",2020,2020-04
OTM_STRANGLE_2020-04-13_2020-04-16,OTM_STRANGLE,NIFTY,2020-04-13,2020-04-16,6250.0,8992.8,6250.0,75,130000.0,1380.5,3451.25,-94672.5,80.0,64.71,150.87,41.61,6.25,150.0,493.44,-95165.94,EXPIRY,False,"['short_ce:6350.0CE@1378.2->2642.7999999999993', 'short_pe:6150.0PE@2.3->0.0']",2020,2020-04
OTM_STRANGLE_2020-04-24_2020-04-30,OTM_STRANGLE,NIFTY,2020-04-24,2020-04-30,6450.0,9859.9,6450.0,75,130000.0,1491.25,3728.12,-136398.75,80.0,69.9,180.04,46.87,7.81,150.0,534.63,-136933.38,EXPIRY,False,"['short_ce:6550.0CE@1321.75->3309.8999999999996', 'short_pe:6350.0PE@169.5->0.0']",2020,2020-04
OTM_STRANGLE_2020-05-08_2020-05-14,OTM_STRANGLE,NIFTY,2020-05-08,2020-05-14,6250.0,9142.75,6250.0,75,130000.0,1557.3,3893.25,-92658.75,80.0,73.0,163.13,43.82,6.61,150.0,516.56,-93175.31,EXPIRY,False,"['short_ce:6350.0CE@1556.9->2792.75', 'short_pe:6150.0PE@0.4->0.0']",2020,2020-05
OTM_STRANGLE_2020-05-15_2020-05-21,OTM_STRANGLE,NIFTY,2020-05-15,2020-05-21,6250.0,9106.25,6250.0,75,130000.0,1598.4,3996.0,-86838.75,80.0,74.92,163.3,43.85,6.53,150.0,518.61,-87357.36,EXPIRY,False,"['short_ce:6350.0CE@1598.0->2756.25', 'short_pe:6150.0PE@0.4->0.0']",2020,2020-05
OTM_STRANGLE_2020-05-22_2020-05-28,OTM_STRANGLE,NIFTY,2020-05-22,2020-05-28,6250.0,9490.1,6250.0,75,130000.0,1638.1,4095.25,-112650.0,80.0,76.79,179.18,46.72,7.42,150.0,540.11,-113190.11,EXPIRY,False,"['short_ce:6350.0CE@1637.75->3140.1000000000004', 'short_pe:6150.0PE@0.35->0.0']",2020,2020-05
OTM_STRANGLE_2020-05-29_2020-06-04,OTM_STRANGLE,NIFTY,2020-05-29,2020-06-04,6750.0,10029.1,6750.0,75,130000.0,1980.85,4952.12,-89868.75,80.0,92.85,193.5,49.3,7.54,150.0,573.19,-90441.94,EXPIRY,False,"['short_ce:6850.0CE@1980.3->3179.1000000000004', 'short_pe:6650.0PE@0.55->0.0']",2020,2020-05
OTM_STRANGLE_2020-06-05_2020-06-11,OTM_STRANGLE,NIFTY,2020-06-05,2020-06-11,7600.0,9902.0,7600.0,75,130000.0,2080.25,5200.62,-9131.25,80.0,97.51,160.58,43.36,5.28,150.0,536.73,-9667.98,EXPIRY,False,"['short_ce:7700.0CE@2079.5->2202.0', 'short_pe:7500.0PE@0.75->0.0']",2020,2020-06
OTM_STRANGLE_2020-06-12_2020-06-18,OTM_STRANGLE,NIFTY,2020-06-12,2020-06-18,7600.0,10091.65,7600.0,75,130000.0,1952.8,4882.0,-32913.75,80.0,91.54,162.92,43.78,5.71,150.0,533.95,-33447.7,EXPIRY,False,"['short_ce:7700.0CE@1948.9->2391.6499999999996', 'short_pe:7500.0PE@3.9->0.0']",2020,2020-06
OTM_STRANGLE_2020-06-19_2020-06-25,OTM_STRANGLE,NIFTY,2020-06-19,2020-06-25,4700.0,10288.9,4700.0,75,130000.0,3871.3,9678.25,-121320.0,80.0,181.47,351.01,77.71,13.05,150.0,853.23,-122173.23,EXPIRY,False,"['short_ce:4800.0CE@3871.05->5488.9', 'short_pe:4600.0PE@0.25->0.0']",2020,2020-06
OTM_STRANGLE_2020-06-26_2020-07-02,OTM_STRANGLE,NIFTY,2020-06-26,2020-07-02,7600.0,10551.7,7600.0,75,130000.0,1977.05,4942.62,-65598.75,80.0,92.67,181.08,47.06,6.78,150.0,557.59,-66156.34,EXPIRY,False,"['short_ce:7700.0CE@1974.1->2851.7000000000007', 'short_pe:7500.0PE@2.95->0.0']",2020,2020-06
OTM_STRANGLE_2020-07-17_2020-07-23,OTM_STRANGLE,NIFTY,2020-07-17,2020-07-23,7700.0,11215.45,7700.0,75,130000.0,1622.65,4056.62,-134460.0,80.0,76.06,188.93,48.48,8.06,150.0,551.53,-135011.53,EXPIRY,False,"['short_ce:7800.0CE@1622.0->3415.4500000000007', 'short_pe:7600.0PE@0.65->0.0']",2020,2020-07
OTM_STRANGLE_2020-08-14_2020-08-20,OTM_STRANGLE,NIFTY,2020-08-14,2020-08-20,8750.0,11312.2,8750.0,75,130000.0,1453.1,3632.75,-75682.5,80.0,68.11,146.82,40.88,5.83,150.0,491.65,-76174.15,EXPIRY,False,"['short_ce:8850.0CE@1452.7->2462.2000000000007', 'short_pe:8650.0PE@0.4->0.0']",2020,2020-08
OTM_STRANGLE_2020-08-21_2020-08-27,OTM_STRANGLE,NIFTY,2020-08-21,2020-08-27,8150.0,11559.25,8150.0,75,130000.0,1694.5,4236.25,-121106.25,80.0,79.43,187.64,48.24,7.82,150.0,553.13,-121659.38,EXPIRY,False,"['short_ce:8250.0CE@1694.1->3309.25', 'short_pe:8050.0PE@0.4->0.0']",2020,2020-08
OTM_STRANGLE_2020-08-28_2020-09-03,OTM_STRANGLE,NIFTY,2020-08-28,2020-09-03,9200.0,11527.45,9200.0,75,130000.0,1476.15,3690.38,-56347.5,80.0,69.19,138.89,39.45,5.29,150.0,482.82,-56830.32,EXPIRY,False,"['short_ce:9300.0CE@1475.4->2227.4500000000007', 'short_pe:9100.0PE@0.75->0.0']",2020,2020-08
OTM_STRANGLE_2020-09-04_2020-09-10,OTM_STRANGLE,NIFTY,2020-09-04,2020-09-10,9250.0,11449.25,9250.0,75,130000.0,1655.7,4139.25,-33266.25,80.0,77.61,140.81,39.8,5.0,150.0,493.22,-33759.47,EXPIRY,False,"['short_ce:9350.0CE@1654.5->2099.25', 'short_pe:9150.0PE@1.2->0.0']",2020,2020-09
OTM_STRANGLE_2020-09-11_2020-09-17,OTM_STRANGLE,NIFTY,2020-09-11,2020-09-17,9400.0,11516.1,9400.0,75,130000.0,1928.4,4821.0,-6577.5,80.0,90.39,147.92,41.08,4.83,150.0,514.22,-7091.72,EXPIRY,False,"['short_ce:9500.0CE@1927.6->2016.1000000000004', 'short_pe:9300.0PE@0.8->0.0']",2020,2020-09
OTM_STRANGLE_2020-09-18_2020-09-24,OTM_STRANGLE,NIFTY,2020-09-18,2020-09-24,5300.0,10805.55,5300.0,75,130000.0,2762.85,6907.12,-198202.5,80.0,129.51,306.31,69.65,12.78,150.0,748.25,-198950.75,EXPIRY,False,"['short_ce:5400.0CE@2762.35->5405.549999999999', 'short_pe:5200.0PE@0.5->0.0']",2020,2020-09
OTM_STRANGLE_2020-09-25_2020-10-01,OTM_STRANGLE,NIFTY,2020-09-25,2020-10-01,9550.0,11416.95,9550.0,75,130000.0,1688.4,4221.0,-5891.25,80.0,79.14,129.58,37.77,4.23,150.0,480.72,-6371.97,EXPIRY,False,"['short_ce:9650.0CE@1685.85->1766.9500000000007', 'short_pe:9450.0PE@2.55->0.0']",2020,2020-09
OTM_STRANGLE_2020-10-05_2020-10-08,OTM_STRANGLE,NIFTY,2020-10-05,2020-10-08,9550.0,11834.6,9550.0,75,130000.0,1524.2,3810.5,-49530.0,80.0,71.45,139.08,39.48,5.19,150.0,485.2,-50015.2,EXPIRY,False,"['short_ce:9650.0CE@1523.5->2184.6000000000004', 'short_pe:9450.0PE@0.7->0.0']",2020,2020-10
OTM_STRANGLE_2020-10-16_2020-10-22,OTM_STRANGLE,NIFTY,2020-10-16,2020-10-22,9400.0,11896.45,9400.0,75,130000.0,1362.65,3406.62,-77535.0,80.0,63.87,140.97,39.82,5.67,150.0,480.34,-78015.34,EXPIRY,False,"['short_ce:9500.0CE@1361.45->2396.4500000000007', 'short_pe:9300.0PE@1.2->0.0']",2020,2020-10
OTM_STRANGLE_2020-10-23_2020-10-29,OTM_STRANGLE,NIFTY,2020-10-23,2020-10-29,9950.0,11670.8,9950.0,75,130000.0,1859.05,4647.62,17868.75,80.0,87.14,130.49,37.94,3.91,150.0,489.48,17379.27,EXPIRY,True,"['short_ce:10050.0CE@1856.65->1620.7999999999993', 'short_pe:9850.0PE@2.4->0.0']",2020,2020-10
OTM_STRANGLE_2020-10-30_2020-11-05,OTM_STRANGLE,NIFTY,2020-10-30,2020-11-05,10050.0,12120.3,10050.0,75,130000.0,1582.95,3957.38,-29051.25,80.0,74.2,133.25,38.43,4.7,150.0,480.58,-29531.83,EXPIRY,False,"['short_ce:10150.0CE@1580.75->1970.2999999999993', 'short_pe:9950.0PE@2.2->0.0']",2020,2020-10
OTM_STRANGLE_2020-11-06_2020-11-12,OTM_STRANGLE,NIFTY,2020-11-06,2020-11-12,9450.0,12690.8,9450.0,75,130000.0,1390.85,3477.13,-131246.25,80.0,65.2,169.94,45.05,7.41,150.0,517.59,-131763.84,EXPIRY,False,"['short_ce:9550.0CE@1390.65->3140.7999999999993', 'short_pe:9350.0PE@0.2->0.0']",2020,2020-11
OTM_STRANGLE_2020-11-20_2020-11-26,OTM_STRANGLE,NIFTY,2020-11-20,2020-11-26,9450.0,12987.0,9450.0,75,130000.0,1441.6,3604.0,-149655.0,80.0,67.58,182.95,47.4,8.1,150.0,536.02,-150191.02,EXPIRY,False,"['short_ce:9550.0CE@1440.4->3437.0', 'short_pe:9350.0PE@1.2->0.0']",2020,2020-11
OTM_STRANGLE_2020-11-27_2020-12-03,OTM_STRANGLE,NIFTY,2020-11-27,2020-12-03,10100.0,13133.9,10100.0,75,130000.0,1423.05,3557.62,-113313.75,80.0,66.71,163.39,43.87,6.93,150.0,510.89,-113824.64,EXPIRY,False,"['short_ce:10200.0CE@1422.25->2933.8999999999996', 'short_pe:10000.0PE@0.8->0.0']",2020,2020-11
