candidate_id,execution_date,expiry_date,type,lot_size,debit_pts,capital_required_inr,gross_payoff_inr,statutory_costs_inr,net_pnl_inr,discrepancy
Candidate 3,2023-11-22,2023-11-23,BULL_CALL,50,55.05,2752.5,-2652.5,49.56,-2702.06,0.0
Candidate 3,2023-11-29,2023-11-30,BULL_CALL,50,51.6,2580.0,4077.5,61.23,4016.27,0.0
Candidate 3,2023-12-11,2023-12-14,BULL_CALL,50,113.0,5650.0,5985.0,75.54,5909.46,0.0
Candidate 3,2023-12-15,2023-12-21,BULL_CALL,50,78.8,3940.0,-3940.0,54.87,-3994.87,0.0
Candidate 3,2023-12-28,2024-01-04,BULL_CALL,50,108.8,5440.0,-5440.0,60.62,-5500.62,0.0
Candidate 3,2024-01-15,2024-01-18,BULL_CALL,50,84.95,4247.5,-4247.5,52.6,-4300.1,0.0
Candidate 3,2024-01-19,2024-01-25,BEAR_PUT,50,104.85,5242.5,7127.5,77.82,7049.68,0.0
Candidate 3,2024-02-05,2024-02-08,BULL_CALL,50,109.75,5487.5,-5487.5,55.47,-5542.97,0.0
Candidate 3,2024-02-19,2024-02-22,BULL_CALL,50,114.4,5720.0,152.5,65.3,87.2,0.0
Candidate 3,2024-02-23,2024-02-29,BULL_CALL,50,91.35,4567.5,-4567.5,55.48,-4622.98,0.0
Candidate 3,2024-03-04,2024-03-07,BULL_CALL,50,108.75,5437.5,-760.0,63.08,-823.08,0.0
Candidate 3,2024-03-07,2024-03-14,BULL_CALL,50,127.15,6357.5,-6357.5,57.75,-6415.25,0.0
Candidate 3,2024-03-20,2024-03-21,BEAR_PUT,50,66.55,3327.5,-3327.5,51.43,-3378.93,0.0
Candidate 3,2024-04-01,2024-04-04,BULL_CALL,50,66.85,3342.5,-110.0,58.47,-168.47,0.0
Candidate 3,2024-04-05,2024-04-10,BULL_CALL,50,95.5,4775.0,7725.0,77.74,7647.26,0.0
Candidate 3,2024-04-12,2024-04-18,BULL_CALL,50,106.1,5305.0,-5305.0,54.08,-5359.08,0.0
Candidate 3,2024-04-30,2024-05-02,BULL_CALL,25,78.25,1956.25,-1956.25,48.91,-2005.16,0.0
Candidate 3,2024-05-03,2024-05-09,BULL_CALL,25,99.3,2482.5,-2482.5,51.12,-2533.62,0.0
Candidate 3,2024-05-10,2024-05-16,BEAR_PUT,25,80.1,2002.5,-2002.5,52.11,-2054.61,0.0
Candidate 3,2024-05-22,2024-05-23,BULL_CALL,25,60.25,1506.25,4743.75,67.25,4676.5,0.0
Candidate 3,2024-06-10,2024-06-13,BULL_CALL,25,102.1,2552.5,-80.0,58.29,-138.29,0.0
Candidate 3,2024-06-13,2024-06-20,BULL_CALL,25,93.55,2338.75,-663.75,54.17,-717.92,0.0
Candidate 3,2024-06-21,2024-06-27,BULL_CALL,25,80.75,2018.75,4231.25,70.38,4160.87,0.0
Candidate 3,2024-07-02,2024-07-04,BULL_CALL,25,71.25,1781.25,-477.5,51.46,-528.96,0.0
Candidate 3,2024-07-04,2024-07-11,BULL_CALL,25,126.2,3155.0,-3155.0,52.19,-3207.19,0.0
Candidate 3,2024-07-15,2024-07-18,BULL_CALL,25,89.45,2236.25,2785.0,58.54,2726.46,0.0
Candidate 3,2024-07-29,2024-08-01,BULL_CALL,25,101.85,2546.25,-1023.75,52.96,-1076.71,0.0
Candidate 3,2024-08-06,2024-08-08,BEAR_PUT,25,42.15,1053.75,1021.25,56.27,964.98,0.0
Candidate 3,2024-08-21,2024-08-22,BULL_CALL,25,70.55,1763.75,1023.75,53.79,969.96,0.0
Candidate 3,2024-09-13,2024-09-19,BULL_CALL,25,70.2,1755.0,-1755.0,49.62,-1804.62,0.0
Candidate 3,2024-09-23,2024-09-26,BULL_CALL,25,101.75,2543.75,3706.25,68.42,3637.83,0.0
Candidate 3,2024-10-04,2024-10-10,BEAR_PUT,25,55.35,1383.75,3655.0,61.75,3593.25,0.0
Candidate 3,2024-10-18,2024-10-24,BEAR_PUT,25,71.2,1780.0,4470.0,63.44,4406.56,0.0
Candidate 3,2024-11-05,2024-11-07,BEAR_PUT,25,81.85,2046.25,-2046.25,52.8,-2099.05,0.0
Candidate 3,2024-11-07,2024-11-14,BULL_CALL,25,94.5,2362.5,-2362.5,54.51,-2417.01,0.0
Candidate 3,2024-11-22,2024-11-28,BEAR_PUT,25,90.6,2265.0,-2265.0,54.03,-2319.03,0.0
Candidate 3,2024-11-28,2024-12-05,BULL_CALL,25,144.55,3613.75,2636.25,78.63,2557.62,0.0
Candidate 3,2024-12-16,2024-12-19,BULL_CALL,25,58.95,1473.75,-1473.75,51.61,-1525.36,0.0
Candidate 3,2025-01-10,2025-01-16,BEAR_PUT,75,99.65,7473.75,10391.25,97.25,10294.0,0.0
Candidate 3,2025-01-22,2025-01-23,BEAR_PUT,75,60.25,4518.75,-4518.75,56.62,-4575.37,0.0
Candidate 3,2025-01-28,2025-01-30,BEAR_PUT,25,91.45,2286.25,-2286.25,52.32,-2338.57,0.0
Candidate 3,2025-02-03,2025-02-06,BULL_CALL,75,138.2,10365.0,8385.0,107.83,8277.17,0.0
Candidate 3,2025-02-13,2025-02-20,BEAR_PUT,75,86.6,6495.0,3768.75,85.21,3683.54,0.0
Candidate 3,2025-02-21,2025-02-27,BEAR_PUT,75,74.1,5557.5,13192.5,105.04,13087.46,0.0
Candidate 3,2025-03-19,2025-03-20,BULL_CALL,75,93.2,6990.0,11760.0,104.24,11655.76,0.0
Candidate 3,2025-04-07,2025-04-09,BEAR_PUT,75,103.45,7758.75,-7758.75,68.6,-7827.35,0.0
Candidate 3,2025-04-21,2025-04-24,BULL_CALL,75,87.1,6532.5,12217.5,104.82,12112.68,0.0
Candidate 3,2025-04-30,2025-05-08,BULL_CALL,75,126.1,9457.5,-9457.5,69.75,-9527.25,0.0
Candidate 3,2025-05-12,2025-05-15,BEAR_PUT,75,90.25,6768.75,-6768.75,66.32,-6835.07,0.0
Candidate 3,2025-05-16,2025-05-22,BULL_CALL,75,109.35,8201.25,-8201.25,66.37,-8267.62,0.0
Candidate 3,2025-06-04,2025-06-05,BEAR_PUT,75,87.7,6577.5,-6577.5,57.89,-6635.39,0.0
Candidate 3,2025-06-09,2025-06-12,BULL_CALL,75,97.15,7286.25,-7286.25,59.51,-7345.76,0.0
Candidate 3,2025-06-26,2025-07-03,BULL_CALL,75,107.1,8032.5,3615.0,87.56,3527.44,0.0
Candidate 3,2025-07-11,2025-07-17,BEAR_PUT,75,63.2,4740.0,5651.25,75.9,5575.35,0.0
Candidate 3,2025-07-21,2025-07-24,BEAR_PUT,75,84.2,6315.0,-6315.0,57.08,-6372.08,0.0
Candidate 3,2025-07-28,2025-07-31,BEAR_PUT,75,67.05,5028.75,-2655.0,59.92,-2714.92,0.0
Candidate 3,2025-08-04,2025-08-07,BEAR_PUT,75,86.2,6465.0,-6176.25,62.55,-6238.8,0.0
Candidate 3,2025-08-11,2025-08-14,BEAR_PUT,75,67.0,5025.0,-5025.0,56.64,-5081.64,0.0
Candidate 3,2025-08-19,2025-08-21,BULL_CALL,75,99.9,7492.5,6288.75,82.35,6206.4,0.0
Candidate 3,2025-09-01,2025-09-02,BEAR_PUT,75,50.5,3787.5,-3787.5,51.98,-3839.48,0.0
Candidate 3,2025-09-11,2025-09-16,BULL_CALL,75,115.5,8662.5,10087.5,100.73,9986.77,0.0
Candidate 3,2025-09-17,2025-09-23,BULL_CALL,75,93.2,6990.0,-6990.0,58.16,-7048.16,0.0
Candidate 3,2025-09-26,2025-09-30,BEAR_PUT,75,38.6,2895.0,11272.5,77.22,11195.28,0.0
Candidate 3,2025-10-10,2025-10-14,BULL_CALL,75,97.45,7308.75,-7308.75,55.01,-7363.76,0.0
Candidate 3,2025-10-16,2025-10-20,BULL_CALL,75,81.2,6090.0,12660.0,124.01,12535.99,0.0
Candidate 3,2025-10-28,2025-11-04,BULL_CALL,75,126.85,9513.75,-9513.75,73.35,-9587.1,0.0
Candidate 3,2025-11-06,2025-11-11,BEAR_PUT,75,70.15,5261.25,-5261.25,59.26,-5320.51,0.0
Candidate 3,2025-11-17,2025-11-18,BULL_CALL,75,81.9,6142.5,-6142.5,54.14,-6196.64,0.0
Candidate 3,2025-11-20,2025-11-25,BULL_CALL,75,92.3,6922.5,-6922.5,57.77,-6980.27,0.0
Candidate 3,2025-11-27,2025-12-02,BULL_CALL,75,97.9,7342.5,-7342.5,57.11,-7399.61,0.0
Candidate 3,2025-12-10,2025-12-16,BEAR_PUT,75,100.75,7556.25,-7556.25,58.41,-7614.66,0.0
Candidate 3,2026-01-05,2026-01-06,BULL_CALL,65,61.05,3968.25,-3968.25,50.39,-4018.64,0.0
Candidate 3,2026-01-09,2026-01-13,BEAR_PUT,65,55.8,3627.0,4023.5,66.31,3957.19,0.0
Candidate 3,2026-01-16,2026-01-20,BEAR_PUT,65,62.2,4043.0,12207.0,120.19,12086.81,0.0
Candidate 3,2026-01-20,2026-01-27,BEAR_PUT,65,82.75,5378.75,10871.25,118.12,10753.13,0.0
Candidate 3,2026-01-27,2026-02-03,BEAR_PUT,65,68.6,4459.0,-4459.0,71.47,-4530.47,0.0
Candidate 3,2026-02-04,2026-02-10,BULL_CALL,65,100.4,6526.0,8758.75,93.62,8665.13,0.0
Candidate 3,2026-02-10,2026-02-17,BULL_CALL,65,95.35,6197.75,-6197.75,61.08,-6258.83,0.0
Candidate 3,2026-02-20,2026-02-24,BEAR_PUT,65,98.45,6399.25,-6399.25,58.6,-6457.85,0.0
Candidate 3,2026-02-25,2026-03-02,BEAR_PUT,65,71.2,4628.0,11622.0,153.39,11468.61,0.0
Candidate 3,2026-03-02,2026-03-10,BEAR_PUT,65,65.2,4238.0,12012.0,113.84,11898.16,0.0
Candidate 3,2026-03-12,2026-03-17,BEAR_PUT,65,136.25,8856.25,-4381.0,81.82,-4462.82,0.0
Candidate 3,2026-03-20,2026-03-24,BEAR_PUT,65,91.4,5941.0,6253.0,97.63,6155.37,0.0
Candidate 3,2026-04-13,2026-04-21,BULL_CALL,65,145.75,9473.75,6776.25,229.54,6546.71,0.0
Candidate 3,2026-05-12,2026-05-19,BEAR_PUT,65,85.0,5525.0,-195.0,77.69,-272.69,0.0
Candidate 3,2026-05-26,2026-06-02,BULL_CALL,65,105.7,6870.5,-6870.5,70.08,-6940.58,0.0
Candidate 3,2026-06-08,2026-06-09,BEAR_PUT,65,48.2,3133.0,-3133.0,53.73,-3186.73,0.0
Candidate 3,2026-06-15,2026-06-16,BULL_CALL,65,53.45,3474.25,-3474.25,54.46,-3528.71,0.0
Candidate 3,2026-07-03,2026-07-07,BULL_CALL,65,65.05,4228.25,-4228.25,50.55,-4278.8,0.0
Candidate 3,2026-07-24,2026-07-28,BEAR_PUT,65,74.25,4826.25,-4826.25,54.49,-4880.74,0.0
Candidate 3,2026-08-03,2026-08-04,BULL_CALL,65,58.85,3825.25,393.25,58.08,335.17,0.0
Candidate 3,2026-08-17,2026-08-18,BEAR_PUT,65,47.5,3087.5,9594.0,73.56,9520.44,0.0
Candidate 3,2026-09-02,2026-09-08,BEAR_PUT,65,52.2,3393.0,10575.5,82.35,10493.15,0.0
Candidate 3,2026-09-08,2026-09-15,BEAR_PUT,65,78.95,5131.75,11118.25,147.7,10970.55,0.0
