candidate_id,execution_date,expiry_date,type,lot_size,debit_pts,capital_required_inr,gross_payoff_inr,statutory_costs_inr,net_pnl_inr,discrepancy
Candidate 1,2021-09-24,2021-09-30,BULL_CALL,50,45.3,2265.0,-2265.0,53.97,-2318.97,0.0
Candidate 1,2021-10-11,2021-10-14,BULL_CALL,50,60.9,3045.0,4455.0,102.51,4352.49,0.0
Candidate 1,2021-10-29,2021-11-03,BEAR_PUT,50,37.95,1897.5,-1897.5,56.11,-1953.61,0.0
Candidate 1,2021-11-15,2021-11-18,BULL_CALL,50,12.6,630.0,-630.0,50.8,-680.8,0.0
Candidate 1,2021-11-22,2021-11-25,BEAR_PUT,50,59.2,2960.0,4540.0,74.63,4465.37,0.0
Candidate 1,2021-11-25,2021-12-02,BEAR_PUT,50,44.3,2215.0,-2215.0,56.66,-2271.66,0.0
Candidate 1,2021-12-07,2021-12-09,BEAR_PUT,50,20.2,1010.0,-1010.0,55.17,-1065.17,0.0
Candidate 1,2021-12-21,2021-12-23,BEAR_PUT,50,42.75,2137.5,-2137.5,55.63,-2193.13,0.0
Candidate 1,2022-01-03,2022-01-06,BULL_CALL,50,51.3,2565.0,4935.0,83.36,4851.64,0.0
Candidate 1,2022-01-11,2022-01-13,BULL_CALL,50,77.2,3860.0,3640.0,74.1,3565.9,0.0
Candidate 1,2022-01-18,2022-01-20,BULL_CALL,50,47.75,2387.5,-2387.5,50.79,-2438.29,0.0
Candidate 1,2022-01-24,2022-01-27,BEAR_PUT,50,67.25,3362.5,4137.5,103.66,4033.84,0.0
Candidate 1,2022-01-28,2022-02-03,BEAR_PUT,50,90.25,4512.5,-4512.5,65.61,-4578.11,0.0
Candidate 1,2022-02-15,2022-02-17,BEAR_PUT,50,45.55,2277.5,-2277.5,61.89,-2339.39,0.0
Candidate 1,2022-03-30,2022-03-31,BULL_CALL,50,32.1,1605.0,-1605.0,50.59,-1655.59,0.0
Candidate 1,2022-04-04,2022-04-07,BULL_CALL,50,42.95,2147.5,-2147.5,51.3,-2198.8,0.0
Candidate 1,2022-04-19,2022-04-21,BEAR_PUT,50,59.8,2990.0,-2990.0,53.22,-3043.22,0.0
Candidate 1,2022-04-26,2022-04-28,BEAR_PUT,50,17.45,872.5,-872.5,53.43,-925.93,0.0
Candidate 1,2022-05-09,2022-05-12,BEAR_PUT,50,40.25,2012.5,5487.5,100.05,5387.45,0.0
Candidate 1,2022-05-30,2022-06-02,BULL_CALL,50,55.25,2762.5,-1362.5,54.24,-1416.74,0.0
Candidate 1,2022-06-13,2022-06-16,BEAR_PUT,50,12.8,640.0,6860.0,108.19,6751.81,0.0
Candidate 1,2022-06-28,2022-06-30,BULL_CALL,50,50.6,2530.0,-2530.0,54.88,-2584.88,0.0
Candidate 1,2022-07-07,2022-07-14,BULL_CALL,50,70.6,3530.0,-3530.0,56.74,-3586.74,0.0
Candidate 1,2022-07-19,2022-07-21,BULL_CALL,50,68.9,3445.0,4055.0,90.03,3964.97,0.0
Candidate 1,2022-07-29,2022-08-04,BULL_CALL,50,21.4,1070.0,6430.0,76.58,6353.42,0.0
Candidate 1,2022-08-08,2022-08-11,BULL_CALL,50,68.1,3405.0,4095.0,74.16,4020.84,0.0
Candidate 1,2022-08-30,2022-09-01,BEAR_PUT,50,30.2,1510.0,-1510.0,52.72,-1562.72,0.0
Candidate 1,2022-09-09,2022-09-15,BULL_CALL,50,61.7,3085.0,-3085.0,54.64,-3139.64,0.0
Candidate 1,2022-09-19,2022-09-22,BEAR_PUT,50,24.4,1220.0,-1220.0,55.95,-1275.95,0.0
Candidate 1,2022-09-26,2022-09-29,BEAR_PUT,50,84.9,4245.0,3255.0,85.22,3169.78,0.0
Candidate 1,2022-10-19,2022-10-20,BULL_CALL,50,51.2,2560.0,-2560.0,49.85,-2609.85,0.0
Candidate 1,2022-10-28,2022-11-03,BULL_CALL,50,55.2,2760.0,4740.0,81.18,4658.82,0.0
Candidate 1,2022-11-09,2022-11-10,BULL_CALL,50,32.75,1637.5,-1637.5,48.89,-1686.39,0.0
Candidate 1,2022-11-14,2022-11-17,BULL_CALL,50,50.85,2542.5,-2542.5,51.33,-2593.83,0.0
Candidate 1,2022-11-25,2022-12-01,BULL_CALL,50,48.55,2427.5,5072.5,72.65,4999.85,0.0
Candidate 1,2022-12-12,2022-12-15,BEAR_PUT,50,30.45,1522.5,-1522.5,49.86,-1572.36,0.0
Candidate 1,2022-12-16,2022-12-22,BEAR_PUT,50,31.55,1577.5,4555.0,63.56,4491.44,0.0
Candidate 1,2022-12-22,2022-12-29,BEAR_PUT,50,44.95,2247.5,702.5,60.17,642.33,0.0
Candidate 1,2023-01-13,2023-01-19,BEAR_PUT,50,53.5,2675.0,-2675.0,53.72,-2728.72,0.0
Candidate 1,2023-01-19,2023-01-25,BULL_CALL,50,58.35,2917.5,-2917.5,55.78,-2973.28,0.0
Candidate 1,2023-01-30,2023-02-02,BEAR_PUT,50,3.55,177.5,-177.5,60.16,-237.66,0.0
Candidate 1,2023-02-10,2023-02-16,BULL_CALL,50,53.2,2660.0,4132.5,65.48,4067.02,0.0
Candidate 1,2023-02-23,2023-03-02,BEAR_PUT,50,52.4,2620.0,4880.0,70.55,4809.45,0.0
Candidate 1,2023-03-14,2023-03-16,BEAR_PUT,50,49.05,2452.5,3267.5,62.92,3204.58,0.0
Candidate 1,2023-03-27,2023-03-29,BEAR_PUT,50,45.2,2260.0,-2260.0,52.73,-2312.73,0.0
Candidate 1,2023-04-03,2023-04-06,BULL_CALL,50,31.55,1577.5,3380.0,58.28,3321.72,0.0
Candidate 1,2023-04-28,2023-05-04,BULL_CALL,50,40.3,2015.0,5485.0,76.95,5408.05,0.0
Candidate 1,2023-05-05,2023-05-11,BULL_CALL,50,54.3,2715.0,4635.0,66.09,4568.91,0.0
Candidate 1,2023-05-16,2023-05-18,BULL_CALL,50,28.15,1407.5,-1407.5,48.53,-1456.03,0.0
Candidate 1,2023-05-29,2023-06-01,BULL_CALL,50,35.2,1760.0,-1760.0,49.2,-1809.2,0.0
Candidate 1,2023-06-08,2023-06-15,BULL_CALL,50,63.7,3185.0,-3185.0,51.78,-3236.78,0.0
Candidate 1,2023-06-15,2023-06-22,BULL_CALL,50,57.05,2852.5,-2852.5,52.46,-2904.96,0.0
Candidate 1,2023-06-30,2023-07-06,BULL_CALL,50,32.85,1642.5,5857.5,86.97,5770.53,0.0
Candidate 1,2023-07-17,2023-07-20,BULL_CALL,50,41.45,2072.5,5427.5,85.54,5341.96,0.0
Candidate 1,2023-08-03,2023-08-10,BEAR_PUT,50,41.35,2067.5,-2067.5,52.14,-2119.64,0.0
Candidate 1,2023-08-18,2023-08-24,BEAR_PUT,50,51.65,2582.5,-2582.5,51.42,-2633.92,0.0
Candidate 1,2023-08-28,2023-08-31,BEAR_PUT,50,47.2,2360.0,-2360.0,51.69,-2411.69,0.0
Candidate 1,2023-09-01,2023-09-07,BEAR_PUT,50,32.2,1610.0,-1610.0,50.4,-1660.4,0.0
Candidate 1,2023-09-14,2023-09-21,BULL_CALL,50,42.3,2115.0,-2115.0,52.04,-2167.04,0.0
Candidate 1,2023-09-25,2023-09-28,BEAR_PUT,50,51.2,2560.0,3762.5,63.09,3699.41,0.0
Candidate 1,2023-09-29,2023-10-05,BEAR_PUT,50,55.7,2785.0,-2572.5,53.45,-2625.95,0.0
Candidate 1,2023-10-05,2023-10-12,BEAR_PUT,50,54.2,2710.0,-2710.0,52.92,-2762.92,0.0
Candidate 1,2023-10-12,2023-10-19,BULL_CALL,50,62.4,3120.0,-3120.0,53.81,-3173.81,0.0
Candidate 1,2023-10-25,2023-10-26,BEAR_PUT,50,38.65,1932.5,5567.5,94.04,5473.46,0.0
Candidate 1,2023-11-09,2023-11-16,BULL_CALL,50,55.25,2762.5,4737.5,79.94,4657.56,0.0
Candidate 1,2023-11-22,2023-11-23,BULL_CALL,50,29.2,1460.0,-1460.0,48.92,-1508.92,0.0
Candidate 1,2023-11-29,2023-11-30,BULL_CALL,50,28.5,1425.0,2732.5,56.01,2676.49,0.0
Candidate 1,2023-12-11,2023-12-14,BULL_CALL,50,63.5,3175.0,4325.0,71.93,4253.07,0.0
Candidate 1,2023-12-15,2023-12-21,BULL_CALL,50,76.8,3840.0,-3840.0,54.21,-3894.21,0.0
Candidate 1,2023-12-28,2024-01-04,BULL_CALL,50,63.35,3167.5,-3167.5,61.27,-3228.77,0.0
Candidate 1,2024-01-15,2024-01-18,BULL_CALL,50,30.2,1510.0,-1510.0,53.64,-1563.64,0.0
Candidate 1,2024-01-19,2024-01-25,BEAR_PUT,50,58.25,2912.5,4587.5,75.1,4512.4,0.0
Candidate 1,2024-02-05,2024-02-08,BULL_CALL,50,62.95,3147.5,-3147.5,55.32,-3202.82,0.0
Candidate 1,2024-02-19,2024-02-22,BULL_CALL,50,62.7,3135.0,237.5,60.45,177.05,0.0
Candidate 1,2024-02-23,2024-02-29,BULL_CALL,50,62.2,3110.0,-3110.0,55.92,-3165.92,0.0
Candidate 1,2024-03-04,2024-03-07,BULL_CALL,50,69.35,3467.5,-1290.0,58.76,-1348.76,0.0
Candidate 1,2024-03-07,2024-03-14,BULL_CALL,50,68.25,3412.5,-3412.5,57.21,-3469.71,0.0
Candidate 1,2024-03-20,2024-03-21,BEAR_PUT,50,40.2,2010.0,-2010.0,52.11,-2062.11,0.0
Candidate 1,2024-04-01,2024-04-04,BULL_CALL,50,57.35,2867.5,-2135.0,54.26,-2189.26,0.0
Candidate 1,2024-04-05,2024-04-10,BULL_CALL,50,79.65,3982.5,3517.5,75.05,3442.45,0.0
Candidate 1,2024-04-12,2024-04-18,BULL_CALL,50,55.45,2772.5,-2772.5,53.87,-2826.37,0.0
Candidate 1,2024-04-30,2024-05-02,BULL_CALL,25,48.9,1222.5,-1222.5,48.65,-1271.15,0.0
Candidate 1,2024-05-03,2024-05-09,BULL_CALL,25,37.05,926.25,-926.25,51.39,-977.64,0.0
Candidate 1,2024-05-10,2024-05-16,BEAR_PUT,25,60.2,1505.0,-1505.0,52.27,-1557.27,0.0
Candidate 1,2024-05-22,2024-05-23,BULL_CALL,25,43.95,1098.75,2651.25,65.8,2585.45,0.0
Candidate 1,2024-06-10,2024-06-13,BULL_CALL,25,59.2,1480.0,-257.5,55.88,-313.38,0.0
Candidate 1,2024-06-13,2024-06-20,BULL_CALL,25,37.2,930.0,-505.0,52.37,-557.37,0.0
Candidate 1,2024-06-21,2024-06-27,BULL_CALL,25,51.45,1286.25,2463.75,68.75,2395.0,0.0
Candidate 1,2024-07-02,2024-07-04,BULL_CALL,25,47.8,1195.0,-1141.25,49.07,-1190.32,0.0
Candidate 1,2024-07-04,2024-07-11,BULL_CALL,25,76.8,1920.0,-1920.0,51.75,-1971.75,0.0
Candidate 1,2024-07-15,2024-07-18,BULL_CALL,25,55.3,1382.5,2367.5,56.39,2311.11,0.0
Candidate 1,2024-07-29,2024-08-01,BULL_CALL,25,50.2,1255.0,-982.5,50.77,-1033.27,0.0
Candidate 1,2024-08-06,2024-08-08,BEAR_PUT,25,55.2,1380.0,-555.0,55.77,-610.77,0.0
Candidate 1,2024-08-21,2024-08-22,BULL_CALL,25,39.0,975.0,562.5,51.27,511.23,0.0
Candidate 1,2024-09-13,2024-09-19,BULL_CALL,25,40.3,1007.5,-1007.5,49.7,-1057.2,0.0
Candidate 1,2024-09-23,2024-09-26,BULL_CALL,25,43.25,1081.25,2668.75,67.62,2601.13,0.0
Candidate 1,2024-10-04,2024-10-10,BEAR_PUT,25,47.05,1176.25,2573.75,59.47,2514.28,0.0
Candidate 1,2024-10-18,2024-10-24,BEAR_PUT,25,27.4,685.0,3065.0,62.17,3002.83,0.0
Candidate 1,2024-11-05,2024-11-07,BEAR_PUT,25,41.65,1041.25,-1041.25,53.37,-1094.62,0.0
Candidate 1,2024-11-07,2024-11-14,BULL_CALL,25,64.05,1601.25,-1601.25,54.76,-1656.01,0.0
Candidate 1,2024-11-22,2024-11-28,BEAR_PUT,25,71.3,1782.5,-1782.5,54.75,-1837.25,0.0
Candidate 1,2024-11-28,2024-12-05,BULL_CALL,25,87.2,2180.0,1570.0,78.25,1491.75,0.0
Candidate 1,2024-12-16,2024-12-19,BULL_CALL,25,46.2,1155.0,-1155.0,51.89,-1206.89,0.0
Candidate 1,2025-01-10,2025-01-16,BEAR_PUT,75,43.7,3277.5,7972.5,93.16,7879.34,0.0
Candidate 1,2025-01-22,2025-01-23,BEAR_PUT,75,33.2,2490.0,-2490.0,56.69,-2546.69,0.0
Candidate 1,2025-01-28,2025-01-30,BEAR_PUT,25,57.25,1431.25,-1431.25,52.64,-1483.89,0.0
Candidate 1,2025-02-03,2025-02-06,BULL_CALL,75,70.2,5265.0,5985.0,106.32,5878.68,0.0
Candidate 1,2025-02-13,2025-02-20,BEAR_PUT,75,38.6,2895.0,3618.75,78.41,3540.34,0.0
Candidate 1,2025-02-21,2025-02-27,BEAR_PUT,75,38.6,2895.0,8355.0,101.29,8253.71,0.0
Candidate 1,2025-03-19,2025-03-20,BULL_CALL,75,46.75,3506.25,7743.75,99.63,7644.12,0.0
Candidate 1,2025-04-07,2025-04-09,BEAR_PUT,75,26.1,1957.5,-1957.5,73.29,-2030.79,0.0
Candidate 1,2025-04-21,2025-04-24,BULL_CALL,75,45.2,3390.0,7860.0,103.41,7756.59,0.0
Candidate 1,2025-04-30,2025-05-08,BULL_CALL,75,68.5,5137.5,-5137.5,70.56,-5208.06,0.0
Candidate 1,2025-05-16,2025-05-22,BULL_CALL,75,64.85,4863.75,-4863.75,67.69,-4931.44,0.0
Candidate 1,2025-06-04,2025-06-05,BEAR_PUT,75,50.2,3765.0,-3765.0,56.82,-3821.82,0.0
Candidate 1,2025-06-09,2025-06-12,BULL_CALL,75,44.2,3315.0,-3315.0,61.36,-3376.36,0.0
Candidate 1,2025-06-26,2025-07-03,BULL_CALL,75,65.2,4890.0,3007.5,81.35,2926.15,0.0
Candidate 1,2025-07-11,2025-07-17,BEAR_PUT,75,33.9,2542.5,4098.75,70.11,4028.64,0.0
Candidate 1,2025-07-21,2025-07-24,BEAR_PUT,75,44.6,3345.0,-3345.0,58.19,-3403.19,0.0
Candidate 1,2025-07-28,2025-07-31,BEAR_PUT,75,33.2,2490.0,-2490.0,56.86,-2546.86,0.0
Candidate 1,2025-08-04,2025-08-07,BEAR_PUT,75,54.2,4065.0,-4065.0,62.68,-4127.68,0.0
Candidate 1,2025-08-11,2025-08-14,BEAR_PUT,75,41.0,3075.0,-3075.0,56.93,-3131.93,0.0
Candidate 1,2025-08-19,2025-08-21,BULL_CALL,75,57.25,4293.75,5737.5,75.71,5661.79,0.0
Candidate 1,2025-09-01,2025-09-02,BEAR_PUT,75,33.3,2497.5,-2497.5,51.87,-2549.37,0.0
Candidate 1,2025-09-11,2025-09-16,BULL_CALL,75,67.2,5040.0,6210.0,96.91,6113.09,0.0
Candidate 1,2025-09-17,2025-09-23,BULL_CALL,75,58.25,4368.75,-4368.75,59.08,-4427.83,0.0
Candidate 1,2025-09-26,2025-09-30,BEAR_PUT,75,18.65,1398.75,9018.75,69.81,8948.94,0.0
Candidate 1,2025-10-10,2025-10-14,BULL_CALL,75,53.45,4008.75,-4008.75,55.28,-4064.03,0.0
Candidate 1,2025-10-16,2025-10-20,BULL_CALL,75,53.85,4038.75,7211.25,119.47,7091.78,0.0
Candidate 1,2025-10-28,2025-11-04,BULL_CALL,75,74.3,5572.5,-5572.5,74.72,-5647.22,0.0
Candidate 1,2025-11-06,2025-11-11,BEAR_PUT,75,49.2,3690.0,-3690.0,59.27,-3749.27,0.0
Candidate 1,2025-11-17,2025-11-18,BULL_CALL,75,42.8,3210.0,-3210.0,54.59,-3264.59,0.0
Candidate 1,2025-11-20,2025-11-25,BULL_CALL,75,39.25,2943.75,-2943.75,56.64,-3000.39,0.0
Candidate 1,2025-11-27,2025-12-02,BULL_CALL,75,59.2,4440.0,-4440.0,59.4,-4499.4,0.0
Candidate 1,2025-12-10,2025-12-16,BEAR_PUT,75,49.05,3678.75,-3678.75,57.64,-3736.39,0.0
Candidate 1,2026-01-05,2026-01-06,BULL_CALL,65,33.7,2190.5,-2190.5,49.55,-2240.05,0.0
Candidate 1,2026-01-09,2026-01-13,BEAR_PUT,65,34.7,2255.5,2145.0,60.34,2084.66,0.0
Candidate 1,2026-01-16,2026-01-20,BEAR_PUT,65,47.1,3061.5,6688.5,116.1,6572.4,0.0
Candidate 1,2026-01-20,2026-01-27,BEAR_PUT,65,44.2,2873.0,6877.0,116.09,6760.91,0.0
Candidate 1,2026-01-27,2026-02-03,BEAR_PUT,65,37.05,2408.25,-2408.25,70.01,-2478.26,0.0
Candidate 1,2026-02-04,2026-02-10,BULL_CALL,65,90.15,5859.75,3890.25,89.81,3800.44,0.0
Candidate 1,2026-02-10,2026-02-17,BULL_CALL,65,63.65,4137.25,-4137.25,62.63,-4199.88,0.0
Candidate 1,2026-02-20,2026-02-24,BEAR_PUT,65,42.75,2778.75,-2778.75,60.28,-2839.03,0.0
Candidate 1,2026-02-25,2026-03-02,BEAR_PUT,65,63.1,4101.5,5648.5,147.87,5500.63,0.0
Candidate 1,2026-03-02,2026-03-10,BEAR_PUT,65,21.0,1365.0,8385.0,111.01,8273.99,0.0
