start_capital,sizing_type,param_val,ending_capital,cagr_pct,max_dd_inr,max_dd_pct,max_losing_streak,skipped_trades,risk_of_ruin,candidate_id,candidate_name,period
100000.0,RISK_PCT,0.05,247839.94,12.61,130088.45,40.59,7,0,0,Candidate HF-3,Multi-Strategy Portfolio (Breakout Debit + Trend Credit),7.6Y_SECONDARY
100000.0,RISK_PCT,0.08,201444.85,15.04,190500.95,62.69,7,0,0,Candidate HF-3,Multi-Strategy Portfolio (Breakout Debit + Trend Credit),5Y_PRIMARY
100000.0,RISK_PCT,0.08,189952.34,8.76,198444.35,66.43,7,0,0,Candidate HF-3,Multi-Strategy Portfolio (Breakout Debit + Trend Credit),7.6Y_SECONDARY
100000.0,RISK_PCT,0.1,114680.52,2.78,224409.9,81.93,7,0,0,Candidate HF-3,Multi-Strategy Portfolio (Breakout Debit + Trend Credit),5Y_PRIMARY
100000.0,RISK_PCT,0.1,111715.13,1.46,143118.66,67.35,7,0,0,Candidate HF-3,Multi-Strategy Portfolio (Breakout Debit + Trend Credit),7.6Y_SECONDARY
100000.0,RISK_PCT,0.12,88597.26,-2.39,209502.71,86.15,7,0,0,Candidate HF-3,Multi-Strategy Portfolio (Breakout Debit + Trend Credit),5Y_PRIMARY
100000.0,RISK_PCT,0.12,48434.82,-9.05,144033.29,84.88,7,0,0,Candidate HF-3,Multi-Strategy Portfolio (Breakout Debit + Trend Credit),7.6Y_SECONDARY
100000.0,RISK_PCT,0.15,32423.34,-20.17,207280.48,93.85,7,0,0,Candidate HF-3,Multi-Strategy Portfolio (Breakout Debit + Trend Credit),5Y_PRIMARY
100000.0,RISK_PCT,0.15,658.71,-99.99,107039.61,99.39,7,34,1,Candidate HF-3,Multi-Strategy Portfolio (Breakout Debit + Trend Credit),7.6Y_SECONDARY
100000.0,FIXED_LOT,1.0,43885.66,-10.22,81325.52,71.96,7,0,0,Candidate HF-3,Multi-Strategy Portfolio (Breakout Debit + Trend Credit),7.6Y_SECONDARY
100000.0,FIXED_FRACTION,0.15,658.71,-99.99,107039.61,99.39,7,34,1,Candidate HF-3,Multi-Strategy Portfolio (Breakout Debit + Trend Credit),7.6Y_SECONDARY
100000.0,FIXED_FRACTION,0.25,56.66,-99.99,99943.34,99.94,4,399,1,Candidate HF-3,Multi-Strategy Portfolio (Breakout Debit + Trend Credit),7.6Y_SECONDARY
