datetime,open,high,low,close,volume
2026-01-02,9.1899995803833,9.5600004196167,8.970000267028809,9.449999809265137,0
2026-01-05,9.449999809265137,10.220000267028809,9.289999961853027,10.020000457763672,0
2026-01-06,10.020000457763672,10.289999961853027,9.649999618530273,10.020000457763672,0
2026-01-07,10.020000457763672,10.239999771118164,9.75,9.949999809265137,0
2026-01-08,9.949999809265137,10.989999771118164,9.479999542236328,10.600000381469727,0
2026-01-09,10.600000381469727,11.039999961853027,10.220000267028809,10.930000305175781,0
2026-01-12,10.930000305175781,11.949999809265137,10.520000457763672,11.369999885559082,0
2026-01-13,11.369999885559082,11.680000305175781,10.640000343322754,11.199999809265137,0
2026-01-14,11.199999809265137,11.470000267028809,11.010000228881836,11.319999694824219,0
2026-01-16,11.319999694824219,11.579999923706055,10.880000114440918,11.369999885559082,0
2026-01-19,11.369999885559082,12.130000114440918,10.390000343322754,11.829999923706055,0
2026-01-20,11.829999923706055,12.899999618530273,11.0,12.729999542236328,0
2026-01-21,12.729999542236328,14.430000305175781,12.430000305175781,13.779999732971191,0
2026-01-22,13.779999732971191,14.329999923706055,12.90999984741211,13.350000381469727,0
2026-01-23,13.350000381469727,14.430000305175781,12.279999732971191,14.1899995803833,0
2026-01-27,14.1899995803833,16.059999465942383,13.920000076293945,14.449999809265137,0
2026-01-28,14.449999809265137,14.510000228881836,13.4399995803833,13.529999732971191,0
2026-01-29,13.529999732971191,14.1899995803833,13.069999694824219,13.369999885559082,0
2026-01-30,13.369999885559082,14.229999542236328,12.880000114440918,13.630000114440918,0
2026-02-02,15.100000381469727,15.550000190734863,13.579999923706055,13.869999885559082,0
2026-02-03,13.869999885559082,15.470000267028809,11.850000381469727,12.899999618530273,0
2026-02-04,12.899999618530273,13.149999618530273,12.0600004196167,12.25,0
2026-02-05,12.25,12.550000190734863,10.9399995803833,12.170000076293945,0
2026-02-06,12.170000076293945,12.350000381469727,11.15999984741211,11.9399995803833,0
2026-02-09,11.9399995803833,12.279999732971191,10.670000076293945,12.1899995803833,0
2026-02-10,12.1899995803833,12.1899995803833,10.359999656677246,11.670000076293945,0
2026-02-11,11.670000076293945,11.710000038146973,10.5600004196167,11.550000190734863,0
2026-02-12,11.550000190734863,12.109999656677246,10.850000381469727,11.729999542236328,0
2026-02-13,11.729999542236328,13.579999923706055,10.960000038146973,13.289999961853027,0
2026-02-16,13.289999961853027,13.829999923706055,13.239999771118164,13.329999923706055,0
2026-02-17,13.329999923706055,13.479999542236328,11.630000114440918,12.670000076293945,0
