date,option_type,spot_entry,spot_exit,option_entry_prem,option_exit_prem,pnl,return_pct,win,exit_reason,capital_after,parsed_date,month
2026-01-02,CE,26197.55078125,26318.93819754464,100.0,166.76307896205358,1655.196080849784,66.76307896205358,True,TARGET_OPTIMISTIC,137465.07105097987,2026-01-02,2026-01
2026-02-24,PE,25609.349609375,25421.825648716516,100.0,203.13817836216518,2562.350137901742,103.13817836216516,True,TARGET_HIT,140027.42118888162,2026-02-24,2026-02
2026-02-27,PE,25400.94921875,25207.098493303572,100.0,206.6178989955357,2649.130455812291,106.61789899553573,True,TARGET_OPTIMISTIC,142676.55164469391,2026-02-27,2026-02
2026-03-02,PE,25141.30078125,24923.182094029016,100.0,219.96527797154016,2981.999071672494,119.96527797154017,True,TARGET_HIT,145658.55071636642,2026-03-02,2026-03
2026-05-29,PE,23858.25,23630.437395368303,100.0,225.29693254743304,3114.9645386838642,125.29693254743304,True,TARGET_OPTIMISTIC,148773.51525505027,2026-05-29,2026-05
2026-07-17,CE,24186.5,24366.01545061384,100.0,198.7334978376116,2452.5023608849665,98.73349783761161,True,TARGET_OPTIMISTIC,151226.01761593524,2026-07-17,2026-07
2026-07-29,CE,24041.150390625,24201.112060546875,100.0,187.97891845703126,2184.2952500350953,87.97891845703126,True,TARGET_HIT,153410.31286597034,2026-07-29,2026-07
2026-07-31,CE,24342.94921875,24383.599609375,100.0,122.35771484375,547.7762557739259,22.357714843750003,True,EOD_CLOSE,153958.08912174427,2026-07-31,2026-07
