date,option_type,spot_entry,spot_exit,option_entry_prem,option_exit_prem,pnl,return_pct,win,exit_reason,capital_after
2026-01-02,CE,26197.55078125,26157.088309151786,100.0,77.74564034598214,-564.7986936165946,-22.254359654017858,False,STOP_CONSERVATIVE,84763.70779287
2026-02-24,PE,25609.349609375,25421.825648716516,100.0,203.13817836216518,2562.350137901742,103.13817836216516,True,TARGET_HIT,87326.05793077174
2026-02-27,PE,25400.94921875,25465.56612723214,100.0,64.46070033482142,-896.1101519374303,-35.539299665178575,False,STOP_CONSERVATIVE,86429.9477788343
2026-03-02,PE,25141.30078125,24923.182094029016,100.0,219.96527797154016,2981.999071672494,119.96527797154017,True,TARGET_HIT,89411.9468505068
2026-05-29,PE,23858.25,23934.187534877234,100.0,58.23435581752232,-1051.388179561288,-41.76564418247768,False,STOP_CONSERVATIVE,88360.55867094552
2026-07-17,CE,24186.5,24126.661516462053,100.0,67.08883405412946,-830.567453628322,-32.911165945870536,False,STOP_CONSERVATIVE,87529.9912173172
2026-07-29,CE,24041.150390625,24201.112060546875,100.0,187.97891845703126,2184.2952500350953,87.97891845703126,True,TARGET_HIT,89714.2864673523
2026-07-31,CE,24342.94921875,24383.599609375,100.0,122.35771484375,547.7762557739259,22.357714843750003,True,EOD_CLOSE,90262.06272312622
