TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-08-27,2026-08-27,FO,NSE,IDO,47095,,NIFTY,,2026-09-01,2026-09-01,26650.0,PE,NIFTY2690126650PE,0.0,0.0,0.0,2313.1,0.0,2313.1,24090.85,2537.04,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,47076,,NIFTY,,2026-09-01,2026-09-01,26250.0,PE,NIFTY2690126250PE,0.0,0.0,0.0,1944.45,0.0,1944.45,24090.85,2137.37,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,47072,,NIFTY,,2026-09-01,2026-09-01,26150.0,PE,NIFTY2690126150PE,0.0,0.0,0.0,1854.75,0.0,1854.75,24090.85,2037.45,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,47062,,NIFTY,,2026-09-01,2026-09-01,25900.0,PE,NIFTY2690125900PE,0.0,0.0,0.0,1500.0,1500.0,1500.0,24090.85,1787.67,260,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,47056,,NIFTY,,2026-09-01,2026-09-01,25750.0,PE,NIFTY2690125750PE,0.0,0.0,0.0,1508.85,0.0,1508.85,24090.85,1637.81,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,47038,,NIFTY,,2026-09-01,2026-09-01,25300.0,PE,NIFTY2690125300PE,1008.35,1124.5,1008.35,1109.9,1124.5,941.25,24090.85,1109.9,20540,1430,370,633525340.5,252,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,46998,,NIFTY,,2026-09-01,2026-09-01,24300.0,PE,NIFTY2690124300PE,86.65,185.0,80.1,162.35,175.35,85.85,24090.85,162.35,4942600,-854230,1783737,2832887866711.5,968545,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,46988,,NIFTY,,2026-09-01,2026-09-01,24050.0,PE,NIFTY2690124050PE,18.95,57.25,17.4,46.65,52.45,22.9,24090.85,46.65,2401490,918450,918664,1438456794056.75,373165,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,46944,,NIFTY,,2026-09-01,2026-09-01,22950.0,PE,NIFTY2690122950PE,1.55,2.25,1.15,1.45,1.5,1.8,24090.85,1.45,135265,66430,20080,29956339598.25,6706,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,46920,,NIFTY,,2026-09-01,2026-09-01,22350.0,PE,NIFTY2690122350PE,1.15,1.4,0.75,1.05,1.1,1.15,24090.85,1.05,42965,13065,2417,3511463868.25,1316,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,74653,,NIFTY,,2031-06-24,2031-06-24,27000.0,CE,NIFTY31JUN27000CE,0.0,0.0,0.0,5699.0,0.0,5699.0,24090.85,5782.62,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,55702,,NIFTY,,2030-12-31,2030-12-31,21000.0,CE,NIFTY30DEC21000CE,0.0,0.0,0.0,10552.5,0.0,10552.5,24090.85,8632.72,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,64387,,NIFTY,,2026-11-23,2026-11-23,23800.0,CE,NIFTY26NOV23800CE,1059.7,1059.7,960.0,960.0,960.0,1067.85,24090.85,1132.02,260,195,5,8058215.75,5,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,55332,,NIFTY,,2026-12-29,2026-12-29,31500.0,CE,NIFTY26DEC31500CE,6.45,6.45,5.8,6.05,6.05,6.15,24090.85,6.05,31070,65,13,26622709.75,9,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,80272,,NIFTY,,2027-03-30,2027-03-30,24000.0,CE,NIFTY27MAR24000CE,1545.0,1553.85,1475.0,1483.35,1476.1,1568.55,24090.85,1483.35,390390,4225,463,767734058.0,311,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,47034,,NIFTY,,2026-09-01,2026-09-01,25200.0,PE,NIFTY2690125200PE,927.65,1025.0,922.3,1018.65,1016.4,867.15,24090.85,1018.65,40105,390,114,194137365.5,101,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,47107,,NIFTY,,2026-09-01,2026-09-01,26900.0,PE,NIFTY2690126900PE,0.0,0.0,0.0,2549.75,0.0,2549.75,24090.85,2786.83,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,42588,,NIFTY,,2026-09-08,2026-09-08,22900.0,PE,NIFTY2690822900PE,4.15,5.65,3.7,4.95,5.4,4.55,24090.85,4.95,119925,23270,4117,6129393773.75,2135,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,42636,,NIFTY,,2026-09-08,2026-09-08,23900.0,PE,NIFTY2690823900PE,33.05,64.75,29.95,57.95,61.15,31.8,24090.85,57.95,1262105,23335,39478,61450918737.0,24726,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,47258,,NIFTY,,2026-09-15,2026-09-15,22500.0,PE,NIFTY2691522500PE,4.85,6.8,4.25,5.85,6.05,5.15,24090.85,5.85,68900,28990,1198,1752514263.5,462,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,47294,,NIFTY,,2026-09-15,2026-09-15,23400.0,PE,NIFTY2691523400PE,15.0,27.9,14.25,22.45,22.0,15.65,24090.85,22.45,70265,6175,736,1120389738.0,346,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,73884,,NIFTY,,2026-09-29,2026-09-29,22450.0,PE,NIFTY26SEP22450PE,12.55,15.5,12.1,14.45,15.5,12.5,24090.85,14.45,26195,3250,174,254056582.0,88,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,64356,,NIFTY,,2026-11-23,2026-11-23,23250.0,PE,NIFTY26NOV23250PE,0.0,0.0,0.0,249.65,0.0,249.65,24090.85,293.37,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,64471,,NIFTY,,2026-11-23,2026-11-23,25450.0,PE,NIFTY26NOV25450PE,0.0,0.0,0.0,1217.0,0.0,1217.0,24090.85,1351.49,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,47117,,NIFTY,,2026-09-01,2026-09-01,27150.0,CE,NIFTY2690127150CE,0.6,0.85,0.4,0.5,0.45,0.55,24090.85,0.5,53755,21190,2362,4168429177.25,768,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,42579,,NIFTY,,2026-09-08,2026-09-08,22700.0,CE,NIFTY2690822700CE,0.0,0.0,0.0,2071.05,0.0,2071.05,24090.85,1440.59,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,47041,,NIFTY,,2026-09-01,2026-09-01,25400.0,CE,NIFTY2690125400CE,1.15,2.25,1.0,1.25,1.15,1.25,24090.85,1.25,3088930,1135485,237862,392732849483.0,62357,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,64475,,NIFTY,,2026-11-23,2026-11-23,25550.0,CE,NIFTY26NOV25550CE,0.0,0.0,0.0,446.95,0.0,446.95,24090.85,363.21,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,64470,,NIFTY,,2026-11-23,2026-11-23,25450.0,CE,NIFTY26NOV25450CE,0.0,0.0,0.0,479.65,0.0,479.65,24090.85,391.68,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,64421,,NIFTY,,2026-11-23,2026-11-23,24600.0,CE,NIFTY26NOV24600CE,465.0,465.0,448.95,448.95,448.95,832.15,24090.85,706.2,65,65,2,3257406.75,2,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,64407,,NIFTY,,2026-11-23,2026-11-23,24250.0,CE,NIFTY26NOV24250CE,0.0,0.0,0.0,1018.2,0.0,1018.2,24090.85,876.63,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,64377,,NIFTY,,2026-11-23,2026-11-23,23600.0,CE,NIFTY26NOV23600CE,0.0,0.0,0.0,1427.05,0.0,1427.05,24090.85,1258.46,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,64363,,NIFTY,,2026-11-23,2026-11-23,23450.0,CE,NIFTY26NOV23450CE,0.0,0.0,0.0,1533.6,0.0,1533.6,24090.85,1358.34,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,64361,,NIFTY,,2026-11-23,2026-11-23,23400.0,CE,NIFTY26NOV23400CE,0.0,0.0,0.0,1569.75,0.0,1569.75,24090.85,1392.56,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,64347,,NIFTY,,2026-11-23,2026-11-23,23100.0,CE,NIFTY26NOV23100CE,0.0,0.0,0.0,1793.9,0.0,1793.9,24090.85,1607.72,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,64291,,NIFTY,,2026-11-23,2026-11-23,22700.0,CE,NIFTY26NOV22700CE,0.0,0.0,0.0,2115.1,0.0,2115.1,24090.85,1917.49,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,51540,,NIFTY,,2026-10-27,2026-10-27,27200.0,CE,NIFTY26OCT27200CE,0.0,0.0,0.0,92.4,0.0,92.4,24090.85,33.5,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,51476,,NIFTY,,2026-10-27,2026-10-27,25650.0,CE,NIFTY26OCT25650CE,49.95,50.3,43.9,44.1,43.95,54.05,24090.85,44.1,8905,-845,57,95210102.0,37,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,51446,,NIFTY,,2026-10-27,2026-10-27,25150.0,CE,NIFTY26OCT25150CE,0.0,0.0,0.0,479.95,0.0,479.95,24090.85,328.54,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,51442,,NIFTY,,2026-10-27,2026-10-27,25050.0,CE,NIFTY26OCT25050CE,0.0,0.0,0.0,424.0,424.0,424.0,24090.85,359.5,1365,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,51354,,NIFTY,,2026-10-27,2026-10-27,23050.0,CE,NIFTY26OCT23050CE,0.0,0.0,0.0,1446.75,1446.75,1446.75,24090.85,1468.6,65,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,51352,,NIFTY,,2026-10-27,2026-10-27,23000.0,CE,NIFTY26OCT23000CE,1508.0,1536.65,1440.0,1452.55,1440.0,1599.45,24090.85,1452.55,39130,8645,193,306968613.25,153,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,74501,,NIFTY,,2026-09-29,2026-09-29,27050.0,CE,NIFTY26SEP27050CE,3.2,3.2,3.0,3.0,3.0,2.95,24090.85,5.17,3965,-260,7,12309154.0,7,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,74463,,NIFTY,,2026-09-29,2026-09-29,26150.0,CE,NIFTY26SEP26150CE,0.0,0.0,0.0,215.05,0.0,215.05,24090.85,31.1,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,74368,,NIFTY,,2026-09-29,2026-09-29,25100.0,CE,NIFTY26SEP25100CE,49.0,52.4,35.15,38.25,35.8,53.9,24090.85,38.25,784355,60710,17655,28851850755.0,10233,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,74045,,NIFTY,,2026-09-29,2026-09-29,23800.0,CE,NIFTY26SEP23800CE,687.15,691.25,585.0,602.1,589.0,720.45,24090.85,602.1,94250,20150,1049,1665829587.5,743,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,73995,,NIFTY,,2026-09-29,2026-09-29,23550.0,CE,NIFTY26SEP23550CE,900.0,900.0,900.0,900.0,900.0,944.65,24090.85,879.14,1235,195,6,9535500.0,2,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,73921,,NIFTY,,2026-09-29,2026-09-29,23250.0,CE,NIFTY26SEP23250CE,1052.8,1052.8,1052.8,1052.8,1052.8,1306.9,24090.85,1052.8,325,0,2,3159364.0,2,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,73881,,NIFTY,,2026-09-29,2026-09-29,22400.0,CE,NIFTY26SEP22400CE,0.0,0.0,0.0,1741.4,1738.55,1741.4,24090.85,1848.71,195,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,73875,,NIFTY,,2026-09-29,2026-09-29,22250.0,CE,NIFTY26SEP22250CE,0.0,0.0,0.0,2117.8,0.0,2117.8,24090.85,1990.55,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,73871,,NIFTY,,2026-09-29,2026-09-29,22150.0,CE,NIFTY26SEP22150CE,0.0,0.0,0.0,2200.35,0.0,2200.35,24090.85,2086.16,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,58023,,NIFTY,,2026-09-22,2026-09-22,25950.0,CE,NIFTY2692225950CE,0.0,0.0,0.0,58.4,0.0,58.4,24090.85,24.03,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,58012,,NIFTY,,2026-09-22,2026-09-22,25850.0,CE,NIFTY2692225850CE,0.0,0.0,0.0,68.3,0.0,68.3,24090.85,29.55,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,57916,,NIFTY,,2026-09-22,2026-09-22,25450.0,CE,NIFTY2692225450CE,0.0,0.0,0.0,123.25,0.0,123.25,24090.85,63.94,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,57783,,NIFTY,,2026-09-22,2026-09-22,24900.0,CE,NIFTY2692224900CE,57.85,62.35,40.4,44.35,40.4,66.25,24090.85,44.35,8190,2275,245,397286929.0,174,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,57142,,NIFTY,,2026-09-22,2026-09-22,23950.0,CE,NIFTY2692223950CE,502.8,502.8,469.75,491.6,491.6,590.15,24090.85,546.85,390,0,3,4765419.75,3,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,57082,,NIFTY,,2026-09-22,2026-09-22,23750.0,CE,NIFTY2692223750CE,670.5,686.25,670.5,686.25,686.25,625.55,24090.85,670.67,260,0,2,3175688.75,2,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,56978,,NIFTY,,2026-09-22,2026-09-22,23150.0,CE,NIFTY2692223150CE,0.0,0.0,0.0,1248.7,0.0,1248.7,24090.85,1122.3,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,56967,,NIFTY,,2026-09-22,2026-09-22,23100.0,CE,NIFTY2692223100CE,0.0,0.0,0.0,1289.85,0.0,1289.85,24090.85,1164.47,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,56949,,NIFTY,,2026-09-22,2026-09-22,23000.0,CE,NIFTY2692223000CE,0.0,0.0,0.0,1373.75,0.0,1373.75,24090.85,1250.5,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,56935,,NIFTY,,2026-09-22,2026-09-22,22850.0,CE,NIFTY2692222850CE,0.0,0.0,0.0,1503.15,0.0,1503.15,24090.85,1383.33,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,56903,,NIFTY,,2026-09-22,2026-09-22,22650.0,CE,NIFTY2692222650CE,0.0,0.0,0.0,1681.55,0.0,1681.55,24090.85,1566.35,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,56865,,NIFTY,,2026-09-22,2026-09-22,22500.0,CE,NIFTY2692222500CE,0.0,0.0,0.0,1819.0,0.0,1819.0,24090.85,1707.15,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,56863,,NIFTY,,2026-09-22,2026-09-22,22450.0,CE,NIFTY2692222450CE,0.0,0.0,0.0,1865.4,0.0,1865.4,24090.85,1754.63,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,47439,,NIFTY,,2026-09-15,2026-09-15,26150.0,CE,NIFTY2691526150CE,0.0,0.0,0.0,3.25,3.25,3.25,24090.85,5.48,1560,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,47333,,NIFTY,,2026-09-15,2026-09-15,24350.0,CE,NIFTY2691524350CE,211.5,214.55,145.05,153.25,147.0,222.0,24090.85,153.25,42510,10790,971,1547674128.0,683,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,55288,,NIFTY,,2026-09-29,2026-09-29,28500.0,CE,NIFTY26SEP28500CE,1.45,1.45,1.15,1.35,1.15,1.4,24090.85,1.35,571545,-130,52,96334329.0,33,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,55290,,NIFTY,,2026-09-29,2026-09-29,31500.0,CE,NIFTY26SEP31500CE,1.3,1.3,1.3,1.3,1.3,1.5,24090.85,1.3,17225,0,2,4095169.0,1,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,51374,,NIFTY,,2026-10-27,2026-10-27,23550.0,CE,NIFTY26OCT23550CE,0.0,0.0,0.0,1244.0,0.0,1244.0,24090.85,1103.83,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,51400,,NIFTY,,2026-10-27,2026-10-27,24150.0,CE,NIFTY26OCT24150CE,573.05,574.3,530.6,540.4,530.6,636.05,24090.85,540.4,1300,260,26,41752795.5,24,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,51406,,NIFTY,,2026-10-27,2026-10-27,24300.0,CE,NIFTY26OCT24300CE,533.2,540.0,434.15,446.5,437.0,533.2,24090.85,446.5,112645,16445,1346,2166538851.75,1165,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,51426,,NIFTY,,2026-10-27,2026-10-27,24700.0,CE,NIFTY26OCT24700CE,297.75,297.75,242.4,252.25,242.95,313.1,24090.85,252.25,191945,8385,831,1348617309.0,508,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,51506,,NIFTY,,2026-10-27,2026-10-27,26400.0,CE,NIFTY26OCT26400CE,0.0,0.0,0.0,186.25,0.0,186.25,24090.85,90.31,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,51526,,NIFTY,,2026-10-27,2026-10-27,26900.0,CE,NIFTY26OCT26900CE,9.0,9.0,7.45,8.5,8.65,8.55,24090.85,8.5,17745,585,41,71710704.0,25,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,64342,,NIFTY,,2026-11-23,2026-11-23,23050.0,CE,NIFTY26NOV23050CE,0.0,0.0,0.0,1832.8,0.0,1832.8,24090.85,1645.05,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,64441,,NIFTY,,2026-11-23,2026-11-23,25050.0,CE,NIFTY26NOV25050CE,0.0,0.0,0.0,628.4,0.0,628.4,24090.85,522.9,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,47190,,NIFTY,,2026-12-29,2026-12-29,33000.0,CE,NIFTY26DEC33000CE,4.15,4.3,4.1,4.1,4.1,4.15,24090.85,0.71,105950,520,31,66503329.75,8,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,80274,,NIFTY,,2027-03-30,2027-03-30,25500.0,CE,NIFTY27MAR25500CE,685.0,691.1,632.6,641.4,637.0,690.15,24090.85,641.4,595920,13715,1597,2715022524.5,999,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,55374,,NIFTY,,2027-06-29,2027-06-29,22500.0,CE,NIFTY27JUN22500CE,0.0,0.0,0.0,5539.6,0.0,5539.6,24090.85,3177.02,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,55422,,NIFTY,,2027-12-28,2027-12-28,19500.0,CE,NIFTY27DEC19500CE,0.0,0.0,0.0,8684.7,0.0,8684.7,24090.85,6319.37,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,53631,,NIFTY,,2027-12-28,2027-12-28,27000.0,CE,NIFTY27DEC27000CE,1129.8,1131.0,1100.0,1102.75,1103.0,1144.2,24090.85,1102.75,43760,1170,84,153496804.5,78,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,47196,,NIFTY,,2028-06-27,2028-06-27,33000.0,CE,NIFTY28JUN33000CE,0.0,0.0,0.0,2004.15,0.0,2004.15,24090.85,600.38,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,55556,,NIFTY,,2029-06-26,2029-06-26,16500.0,CE,NIFTY29JUN16500CE,0.0,0.0,0.0,12587.95,0.0,12587.95,24090.85,10423.85,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,60910,,NIFTY,,2030-06-25,2030-06-25,27000.0,CE,NIFTY30JUN27000CE,0.0,0.0,0.0,6972.5,0.0,6972.5,24090.85,4643.98,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,74643,,NIFTY,,2031-06-24,2031-06-24,19500.0,CE,NIFTY31JUN19500CE,0.0,0.0,0.0,9840.6,0.0,9840.6,24090.85,10082.67,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,74651,,NIFTY,,2031-06-24,2031-06-24,25500.0,CE,NIFTY31JUN25500CE,0.0,0.0,0.0,6409.8,0.0,6409.8,24090.85,6527.41,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,46924,,NIFTY,,2026-09-01,2026-09-01,22450.0,PE,NIFTY2690122450PE,1.15,1.5,0.8,1.05,0.95,1.2,24090.85,1.05,81185,-18200,11080,16169283971.75,4084,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,46968,,NIFTY,,2026-09-01,2026-09-01,23550.0,PE,NIFTY2690123550PE,3.1,5.35,2.45,3.75,3.95,3.2,24090.85,3.75,632710,116935,167129,255872045884.0,34385,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,46996,,NIFTY,,2026-09-01,2026-09-01,24250.0,PE,NIFTY2690124250PE,65.8,150.0,62.05,128.85,143.1,67.85,24090.85,128.85,2634450,-177580,1550580,2454808886055.5,861205,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,47054,,NIFTY,,2026-09-01,2026-09-01,25700.0,PE,NIFTY2690125700PE,0.0,0.0,0.0,1213.95,1213.95,1213.95,24090.85,1587.87,130,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,47060,,NIFTY,,2026-09-01,2026-09-01,25850.0,PE,NIFTY2690125850PE,0.0,0.0,0.0,1593.2,0.0,1593.2,24090.85,1737.71,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,47084,,NIFTY,,2026-09-01,2026-09-01,26450.0,PE,NIFTY2690126450PE,0.0,0.0,0.0,2127.0,0.0,2127.0,24090.85,2337.2,0,0,0,0.0,0,F1,65,,,,,
2026-08-27,2026-08-27,FO,NSE,IDO,47086,,NIFTY,,2026-09-01,2026-09-01,26500.0,PE,NIFTY2690126500PE,2223.0,2223.0,2223.0,2223.0,2223.0,2153.0,24090.85,2387.16,325,0,1,1866995.0,1,F1,65,,,,,
