TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-09-15,2026-09-15,FO,NSE,IDO,47422,,NIFTY,,2026-09-15,2026-09-15,25900.0,PE,NIFTY2691525900PE,0.0,0.0,0.0,1387.75,0.0,1387.75,23118.6,23118.6,0,0,0,0.0,0,F1,65,,,,,
2026-09-15,2026-09-15,FO,NSE,IDO,74502,,NIFTY,,2026-09-29,2026-09-29,27050.0,PE,NIFTY26SEP27050PE,0.0,0.0,0.0,2869.35,0.0,2869.35,23118.6,3870.46,0,0,0,0.0,0,F1,65,,,,,
2026-09-15,2026-09-15,FO,NSE,IDO,74482,,NIFTY,,2026-09-29,2026-09-29,26500.0,PE,NIFTY26SEP26500PE,2980.0,3315.0,2978.15,3252.8,3252.65,3008.0,23118.6,3252.8,842790,-1690,84,161887696.75,79,F1,65,,,,,
2026-09-15,2026-09-15,FO,NSE,IDO,74466,,NIFTY,,2026-09-29,2026-09-29,26200.0,PE,NIFTY26SEP26200PE,2680.0,2820.0,2680.0,2820.0,2820.0,2734.0,23118.6,3022.38,37050,-715,20,37689600.0,4,F1,65,,,,,
2026-09-15,2026-09-15,FO,NSE,IDO,74423,,NIFTY,,2026-09-29,2026-09-29,25850.0,PE,NIFTY26SEP25850PE,0.0,0.0,0.0,1859.75,0.0,1859.75,23118.6,2673.21,0,0,0,0.0,0,F1,65,,,,,
2026-09-15,2026-09-15,FO,NSE,IDO,74358,,NIFTY,,2026-09-29,2026-09-29,24800.0,PE,NIFTY26SEP24800PE,1310.0,1610.0,1300.45,1581.1,1579.0,1319.75,23118.6,1581.1,347165,-5330,258,439940848.75,191,F1,65,,,,,
2026-09-15,2026-09-15,FO,NSE,IDO,74240,,NIFTY,,2026-09-29,2026-09-29,24450.0,PE,NIFTY26SEP24450PE,1037.0,1263.15,1030.85,1228.25,1227.25,968.0,23118.6,1228.25,86060,-910,80,133167313.5,50,F1,65,,,,,
2026-09-15,2026-09-15,FO,NSE,IDO,74006,,NIFTY,,2026-09-29,2026-09-29,23650.0,PE,NIFTY26SEP23650PE,269.9,532.2,266.95,490.35,501.1,313.65,23118.6,490.35,219765,-1235,2614,4081397914.75,1555,F1,65,,,,,
2026-09-15,2026-09-15,FO,NSE,IDO,74004,,NIFTY,,2026-09-29,2026-09-29,23600.0,PE,NIFTY26SEP23600PE,225.05,497.2,220.0,451.1,457.1,285.65,23118.6,451.1,1542190,-38025,34461,53712091576.0,21842,F1,65,,,,,
2026-09-15,2026-09-15,FO,NSE,IDO,65899,,NIFTY,,2026-09-29,2026-09-29,23000.0,PE,NIFTY26SEP23000PE,61.05,167.4,60.0,149.7,148.7,85.75,23118.6,149.7,6543460,215825,127006,190800406329.0,69351,F1,65,,,,,
2026-09-15,2026-09-15,FO,NSE,IDO,73900,,NIFTY,,2026-09-29,2026-09-29,22900.0,PE,NIFTY26SEP22900PE,57.0,135.0,46.65,120.8,121.0,69.9,23118.6,120.8,813930,-26520,32591,48698783237.0,20637,F1,65,,,,,
2026-09-15,2026-09-15,FO,NSE,IDO,58033,,NIFTY,,2026-09-22,2026-09-22,26050.0,PE,NIFTY2692226050PE,0.0,0.0,0.0,1794.15,0.0,1794.15,23118.6,2902.04,0,0,0,0.0,0,F1,65,,,,,
2026-09-15,2026-09-15,FO,NSE,IDO,57053,,NIFTY,,2026-09-22,2026-09-22,23650.0,PE,NIFTY2692223650PE,218.25,526.3,204.75,480.85,478.7,283.7,23118.6,480.85,215410,93080,12093,18850867259.25,9095,F1,65,,,,,
2026-09-15,2026-09-15,FO,NSE,IDO,57030,,NIFTY,,2026-09-22,2026-09-22,23550.0,PE,NIFTY2692223550PE,168.2,436.25,153.5,395.35,391.85,222.65,23118.6,395.35,154895,-32695,26672,41270197026.5,18819,F1,65,,,,,
2026-09-15,2026-09-15,FO,NSE,IDO,57022,,NIFTY,,2026-09-22,2026-09-22,23500.0,PE,NIFTY2692223500PE,112.2,393.15,112.2,355.05,355.0,196.6,23118.6,355.05,2412475,220220,240330,370866663358.75,147883,F1,65,,,,,
2026-09-15,2026-09-15,FO,NSE,IDO,57002,,NIFTY,,2026-09-22,2026-09-22,23400.0,PE,NIFTY2692223400PE,115.7,318.1,100.25,285.6,285.05,154.8,23118.6,285.6,2980315,595595,312034,478599496310.0,180398,F1,65,,,,,
2026-09-15,2026-09-15,FO,NSE,IDO,56904,,NIFTY,,2026-09-22,2026-09-22,22650.0,PE,NIFTY2692222650PE,18.25,39.95,13.05,36.2,35.7,27.0,23118.6,36.2,480415,272090,38386,56581357335.75,24669,F1,65,,,,,
2026-09-15,2026-09-15,FO,NSE,IDO,56862,,NIFTY,,2026-09-22,2026-09-22,22400.0,PE,NIFTY2692222400PE,12.0,20.3,8.0,18.25,17.55,17.5,23118.6,18.25,1833975,1203605,140335,204445671644.5,55180,F1,65,,,,,
2026-09-15,2026-09-15,FO,NSE,IDO,56684,,NIFTY,,2026-09-22,2026-09-22,21650.0,PE,NIFTY2692221650PE,5.85,5.9,2.95,4.5,4.2,4.7,23118.6,4.5,1289600,1289600,39644,55799518268.0,10378,F1,65,,,,,
2026-09-15,2026-09-15,FO,NSE,IDO,47440,,NIFTY,,2026-09-15,2026-09-15,26150.0,PE,NIFTY2691526150PE,0.0,0.0,0.0,1603.05,0.0,1603.05,23118.6,23118.6,0,0,0,0.0,0,F1,65,,,,,
2026-09-15,2026-09-15,FO,NSE,IDO,47392,,NIFTY,,2026-09-15,2026-09-15,25500.0,PE,NIFTY2691525500PE,2010.0,2389.05,2005.85,2316.7,2386.35,2049.95,23118.6,23118.6,16445,-45890,964,1733391084.75,600,F1,65,,,,,
2026-09-15,2026-09-15,FO,NSE,IDO,47278,,NIFTY,,2026-09-15,2026-09-15,23000.0,PE,NIFTY2691523000PE,2.25,7.2,0.05,1.9,0.05,13.25,23118.6,23118.6,10538840,-1820325,8672206,12966336190951.0,1319176,F1,65,,,,,
