TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-06-18,2026-06-18,FO,NSE,IDO,62052,,NIFTY,,2026-08-25,2026-08-25,26100.0,PE,NIFTY26AUG26100PE,0.0,0.0,0.0,2042.4,0.0,2042.4,24168.0,1807.8,0,0,0,0.0,0,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,61670,,NIFTY,,2026-08-25,2026-08-25,24200.0,PE,NIFTY26AUG24200PE,468.65,494.1,410.6,416.35,410.65,477.95,24168.0,416.35,24505,8385,388,621599241.25,263,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,61604,,NIFTY,,2026-08-25,2026-08-25,24000.0,PE,NIFTY26AUG24000PE,387.6,417.35,340.25,346.1,342.0,402.05,24168.0,346.1,501735,56420,6110,9681682816.0,5051,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,61500,,NIFTY,,2026-08-25,2026-08-25,23500.0,PE,NIFTY26AUG23500PE,248.9,252.5,206.1,210.55,206.1,249.5,24168.0,210.55,499460,26650,2752,4244460242.75,2064,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,61498,,NIFTY,,2026-08-25,2026-08-25,23450.0,PE,NIFTY26AUG23450PE,214.55,218.9,197.0,197.0,197.0,259.0,24168.0,197.0,3315,-130,6,9227712.0,6,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,61381,,NIFTY,,2026-08-25,2026-08-25,22400.0,PE,NIFTY26AUG22400PE,81.45,81.5,63.25,66.55,63.25,83.4,24168.0,66.55,160680,146640,3418,4992402574.25,1601,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,55286,,NIFTY,,2026-09-29,2026-09-29,25500.0,CE,NIFTY26SEP25500CE,242.25,263.0,234.15,260.25,259.9,241.2,24168.0,260.25,870285,35360,3115,5213640708.25,2312,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,64016,,NIFTY,,2026-07-28,2026-07-28,25800.0,PE,NIFTY26JUL25800PE,0.0,0.0,0.0,1710.0,1710.0,1710.0,24168.0,1558.45,130,0,0,0.0,0,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,64007,,NIFTY,,2026-07-28,2026-07-28,25600.0,PE,NIFTY26JUL25600PE,0.0,0.0,0.0,1561.5,1561.5,1561.5,24168.0,1392.3,260,0,0,0.0,0,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,63966,,NIFTY,,2026-07-28,2026-07-28,24650.0,PE,NIFTY26JUL24650PE,631.1,659.95,608.45,629.2,629.2,644.4,24168.0,716.35,6305,130,15,24649137.5,15,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,63946,,NIFTY,,2026-07-28,2026-07-28,24150.0,PE,NIFTY26JUL24150PE,350.05,394.35,309.8,317.2,309.8,379.45,24168.0,317.2,14820,3120,299,475985077.75,229,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,63930,,NIFTY,,2026-07-28,2026-07-28,23800.0,PE,NIFTY26JUL23800PE,245.0,256.85,192.25,201.9,197.55,250.05,24168.0,201.9,279825,54990,5276,8238561792.5,3672,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,63898,,NIFTY,,2026-07-28,2026-07-28,23050.0,PE,NIFTY26JUL23050PE,87.0,89.4,70.5,71.4,71.0,93.55,24168.0,71.4,16445,-1950,313,470569557.25,253,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,63892,,NIFTY,,2026-07-28,2026-07-28,22900.0,PE,NIFTY26JUL22900PE,77.2,77.2,57.7,59.1,58.8,76.5,24168.0,59.1,129480,10010,2802,4182545994.25,2181,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,63880,,NIFTY,,2026-07-28,2026-07-28,22600.0,PE,NIFTY26JUL22600PE,47.05,52.5,39.4,40.25,39.9,52.7,24168.0,40.25,205335,90935,4983,7334193883.25,3263,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,63868,,NIFTY,,2026-07-28,2026-07-28,22300.0,PE,NIFTY26JUL22300PE,32.05,33.25,27.95,29.0,29.0,35.85,24168.0,29.0,154245,36010,5687,8254523563.0,3477,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,63816,,NIFTY,,2026-07-28,2026-07-28,21200.0,PE,NIFTY26JUL21200PE,13.8,13.8,11.55,12.55,12.8,13.3,24168.0,12.55,30420,-195,106,146151902.0,62,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,57431,,NIFTY,,2026-07-21,2026-07-21,25500.0,PE,NIFTY2672125500PE,0.0,0.0,0.0,1464.3,0.0,1464.3,24168.0,1302.8,0,0,0,0.0,0,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,57412,,NIFTY,,2026-07-21,2026-07-21,25350.0,PE,NIFTY2672125350PE,0.0,0.0,0.0,1338.75,0.0,1338.75,24168.0,1181.5,0,0,0,0.0,0,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,57359,,NIFTY,,2026-07-21,2026-07-21,24450.0,PE,NIFTY2672124450PE,0.0,0.0,0.0,688.9,0.0,688.9,24168.0,569.95,0,0,0,0.0,0,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,57314,,NIFTY,,2026-07-21,2026-07-21,23350.0,PE,NIFTY2672123350PE,109.75,109.75,84.55,84.55,84.55,207.55,24168.0,84.55,390,390,12,18288741.25,12,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,57280,,NIFTY,,2026-07-21,2026-07-21,22500.0,PE,NIFTY2672122500PE,27.65,29.5,25.1,25.35,25.1,33.0,24168.0,25.35,2275,1625,62,90782883.75,26,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,51512,,NIFTY,,2026-07-14,2026-07-14,26300.0,PE,NIFTY2671426300PE,0.0,0.0,0.0,2910.55,0.0,2910.55,24168.0,2035.65,0,0,0,0.0,0,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,51492,,NIFTY,,2026-07-14,2026-07-14,25800.0,PE,NIFTY2671425800PE,0.0,0.0,0.0,2423.65,0.0,2423.65,24168.0,1567.95,0,0,0,0.0,0,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,51470,,NIFTY,,2026-07-14,2026-07-14,25400.0,PE,NIFTY2671425400PE,0.0,0.0,0.0,2042.95,0.0,2042.95,24168.0,1217.35,0,0,0,0.0,0,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,51420,,NIFTY,,2026-07-14,2026-07-14,24950.0,PE,NIFTY2671424950PE,0.0,0.0,0.0,1631.2,0.0,1631.2,24168.0,862.35,0,0,0,0.0,0,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,51398,,NIFTY,,2026-07-14,2026-07-14,24550.0,PE,NIFTY2671424550PE,0.0,0.0,0.0,1288.2,0.0,1288.2,24168.0,594.95,0,0,0,0.0,0,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,51390,,NIFTY,,2026-07-14,2026-07-14,24400.0,PE,NIFTY2671424400PE,470.0,470.0,416.8,419.45,419.45,473.95,24168.0,508.3,2860,1950,32,51647713.0,31,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,51360,,NIFTY,,2026-07-14,2026-07-14,23800.0,PE,NIFTY2671423800PE,181.0,193.0,137.0,141.15,139.15,186.7,24168.0,141.15,11830,2795,365,568423111.75,239,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,51302,,NIFTY,,2026-07-14,2026-07-14,22800.0,PE,NIFTY2671422800PE,32.65,35.15,24.4,25.6,25.1,34.3,24168.0,25.6,8710,325,312,462940309.0,197,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,51280,,NIFTY,,2026-07-14,2026-07-14,22450.0,PE,NIFTY2671422450PE,16.1,17.2,12.1,15.65,15.65,21.85,24168.0,15.65,2340,195,96,140184388.5,32,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,51254,,NIFTY,,2026-07-14,2026-07-14,22100.0,PE,NIFTY2671422100PE,11.3,14.65,10.1,12.35,11.05,15.0,24168.0,12.35,9945,8515,330,474307128.75,189,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,44745,,NIFTY,,2026-07-07,2026-07-07,26250.0,PE,NIFTY2670726250PE,0.0,0.0,0.0,2627.05,0.0,2627.05,24168.0,2005.8,0,0,0,0.0,0,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,44731,,NIFTY,,2026-07-07,2026-07-07,25900.0,PE,NIFTY2670725900PE,0.0,0.0,0.0,2289.95,0.0,2289.95,24168.0,1667.75,0,0,0,0.0,0,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,44729,,NIFTY,,2026-07-07,2026-07-07,25850.0,PE,NIFTY2670725850PE,0.0,0.0,0.0,1770.0,1770.0,1770.0,24168.0,1620.2,65,0,0,0.0,0,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,44705,,NIFTY,,2026-07-07,2026-07-07,25500.0,PE,NIFTY2670725500PE,0.0,0.0,0.0,1442.95,1442.95,1442.95,24168.0,1295.9,65,0,0,0.0,0,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,44699,,NIFTY,,2026-07-07,2026-07-07,25350.0,PE,NIFTY2670725350PE,0.0,0.0,0.0,1777.45,0.0,1777.45,24168.0,1162.75,0,0,0,0.0,0,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,44639,,NIFTY,,2026-07-07,2026-07-07,24150.0,PE,NIFTY2670724150PE,254.75,302.05,207.15,214.95,207.15,282.75,24168.0,214.95,18070,10270,1496,2372787326.0,1115,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,44623,,NIFTY,,2026-07-07,2026-07-07,24050.0,PE,NIFTY2670724050PE,239.6,251.6,169.35,177.45,172.15,237.95,24168.0,177.45,15340,0,611,963616712.5,553,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,44593,,NIFTY,,2026-07-07,2026-07-07,23600.0,PE,NIFTY2670723600PE,91.95,100.5,62.4,65.5,65.2,100.35,24168.0,65.5,86515,44655,3302,5082201705.75,2573,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,44563,,NIFTY,,2026-07-07,2026-07-07,23000.0,PE,NIFTY2670723000PE,28.0,29.5,18.25,19.5,19.95,28.95,24168.0,19.5,210340,-3510,7732,11570065698.75,5108,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,44561,,NIFTY,,2026-07-07,2026-07-07,22950.0,PE,NIFTY2670722950PE,24.25,24.25,18.4,18.45,18.45,27.0,24168.0,18.45,7020,-520,84,125419953.75,47,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,44545,,NIFTY,,2026-07-07,2026-07-07,22700.0,PE,NIFTY2670722700PE,15.2,16.7,11.75,13.05,12.7,17.85,24168.0,13.05,31720,3315,574,847436349.5,202,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,44539,,NIFTY,,2026-07-07,2026-07-07,22550.0,PE,NIFTY2670722550PE,11.0,11.65,10.8,11.65,11.65,14.6,24168.0,11.55,2015,-715,27,39595162.75,9,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,44536,,NIFTY,,2026-07-07,2026-07-07,22500.0,PE,NIFTY2670722500PE,12.5,12.55,9.15,9.6,9.45,13.7,24168.0,9.6,70915,5005,1170,1711914720.75,473,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,80013,,NIFTY,,2026-06-30,2026-06-30,26550.0,PE,NIFTY26JUN26550PE,0.0,0.0,0.0,3048.45,3048.45,3048.45,24168.0,2328.65,325,0,0,0.0,0,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,79851,,NIFTY,,2026-06-30,2026-06-30,25900.0,PE,NIFTY26JUN25900PE,1739.75,1774.55,1712.0,1712.0,1712.0,1925.0,24168.0,1712.0,5460,-65,10,17960094.75,4,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,79845,,NIFTY,,2026-06-30,2026-06-30,25750.0,PE,NIFTY26JUN25750PE,0.0,0.0,0.0,1811.0,1811.0,1811.0,24168.0,1537.05,845,0,0,0.0,0,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,79825,,NIFTY,,2026-06-30,2026-06-30,25350.0,PE,NIFTY26JUN25350PE,0.0,0.0,0.0,1260.0,1260.0,1260.0,24168.0,1155.05,1625,0,0,0.0,0,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,79810,,NIFTY,,2026-06-30,2026-06-30,25200.0,PE,NIFTY26JUN25200PE,1116.3,1150.8,1000.0,1002.45,1000.0,1116.3,24168.0,1002.45,43485,-2145,66,112732152.0,57,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,79804,,NIFTY,,2026-06-30,2026-06-30,25050.0,PE,NIFTY26JUN25050PE,940.0,995.0,876.0,876.0,876.0,968.0,24168.0,876.0,715,-130,7,11824735.0,7,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,79702,,NIFTY,,2026-06-30,2026-06-30,23550.0,PE,NIFTY26JUN23550PE,48.95,53.45,28.2,29.9,30.35,55.7,24168.0,29.9,333125,83655,14207,21782326579.0,9402,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,79517,,NIFTY,,2026-06-30,2026-06-30,22200.0,PE,NIFTY26JUN22200PE,4.85,4.85,4.0,4.45,4.0,5.6,24168.0,4.45,623740,-24180,8551,12341510008.75,3452,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,79463,,NIFTY,,2026-06-30,2026-06-30,21250.0,PE,NIFTY26JUN21250PE,2.5,2.95,2.25,2.8,2.3,3.15,24168.0,2.8,115635,-2080,2313,3195226433.75,1411,F1,65,,,,,
2026-06-18,2026-06-18,FO,NSE,IDO,79382,,NIFTY,,2026-06-30,2026-06-30,20350.0,PE,NIFTY26JUN20350PE,1.85,2.9,1.45,1.75,2.0,1.8,24168.0,1.75,4420,0,2260,2989721036.25,1215,F1,65,,,,,
